時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,100,80,60,30,10,0,0
15,110,110,80,60,40,5,0,0
30,110,105,100,60,40,35,0,0
45,120,100,100,60,45,45,0,0
60,90,80,100,60,50,40,15,5
75,90,90,100,65,50,40,15,20
90,80,90,90,65,45,40,20,35
105,100,90,90,65,40,40,20,35
120,100,85,80,65,45,40,15,30
135,95,85,80,65,45,35,15,20
150,90,80,80,65,50,40,15,35
165,90,80,80,70,45,40,15,30
180,95,80,80,65,45,40,20,25
195,95,85,80,65,45,40,20,30
210,95,75,80,65,40,35,25,30
225,85,55,90,55,40,40,15,30
240,85,75,70,55,40,35,15,30
255,85,90,70,60,40,35,15,30
270,90,90,70,60,40,40,15,35
285,95,90,70,55,40,35,25,20
300,95,90,65,55,40,35,25,20
315,100,70,70,0,55,40,20,20
330,100,75,70,0,55,45,15,35
345,110,85,70,0,60,45,15,30
360,100,85,70,0,55,45,15,40
375,95,85,90,0,45,45,25,45
390,95,85,90,0,50,40,25,35
405,100,90,100,0,45,40,35,30
420,110,85,90,0,45,40,25,35
435,110,90,100,5,45,40,25,20
450,100,95,80,60,40,40,25,35
465,90,80,80,80,35,35,15,35
480,100,85,75,75,35,35,35,35
495,110,80,80,70,35,35,20,35
510,120,80,75,65,40,35,20,25
525,115,80,90,60,40,35,25,30
540,115,90,80,70,35,35,15,30
555,115,90,90,70,40,35,20,35
570,115,75,75,70,40,35,20,35
585,110,75,80,65,35,40,25,20
600,105,80,90,65,30,35,15,20
615,105,80,100,65,30,30,15,20
630,0,80,0,65,35,25,15,20
645,0,80,0,65,30,30,20,15
660,0,0,0,65,35,30,0,15
675,0,0,0,0,25,35,0,20
690,0,0,0,0,0,0,0,20
705,0,0,0,0,0,0,0,35
