時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,140,130,110,60,25,5,0,0
15,130,130,100,65,30,10,0,0
30,120,120,90,60,50,35,0,0
45,120,110,90,55,55,45,0,0
60,110,100,90,55,45,45,30,0
75,110,80,90,55,45,45,20,0
90,100,70,90,55,50,40,20,0
105,90,75,80,55,50,40,25,0
120,90,65,75,55,40,40,25,0
135,85,65,65,50,40,40,15,0
150,85,75,65,45,40,35,15,0
165,85,70,65,45,40,30,20,0
180,95,60,80,45,35,30,20,0
195,95,60,65,45,35,30,20,0
210,95,75,60,45,35,30,25,0
225,100,70,60,45,40,30,15,0
240,95,75,60,50,40,40,15,0
255,85,70,65,50,35,35,20,0
270,75,60,70,50,35,35,20,0
285,80,60,65,45,35,35,25,0
300,80,60,65,40,35,35,25,0
315,80,65,60,40,50,35,15,0
330,85,75,65,45,45,40,15,0
345,90,80,65,45,40,40,20,0
360,90,70,75,45,35,35,25,0
375,80,70,80,45,35,30,25,0
390,75,60,80,45,35,30,15,0
405,70,65,70,40,35,30,15,0
420,70,75,50,35,35,25,20,0
435,65,70,45,35,35,30,20,0
450,80,70,55,40,30,30,25,0
465,90,65,55,40,25,30,25,0
480,85,65,60,40,25,25,30,0
495,85,65,60,35,25,25,15,0
510,80,65,50,35,30,25,20,0
525,70,85,60,40,35,25,15,0
540,90,85,70,50,35,25,20,0
555,95,75,70,50,30,30,15,0
570,90,75,60,35,30,30,20,0
585,85,60,60,30,30,30,25,0
600,80,65,60,30,25,25,15,0
615,75,65,65,35,20,25,15,0
630,75,65,70,35,20,25,15,0
645,80,65,70,35,20,25,20,0
660,0,0,70,35,20,25,0,0
675,0,0,0,35,15,25,0,0
690,0,0,0,0,10,20,0,0
705,0,0,0,0,0,0,0,0
