時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,60,60,5,20,10,5,0,0
15,55,45,40,20,5,5,0,0
30,55,45,40,20,5,5,0,0
45,55,45,40,25,5,5,0,0
60,50,40,35,25,5,10,30,15
75,45,40,35,25,5,15,20,15
90,45,30,40,25,5,10,30,20
105,45,30,40,15,5,10,15,20
120,40,25,35,15,5,5,25,15
135,40,30,35,15,5,5,30,15
150,35,30,35,10,5,5,15,20
165,35,30,40,10,5,5,25,15
180,30,30,35,10,5,5,30,15
195,30,30,35,10,5,5,15,20
210,30,25,35,10,5,5,25,20
225,30,25,40,10,10,5,30,20
240,30,35,40,10,10,5,15,15
255,40,40,35,10,5,5,25,15
270,35,40,35,5,5,5,15,5
285,35,35,35,5,5,5,25,15
300,30,25,35,5,5,5,25,15
315,30,35,40,5,5,5,15,15
330,35,35,35,5,5,5,25,20
345,40,35,35,5,15,5,30,20
360,40,30,25,5,10,5,20,15
375,30,30,25,5,5,5,30,15
390,30,25,25,5,5,5,30,20
405,25,25,30,5,5,5,25,15
420,20,25,25,5,5,5,20,20
435,20,30,25,5,10,5,30,20
450,30,30,30,5,10,5,20,20
465,30,25,35,5,10,5,20,15
480,25,25,35,5,5,5,30,20
495,30,25,30,5,5,5,15,15
510,35,25,30,5,5,5,20,20
525,25,30,30,5,5,5,30,20
540,25,30,30,5,10,5,15,15
555,25,25,30,5,10,5,25,15
570,25,20,20,5,10,5,30,15
585,25,15,15,5,5,5,15,15
600,25,15,15,5,5,5,30,15
615,25,15,20,5,10,5,15,15
630,25,20,15,5,5,5,15,15
645,25,30,25,5,5,5,0,15
660,25,30,35,5,5,5,0,15
675,25,25,30,5,5,5,0,15
690,25,25,30,5,5,5,0,25
705,25,0,0,5,5,5,0,0
