時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,100,100,5,5,5,0,0
15,150,130,100,60,10,5,0,0
30,140,130,90,70,40,15,0,0
45,150,120,100,60,45,30,0,0
60,160,120,100,60,45,35,15,5
75,160,115,90,65,45,40,20,20
90,160,105,90,65,45,40,15,35
105,160,105,90,65,50,40,15,50
120,160,105,100,65,50,40,25,45
135,160,105,100,65,50,40,25,35
150,150,105,90,60,50,40,15,30
165,140,95,90,60,45,40,25,30
180,130,95,70,60,40,35,30,30
195,130,130,60,55,40,35,30,30
210,150,130,55,55,45,35,25,30
225,150,130,60,65,50,40,40,35
240,150,100,65,65,45,40,40,35
255,150,100,80,65,45,35,40,35
270,140,100,80,65,40,35,35,35
285,140,100,80,70,40,35,40,45
300,140,80,75,60,40,40,25,35
315,130,70,75,0,55,40,35,35
330,130,90,90,0,55,40,40,45
345,140,100,90,0,55,40,50,30
360,140,110,90,0,50,40,40,35
375,140,110,90,0,40,35,45,45
390,130,110,90,35,50,35,35,45
405,130,110,90,60,50,45,40,45
420,130,110,80,60,45,45,40,35
435,120,110,80,65,35,45,30,35
450,140,110,80,60,45,40,40,45
465,150,110,80,60,50,35,25,35
480,170,110,80,60,50,35,35,35
495,170,110,90,60,45,40,40,30
510,170,110,100,65,35,40,25,35
525,170,100,100,65,45,40,35,45
540,160,100,100,75,45,40,40,45
555,160,100,100,75,45,45,20,35
570,160,105,90,70,40,45,30,35
585,140,105,80,70,40,40,40,35
600,140,90,80,60,40,35,25,35
615,110,90,80,60,40,30,35,35
630,100,100,100,60,30,30,20,35
645,0,0,100,60,30,35,0,35
660,0,0,0,60,30,35,0,35
675,0,0,0,0,30,35,0,35
690,0,0,0,0,25,35,0,35
705,0,0,0,0,0,0,0,35
