時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,110,5,80,0,35,5,0,0
15,130,100,90,0,50,30,0,0
30,125,105,100,0,45,40,0,0
45,105,90,100,0,50,45,0,0
60,95,90,110,20,45,40,5,20
75,110,85,85,50,35,30,20,20
90,100,85,65,50,40,35,20,30
105,90,75,55,50,40,35,25,25
120,80,65,50,45,35,40,25,20
135,80,65,50,45,40,30,25,20
150,80,65,50,50,30,30,25,20
165,70,65,40,45,30,30,20,20
180,70,65,40,40,35,30,25,15
195,85,65,40,40,30,25,25,15
210,90,60,45,45,30,30,20,15
225,80,55,45,45,35,30,30,15
240,80,70,55,45,35,30,30,30
255,80,65,60,40,35,30,15,30
270,85,60,60,40,35,25,20,15
285,85,55,50,40,30,25,25,15
300,80,60,50,40,25,30,15,20
315,80,70,50,40,30,30,15,20
330,80,75,55,40,45,30,15,30
345,80,70,50,40,40,30,25,30
360,70,60,55,40,35,35,25,30
375,80,60,55,35,25,35,20,30
390,80,60,50,40,25,30,25,30
405,80,65,45,40,30,30,20,30
420,70,60,40,35,30,25,15,15
435,70,60,50,35,25,25,20,30
450,75,65,55,35,25,25,25,35
465,80,65,55,30,20,20,45,35
480,80,60,55,25,15,20,30,20
495,85,65,45,30,15,20,20,20
510,85,65,40,35,20,20,25,20
525,80,70,45,35,20,25,25,30
540,95,70,45,40,20,25,15,30
555,95,75,45,40,25,25,20,35
570,80,70,45,35,20,25,25,15
585,80,70,55,30,15,25,25,20
600,90,60,50,30,15,25,25,15
615,95,60,40,30,15,25,15,25
630,85,70,50,30,5,15,20,20
645,0,65,60,30,5,15,25,15
660,0,0,55,25,15,15,0,20
675,0,0,0,25,10,10,0,20
690,0,0,0,25,5,15,0,15
705,0,0,0,20,5,0,0,25
