時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,120,110,5,0,25,10,0,0
15,120,120,70,0,30,5,0,0
30,120,110,70,5,30,25,0,0
45,110,110,80,20,30,25,0,0
60,100,90,80,40,30,20,10,5
75,90,80,80,50,30,15,20,20
90,70,60,75,55,20,20,30,20
105,70,60,70,50,20,20,15,20
120,70,60,55,45,20,20,20,20
135,70,60,50,40,20,20,30,15
150,75,50,45,40,20,20,15,20
165,75,45,50,40,20,20,25,15
180,70,40,50,40,25,15,30,20
195,70,55,60,40,25,20,20,15
210,70,55,60,40,15,25,25,15
225,70,55,55,40,15,25,30,15
240,60,55,60,30,15,25,20,15
255,55,55,60,30,20,25,30,15
270,55,55,60,35,20,15,30,15
285,65,50,60,40,15,15,20,15
300,65,50,60,30,15,20,30,20
315,60,60,50,30,15,15,15,20
330,65,60,60,40,35,20,15,20
345,70,60,60,40,35,30,30,25
360,70,55,60,30,20,25,15,25
375,60,55,60,30,20,20,20,20
390,55,55,45,30,20,20,30,25
405,50,40,50,25,20,15,15,15
420,55,40,40,25,15,15,25,15
435,55,40,40,25,10,15,30,20
450,55,40,55,25,10,15,15,20
465,55,60,50,20,10,15,20,20
480,50,60,45,15,10,20,30,20
495,50,60,50,20,10,10,15,15
510,50,45,45,25,10,5,20,30
525,50,50,45,20,10,5,20,30
540,55,50,50,20,10,10,15,20
555,50,45,50,15,10,10,25,15
570,50,45,50,15,10,10,30,15
585,50,40,40,15,5,10,15,20
600,40,40,40,15,5,10,25,20
615,40,40,35,20,5,5,15,15
630,45,35,45,15,10,5,20,15
645,45,40,45,15,10,5,0,15
660,45,40,50,15,5,5,0,15
675,45,40,0,15,5,5,0,15
690,0,35,0,10,5,5,0,20
705,0,10,0,10,5,5,0,15
