時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,140,100,120,65,5,20,0,0
15,130,100,130,65,25,25,0,0
30,120,100,110,65,50,25,0,0
45,110,95,80,65,50,40,0,0
60,105,95,90,60,45,40,15,15
75,105,110,80,60,45,40,20,20
90,90,105,75,50,40,35,25,20
105,85,85,60,45,40,35,25,20
120,90,65,60,45,45,40,25,20
135,90,60,70,45,50,35,15,15
150,90,60,70,50,45,30,15,15
165,85,65,65,50,40,25,20,15
180,85,65,65,45,35,30,20,15
195,75,65,55,45,40,30,20,15
210,75,65,50,45,40,25,25,15
225,75,60,50,50,35,30,15,15
240,75,60,50,45,35,30,15,20
255,75,60,55,45,30,30,15,20
270,80,60,55,40,30,25,20,20
285,75,65,55,40,30,30,25,20
300,75,65,55,40,30,25,25,25
315,75,65,60,40,30,25,15,20
330,80,70,60,40,40,30,15,20
345,80,75,65,35,40,30,15,35
360,75,75,65,35,40,35,20,30
375,75,75,70,40,35,30,25,25
390,75,70,70,45,35,30,15,30
405,75,70,70,45,35,25,15,30
420,75,70,65,40,30,30,15,30
435,75,70,65,30,25,30,25,20
450,75,60,65,30,30,25,25,35
465,75,60,65,35,35,25,15,20
480,75,0,60,35,25,20,30,30
495,85,0,60,40,25,10,20,20
510,85,0,60,40,15,20,20,30
525,85,0,75,35,20,25,25,20
540,90,0,75,40,35,25,15,30
555,90,0,75,40,35,35,20,30
570,90,0,75,35,30,30,20,15
585,90,0,75,40,30,30,25,15
600,85,0,80,40,25,30,25,15
615,80,0,80,35,20,25,15,20
630,80,0,90,30,20,25,15,20
645,70,0,65,30,20,25,20,20
660,0,0,60,30,10,20,0,20
675,0,0,0,30,10,20,0,15
690,0,0,0,30,5,15,0,15
705,0,0,0,20,5,5,0,20
