時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,60,60,45,5,5,5,0,0
15,80,70,40,15,10,5,0,0
30,75,60,45,20,5,5,0,0
45,65,45,50,25,5,5,0,0
60,50,45,40,30,5,5,10,15
75,45,25,40,25,20,5,20,15
90,60,45,35,20,10,10,30,15
105,55,45,40,20,10,10,15,20
120,40,45,40,15,10,5,20,20
135,50,30,35,15,20,10,30,20
150,45,35,35,15,20,10,15,20
165,30,35,35,15,5,10,20,15
180,35,30,35,15,5,15,15,15
195,50,30,40,10,5,15,15,20
210,50,30,40,10,5,5,25,15
225,40,30,35,15,5,5,15,20
240,40,30,40,15,10,5,15,15
255,35,45,30,10,5,5,25,0
270,40,35,25,10,5,5,15,0
285,40,35,30,10,5,5,20,15
300,35,35,30,10,5,10,25,20
315,30,45,30,10,5,10,15,15
330,40,45,35,5,5,10,20,15
345,45,40,30,5,20,10,30,15
360,40,35,30,10,20,5,15,15
375,35,30,30,15,5,5,25,15
390,30,25,30,10,5,5,25,15
405,30,30,30,10,5,5,15,20
420,35,35,20,10,0,5,20,15
435,35,35,35,5,0,5,30,20
450,30,35,35,5,0,5,15,20
465,30,35,35,5,0,5,20,20
480,30,30,35,5,0,5,15,20
495,30,30,40,5,0,5,15,15
510,30,30,30,5,0,5,20,20
525,35,30,35,5,10,5,30,20
540,40,35,40,5,10,5,15,15
555,40,30,35,5,20,5,25,15
570,30,30,35,5,5,5,30,15
585,25,30,35,5,15,5,20,15
600,30,25,30,5,15,5,20,15
615,30,20,30,5,10,5,15,15
630,30,20,40,5,10,5,15,20
645,30,30,40,5,10,5,0,20
660,30,30,45,5,5,5,0,20
675,30,25,45,5,5,5,0,20
690,30,15,30,5,5,5,0,15
705,30,15,0,5,5,5,0,0
