時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,130,120,90,45,10,5,0,0
15,130,120,100,55,15,5,0,0
30,120,120,90,50,30,30,0,0
45,120,100,90,55,45,40,0,0
60,130,95,90,55,45,40,15,15
75,120,90,90,55,45,40,20,20
90,100,80,90,50,40,30,25,20
105,90,80,80,50,40,30,25,20
120,90,70,70,50,40,35,25,20
135,85,60,70,45,35,40,20,25
150,90,60,70,45,30,35,20,25
165,95,65,70,45,30,35,20,25
180,95,70,70,45,30,30,20,20
195,85,65,70,50,35,30,20,15
210,75,70,70,50,40,25,15,15
225,85,70,60,50,40,30,15,20
240,90,80,70,45,35,35,15,25
255,90,75,80,45,40,30,15,30
270,80,70,80,45,30,25,20,30
285,80,65,75,45,30,30,25,15
300,75,55,70,40,25,35,25,20
315,65,60,60,40,45,35,15,20
330,80,70,60,40,40,35,15,20
345,90,75,60,50,40,35,15,20
360,75,70,60,50,25,25,25,20
375,75,70,60,50,25,25,25,35
390,80,65,65,50,35,30,30,30
405,80,70,70,45,35,35,15,30
420,80,65,65,40,30,35,20,30
435,75,65,65,35,30,35,20,30
450,70,65,70,40,30,35,25,35
465,70,60,60,45,25,30,15,35
480,70,65,55,35,20,30,30,35
495,80,70,55,35,20,25,20,30
510,80,65,60,35,20,25,25,20
525,75,65,65,35,20,25,25,25
540,80,75,75,40,25,25,10,35
555,100,75,75,40,25,30,15,35
570,90,65,75,40,20,30,25,30
585,80,65,75,35,20,25,25,20
600,80,65,75,30,20,25,15,20
615,80,65,80,30,20,30,15,20
630,80,70,90,35,15,25,20,20
645,80,70,70,35,10,20,25,15
660,0,55,0,35,15,20,0,15
675,0,0,0,30,10,20,0,20
690,0,0,0,25,5,10,0,15
705,0,0,0,0,5,5,0,20
