時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,190,140,120,60,20,5,0,0
15,180,130,130,70,25,5,0,0
30,160,130,120,80,50,30,0,0
45,170,130,120,75,60,45,0,0
60,155,125,110,75,60,50,5,15
75,150,120,110,75,60,50,25,15
90,145,100,100,70,55,50,20,35
105,125,100,90,70,50,50,25,20
120,115,90,70,70,45,45,15,20
135,105,90,70,65,55,40,15,20
150,110,90,80,65,45,40,15,20
165,110,80,80,60,40,40,20,25
180,90,70,80,65,40,35,25,25
195,90,75,80,60,40,35,25,20
210,100,80,80,65,40,40,25,15
225,110,70,70,60,45,45,15,20
240,110,100,70,50,45,40,15,35
255,100,90,70,45,45,40,20,20
270,100,80,70,50,45,30,20,20
285,90,75,80,55,40,30,20,20
300,90,65,80,60,40,35,25,20
315,95,75,80,60,50,35,15,20
330,100,100,70,55,45,35,15,20
345,110,100,70,55,45,45,20,25
360,100,90,70,50,35,40,20,20
375,100,90,70,50,40,35,25,25
390,100,80,75,50,35,35,25,25
405,90,80,75,45,35,35,15,30
420,90,80,70,45,40,35,15,30
435,90,70,70,45,40,35,25,20
450,100,70,75,50,35,35,25,35
465,100,70,75,45,35,35,15,35
480,110,70,80,40,35,35,30,20
495,115,70,80,40,35,30,20,20
510,115,70,70,50,35,30,20,20
525,115,70,70,50,30,30,25,20
540,130,80,80,50,35,35,15,25
555,130,85,80,45,35,35,20,30
570,125,75,80,40,35,40,20,30
585,120,70,80,40,30,30,20,30
600,110,80,90,0,30,35,25,25
615,100,80,90,0,30,35,15,20
630,90,70,100,0,30,35,15,20
645,0,70,0,0,25,35,20,20
660,0,0,0,0,25,35,0,25
675,0,0,0,0,30,35,0,20
690,0,0,0,0,25,0,0,20
705,0,0,0,0,0,0,0,15
