時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,130,85,120,5,50,5,0,0
15,140,110,100,0,50,20,0,0
30,120,100,80,0,45,40,0,0
45,110,90,90,0,40,40,0,0
60,120,80,90,10,45,45,15,15
75,110,80,90,60,40,40,20,20
90,110,80,80,55,40,35,25,20
105,90,70,80,50,40,35,20,20
120,90,65,60,50,40,40,20,20
135,80,55,50,50,40,35,20,15
150,80,55,55,45,35,35,15,20
165,85,55,60,45,35,30,20,15
180,85,50,60,45,35,30,20,15
195,100,60,65,55,30,30,25,15
210,90,50,60,60,35,25,25,20
225,80,55,65,50,35,35,15,25
240,80,70,75,45,35,30,15,20
255,80,70,75,45,35,30,15,20
270,80,70,75,45,35,30,20,15
285,80,70,75,50,35,35,25,15
300,85,55,70,50,35,30,25,15
315,70,55,70,50,45,30,20,15
330,75,65,60,45,45,30,15,30
345,85,70,55,45,40,35,15,20
360,90,70,60,45,30,35,20,20
375,90,65,55,45,25,30,25,20
390,80,70,55,40,25,30,25,20
405,75,65,65,35,25,30,15,20
420,70,60,70,30,25,25,15,15
435,65,60,65,40,25,30,20,20
450,70,65,70,40,25,25,25,30
465,70,65,65,40,25,25,45,15
480,75,65,60,35,20,20,35,15
495,75,65,55,35,20,20,20,20
510,75,50,55,45,20,25,20,25
525,75,70,65,45,15,25,25,20
540,80,70,70,40,20,25,20,30
555,80,70,65,35,25,35,20,30
570,80,75,65,35,25,30,15,15
585,75,75,65,35,20,30,25,20
600,75,60,55,40,15,25,25,15
615,75,60,65,35,10,25,15,20
630,70,55,65,35,10,20,15,20
645,70,65,70,35,15,25,20,20
660,0,55,0,30,10,20,0,20
675,0,0,0,35,5,20,0,20
690,0,0,0,35,10,20,0,15
705,0,0,0,0,5,0,0,15
