時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,160,95,5,50,25,5,0,0
15,160,95,120,55,25,5,0,0
30,160,110,110,60,35,25,0,0
45,140,100,110,55,35,30,0,0
60,140,90,90,50,35,35,15,15
75,110,95,80,50,40,35,15,15
90,100,90,70,45,40,30,25,15
105,100,70,70,45,40,30,25,20
120,95,65,60,45,35,30,20,20
135,75,65,60,45,35,35,15,20
150,75,60,60,40,35,25,15,20
165,85,55,55,35,30,25,15,20
180,100,45,50,35,25,25,20,20
195,100,65,40,40,30,25,20,20
210,100,70,40,45,30,25,20,20
225,100,70,50,40,30,30,15,20
240,100,65,60,40,25,35,15,20
255,90,65,60,35,25,20,25,30
270,85,60,55,30,25,25,20,25
285,85,60,50,0,30,25,25,15
300,85,60,50,0,30,30,25,25
315,75,70,60,0,45,30,15,20
330,70,70,70,0,40,30,15,35
345,75,70,60,0,35,30,20,20
360,80,70,50,0,25,30,20,30
375,90,65,45,0,30,25,25,20
390,90,65,45,10,30,30,25,35
405,90,60,45,30,25,25,15,20
420,85,60,55,50,25,30,20,30
435,80,50,50,40,25,30,20,20
450,75,65,65,40,25,25,25,30
465,70,75,65,40,25,25,15,30
480,75,80,40,45,25,25,30,30
495,80,70,40,40,20,25,20,30
510,80,60,45,40,20,20,25,20
525,80,70,55,40,20,25,25,25
540,80,60,65,40,15,25,20,20
555,80,70,65,40,20,25,20,30
570,75,70,60,35,20,25,20,20
585,75,65,60,40,15,25,25,15
600,75,65,60,40,10,25,25,15
615,75,55,70,35,10,20,15,15
630,70,60,75,35,10,20,15,15
645,70,60,60,35,10,15,20,20
660,0,55,60,35,5,20,0,15
675,0,0,0,30,5,15,0,20
690,0,0,0,25,5,10,0,20
705,0,0,0,20,5,5,0,25
