時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,75,55,60,35,15,5,0,0
15,90,70,55,35,10,5,0,0
30,80,70,50,35,5,15,0,0
45,75,60,50,30,5,15,0,0
60,70,50,45,30,15,20,5,15
75,60,45,40,30,20,20,20,15
90,60,40,45,35,15,15,30,15
105,55,40,45,40,15,25,20,15
120,50,35,40,35,15,20,20,20
135,45,30,40,30,15,25,30,20
150,45,40,45,0,10,25,15,15
165,40,45,40,0,5,20,25,20
180,55,40,50,0,5,20,30,20
195,55,40,45,0,5,20,20,20
210,50,40,45,5,5,20,25,20
225,35,40,40,30,5,15,30,20
240,45,60,35,25,15,5,25,20
255,45,60,35,20,15,5,30,20
270,45,0,35,25,15,10,30,20
285,45,0,35,25,5,10,20,15
300,45,0,40,25,5,10,25,15
315,45,0,40,35,20,10,15,15
330,45,0,40,35,30,5,20,25
345,45,0,40,40,30,5,20,30
360,50,0,35,35,15,10,30,30
375,45,0,40,35,10,5,25,20
390,35,0,40,25,5,5,30,20
405,35,0,30,25,5,10,20,20
420,45,15,30,20,5,5,20,20
435,45,50,30,15,10,5,30,15
450,35,45,40,15,15,5,15,25
465,35,45,35,20,20,5,25,15
480,35,45,30,20,10,5,30,15
495,50,40,30,20,5,5,15,15
510,45,40,30,10,5,5,25,15
525,40,40,35,10,5,15,30,20
540,40,40,35,15,20,15,15,20
555,40,40,35,15,20,10,25,20
570,35,40,35,15,20,10,15,20
585,35,40,30,15,15,10,15,15
600,40,30,25,10,15,5,25,15
615,35,30,25,10,5,5,30,15
630,35,35,25,10,5,5,15,20
645,35,40,40,10,5,5,0,15
660,45,40,40,10,5,5,0,20
675,40,40,45,10,5,5,0,15
690,30,0,40,10,5,5,0,15
705,0,0,0,5,5,5,0,20
