時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,110,100,5,55,25,10,0,0
15,110,100,80,60,25,5,0,0
30,110,100,80,45,35,30,0,0
45,100,90,80,45,35,40,0,0
60,110,90,90,40,40,35,30,5
75,100,80,90,40,40,30,20,5
90,90,80,80,40,40,30,30,20
105,85,70,90,0,35,30,30,25
120,80,60,60,0,35,30,20,20
135,80,50,50,0,40,30,30,20
150,70,60,35,0,40,30,15,15
165,60,60,40,0,35,30,25,15
180,70,60,45,0,35,20,30,20
195,80,60,50,20,35,20,20,30
210,80,60,50,35,35,15,25,15
225,70,60,40,40,25,25,15,15
240,70,70,45,50,25,35,25,30
255,60,75,50,40,25,30,25,20
270,50,70,55,40,25,20,15,20
285,50,70,50,30,25,20,20,20
300,60,55,50,30,35,15,25,20
315,70,55,35,30,35,20,20,20
330,75,60,40,40,35,20,20,20
345,75,60,45,40,35,20,30,20
360,70,65,50,40,30,20,20,25
375,60,65,50,35,30,25,20,20
390,60,65,50,35,20,25,25,25
405,60,50,40,35,15,25,20,20
420,60,50,35,35,15,15,20,15
435,70,50,40,35,20,15,30,15
450,70,50,45,35,20,20,15,30
465,70,60,45,25,20,20,25,20
480,70,70,40,20,15,15,30,20
495,70,70,45,35,15,15,15,15
510,70,65,40,30,10,15,25,20
525,65,65,45,30,20,30,15,35
540,65,65,50,35,25,20,25,30
555,65,65,55,40,20,15,25,30
570,70,65,45,40,15,15,30,30
585,75,65,40,45,10,15,20,15
600,75,65,40,30,5,15,30,15
615,75,65,40,25,10,15,30,15
630,70,65,50,20,15,10,15,15
645,65,65,50,25,10,10,0,20
660,65,0,55,25,5,10,0,25
675,0,0,0,30,5,10,0,15
690,0,0,0,30,5,5,0,15
705,0,0,0,0,5,5,0,20
