時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,170,150,80,50,20,5,0,0
15,170,150,90,55,20,5,0,0
30,170,140,90,55,30,25,0,0
45,140,140,90,55,40,40,0,0
60,130,140,80,50,40,35,5,5
75,130,120,80,50,40,35,20,5
90,120,110,75,45,30,35,30,20
105,120,95,70,45,25,35,15,20
120,120,80,70,45,30,30,20,20
135,100,80,70,45,30,35,30,20
150,80,40,70,35,30,30,15,15
165,80,40,70,35,30,30,25,15
180,80,50,45,35,25,25,30,15
195,90,70,45,35,25,25,30,15
210,90,70,55,35,25,25,25,20
225,110,80,70,40,25,25,30,20
240,110,80,70,35,20,30,15,20
255,100,80,70,35,20,25,25,30
270,100,60,65,40,20,25,15,20
285,80,55,65,40,20,30,20,20
300,80,50,65,40,20,30,30,25
315,80,70,45,40,30,25,20,15
330,80,70,50,30,40,30,25,30
345,80,75,50,25,35,30,25,35
360,90,75,50,25,25,30,15,35
375,85,75,50,25,0,25,20,20
390,85,60,50,35,0,35,30,30
405,85,55,50,35,0,30,25,35
420,65,55,45,35,0,25,30,30
435,70,65,45,35,0,25,30,15
450,80,60,50,30,0,30,25,25
465,80,60,50,30,0,25,25,30
480,80,60,45,25,0,20,30,30
495,80,70,50,35,0,25,25,15
510,75,70,45,30,0,25,25,20
525,75,70,55,20,0,25,30,20
540,75,60,55,20,0,25,15,20
555,80,60,50,25,0,0,25,20
570,85,55,55,30,0,0,30,20
585,75,55,55,25,5,0,20,25
600,75,50,60,20,35,0,25,15
615,75,60,55,20,30,5,20,15
630,65,60,55,20,25,10,20,15
645,65,60,60,20,20,25,0,15
660,0,55,65,20,20,15,0,20
675,0,0,0,20,15,15,0,15
690,0,0,0,20,5,15,0,15
705,0,0,0,10,5,0,0,25
