,時間,ソアリン,"トイ・
ストーリ
・マニア","タワー・
オブ・
テラー","センター
・オブ・
ジアース","インディ
ジョー
ンズ","レイジング
スピリッツ","マジック
ランプ
シアター","タートル
・トーク",曜日_数値,曜日,休日
0,2022-08-02 16:30:00,50,50,45,25,15,15,15,20,1,Tuesday,False
0,2022-08-02 16:45:00,50,50,45,25,15,20,20,20,1,Tuesday,False
0,2022-08-02 17:00:00,45,45,40,25,10,15,40,20,1,Tuesday,False
0,2022-08-02 17:15:00,50,45,35,25,5,10,20,20,1,Tuesday,False
0,2022-08-02 17:30:00,55,50,40,25,5,5,25,20,1,Tuesday,False
0,2022-08-02 17:45:00,60,55,50,25,10,10,25,15,1,Tuesday,False
0,2022-08-02 18:00:00,60,60,45,30,15,15,15,30,1,Tuesday,False
0,2022-08-02 18:15:00,60,55,45,30,20,15,15,15,1,Tuesday,False
0,2022-08-02 18:30:00,60,50,50,25,15,15,20,20,1,Tuesday,False
0,2022-08-02 18:45:00,55,50,40,25,10,10,25,15,1,Tuesday,False
0,2022-08-02 19:00:00,60,45,40,25,5,10,25,20,1,Tuesday,False
0,2022-08-02 19:15:00,60,40,45,20,5,10,20,20,1,Tuesday,False
0,2022-08-02 19:30:00,60,50,50,15,5,10,15,20,1,Tuesday,False
0,2022-08-02 19:45:00,55,50,55,20,5,10,25,20,1,Tuesday,False
0,2022-08-02 20:00:00,0,50,50,25,5,5,0,15,1,Tuesday,False
0,2022-08-02 20:15:00,0,45,45,20,5,5,0,15,1,Tuesday,False
0,2022-08-02 20:30:00,0,0,0,20,10,5,0,15,1,Tuesday,False
0,2022-08-02 20:45:00,0,0,0,15,10,5,0,25,1,Tuesday,False
0,2022-08-03 09:00:00,90,80,90,45,5,5,0,0,2,Wednesday,False
0,2022-08-03 09:15:00,90,80,90,50,30,5,0,0,2,Wednesday,False
0,2022-08-03 09:30:00,90,70,80,50,30,20,0,0,2,Wednesday,False
0,2022-08-03 09:45:00,80,80,80,50,30,30,0,0,2,Wednesday,False
0,2022-08-03 10:00:00,70,80,80,50,30,30,5,15,2,Wednesday,False
0,2022-08-03 10:15:00,70,70,70,50,30,25,15,20,2,Wednesday,False
0,2022-08-03 10:30:00,60,60,60,45,30,25,20,20,2,Wednesday,False
0,2022-08-03 10:45:00,60,60,50,0,30,25,25,20,2,Wednesday,False
0,2022-08-03 11:00:00,55,40,45,0,35,25,25,20,2,Wednesday,False
0,2022-08-03 11:15:00,60,40,45,0,35,25,15,20,2,Wednesday,False
0,2022-08-03 11:30:00,60,45,45,0,35,25,20,15,2,Wednesday,False
0,2022-08-03 11:45:00,55,50,45,0,30,25,20,15,2,Wednesday,False
0,2022-08-03 12:00:00,55,60,45,10,20,25,20,15,2,Wednesday,False
0,2022-08-03 12:15:00,50,65,50,25,20,25,25,10,2,Wednesday,False
0,2022-08-03 12:30:00,45,50,50,45,20,25,25,20,2,Wednesday,False
0,2022-08-03 12:45:00,55,40,45,45,20,25,15,15,2,Wednesday,False
0,2022-08-03 13:00:00,55,50,45,45,20,25,15,15,2,Wednesday,False
0,2022-08-03 13:15:00,55,50,45,45,25,20,15,15,2,Wednesday,False
0,2022-08-03 13:30:00,45,55,40,40,20,15,20,15,2,Wednesday,False
0,2022-08-03 13:45:00,55,55,40,35,20,20,25,15,2,Wednesday,False
0,2022-08-03 14:00:00,60,50,45,35,15,15,15,20,2,Wednesday,False
0,2022-08-03 14:15:00,55,45,45,40,25,15,20,20,2,Wednesday,False
0,2022-08-03 14:30:00,50,55,45,45,30,20,15,20,2,Wednesday,False
0,2022-08-03 14:45:00,55,50,45,40,30,20,15,25,2,Wednesday,False
0,2022-08-03 15:00:00,50,45,45,40,20,20,20,15,2,Wednesday,False
0,2022-08-03 15:15:00,45,45,45,40,20,10,20,15,2,Wednesday,False
0,2022-08-03 15:30:00,55,50,50,40,20,15,30,15,2,Wednesday,False
0,2022-08-03 15:45:00,55,50,50,35,15,10,15,20,2,Wednesday,False
0,2022-08-03 16:00:00,50,45,50,35,15,15,20,30,2,Wednesday,False
0,2022-08-03 16:15:00,50,60,50,35,20,15,20,25,2,Wednesday,False
0,2022-08-03 16:30:00,50,55,50,35,20,15,25,25,2,Wednesday,False
0,2022-08-03 16:45:00,55,55,50,40,20,15,15,20,2,Wednesday,False
0,2022-08-03 17:00:00,60,50,50,30,15,20,30,20,2,Wednesday,False
0,2022-08-03 17:15:00,55,45,50,30,10,15,20,20,2,Wednesday,False
0,2022-08-03 17:30:00,60,40,35,30,5,20,25,20,2,Wednesday,False
0,2022-08-03 17:45:00,60,55,35,30,10,20,25,20,2,Wednesday,False
0,2022-08-03 18:00:00,65,60,45,35,20,15,30,15,2,Wednesday,False
0,2022-08-03 18:15:00,65,60,45,35,15,20,15,15,2,Wednesday,False
0,2022-08-03 18:30:00,65,55,50,30,15,20,20,15,2,Wednesday,False
0,2022-08-03 18:45:00,65,55,45,30,15,20,25,30,2,Wednesday,False
0,2022-08-03 19:00:00,65,45,45,30,15,15,15,20,2,Wednesday,False
0,2022-08-03 19:15:00,60,45,45,30,10,10,15,15,2,Wednesday,False
0,2022-08-03 19:30:00,65,55,60,30,10,15,15,15,2,Wednesday,False
0,2022-08-03 19:45:00,70,55,60,30,5,15,20,15,2,Wednesday,False
0,2022-08-03 20:00:00,0,45,0,30,5,5,0,15,2,Wednesday,False
0,2022-08-03 20:15:00,0,50,0,25,5,10,0,15,2,Wednesday,False
0,2022-08-03 20:30:00,0,0,0,20,5,10,0,15,2,Wednesday,False
0,2022-08-03 20:45:00,0,0,0,20,5,0,0,20,2,Wednesday,False
0,2022-08-04 09:00:00,90,85,70,45,20,15,0,0,3,Thursday,False
0,2022-08-04 09:15:00,90,95,60,45,25,15,0,0,3,Thursday,False
0,2022-08-04 09:30:00,85,90,65,40,30,25,0,0,3,Thursday,False
0,2022-08-04 09:45:00,85,80,65,35,35,15,0,0,3,Thursday,False
0,2022-08-04 10:00:00,70,70,65,35,35,15,5,5,3,Thursday,False
0,2022-08-04 10:15:00,65,60,60,45,30,30,15,20,3,Thursday,False
0,2022-08-04 10:30:00,65,60,55,45,30,30,15,15,3,Thursday,False
0,2022-08-04 10:45:00,65,50,55,45,30,0,20,15,3,Thursday,False
0,2022-08-04 11:00:00,0,45,55,40,30,0,25,20,3,Thursday,False
0,2022-08-04 11:15:00,0,45,55,0,30,0,15,20,3,Thursday,False
0,2022-08-04 11:30:00,0,50,55,0,30,0,15,20,3,Thursday,False
0,2022-08-04 11:45:00,35,60,60,0,30,5,20,15,3,Thursday,False
0,2022-08-04 12:00:00,70,60,50,0,25,20,20,15,3,Thursday,False
0,2022-08-04 12:15:00,70,60,50,0,25,30,25,15,3,Thursday,False
0,2022-08-04 12:30:00,60,60,45,0,25,40,25,15,3,Thursday,False
0,2022-08-04 12:45:00,60,55,45,0,30,40,15,30,3,Thursday,False
0,2022-08-04 13:00:00,60,60,45,0,30,35,15,20,3,Thursday,False
0,2022-08-04 13:15:00,60,60,45,0,30,30,15,15,3,Thursday,False
0,2022-08-04 13:30:00,70,60,45,0,25,35,20,15,3,Thursday,False
0,2022-08-04 13:45:00,70,55,60,0,25,35,25,15,3,Thursday,False
0,2022-08-04 14:00:00,70,50,55,0,25,40,25,20,3,Thursday,False
0,2022-08-04 14:15:00,55,55,50,0,40,40,15,15,3,Thursday,False
0,2022-08-04 14:30:00,55,65,50,5,40,30,15,20,3,Thursday,False
0,2022-08-04 14:45:00,60,70,50,0,35,25,15,20,3,Thursday,False
0,2022-08-04 15:00:00,80,70,55,0,30,30,20,20,3,Thursday,False
0,2022-08-04 15:15:00,70,60,55,0,30,30,25,20,3,Thursday,False
0,2022-08-04 15:30:00,70,60,60,0,30,35,15,20,3,Thursday,False
0,2022-08-04 15:45:00,60,55,55,0,25,30,15,25,3,Thursday,False
0,2022-08-04 16:00:00,75,65,55,0,25,25,15,25,3,Thursday,False
0,2022-08-04 16:15:00,70,60,55,0,25,25,20,35,3,Thursday,False
0,2022-08-04 16:30:00,70,60,70,0,20,15,15,30,3,Thursday,False
0,2022-08-04 16:45:00,70,65,70,20,15,10,15,20,3,Thursday,False
0,2022-08-04 17:00:00,55,55,60,50,10,15,35,35,3,Thursday,False
0,2022-08-04 17:15:00,60,55,45,60,5,20,25,20,3,Thursday,False
0,2022-08-04 17:30:00,65,55,45,60,10,15,20,20,3,Thursday,False
0,2022-08-04 17:45:00,65,55,55,60,15,15,25,20,3,Thursday,False
0,2022-08-04 18:00:00,70,60,60,65,20,15,25,25,3,Thursday,False
0,2022-08-04 18:15:00,0,0,55,70,15,0,25,25,3,Thursday,False
0,2022-08-04 18:30:00,0,0,40,70,10,0,20,15,3,Thursday,False
0,2022-08-04 18:45:00,0,0,40,60,5,0,15,20,3,Thursday,False
0,2022-08-04 19:00:00,0,20,55,55,5,0,25,15,3,Thursday,False
0,2022-08-04 19:15:00,35,40,45,55,5,5,15,15,3,Thursday,False
0,2022-08-04 19:30:00,65,50,45,45,5,5,15,15,3,Thursday,False
0,2022-08-04 19:45:00,60,60,50,45,5,5,20,20,3,Thursday,False
0,2022-08-04 20:00:00,50,50,55,40,10,10,0,20,3,Thursday,False
0,2022-08-04 20:15:00,45,45,45,35,10,10,0,15,3,Thursday,False
0,2022-08-04 20:30:00,0,0,0,30,10,5,0,15,3,Thursday,False
0,2022-08-04 20:45:00,0,0,0,0,0,5,0,15,3,Thursday,False
0,2022-08-05 09:00:00,110,5,80,0,35,5,0,0,4,Friday,False
0,2022-08-05 09:15:00,130,100,90,0,50,30,0,0,4,Friday,False
0,2022-08-05 09:30:00,125,105,100,0,45,40,0,0,4,Friday,False
0,2022-08-05 09:45:00,105,90,100,0,50,45,0,0,4,Friday,False
0,2022-08-05 10:00:00,95,90,110,20,45,40,5,20,4,Friday,False
0,2022-08-05 10:15:00,110,85,85,50,35,30,20,20,4,Friday,False
0,2022-08-05 10:30:00,100,85,65,50,40,35,20,30,4,Friday,False
0,2022-08-05 10:45:00,90,75,55,50,40,35,25,25,4,Friday,False
0,2022-08-05 11:00:00,80,65,50,45,35,40,25,20,4,Friday,False
0,2022-08-05 11:15:00,80,65,50,45,40,30,25,20,4,Friday,False
0,2022-08-05 11:30:00,80,65,50,50,30,30,25,20,4,Friday,False
0,2022-08-05 11:45:00,70,65,40,45,30,30,20,20,4,Friday,False
0,2022-08-05 12:00:00,70,65,40,40,35,30,25,15,4,Friday,False
0,2022-08-05 12:15:00,85,65,40,40,30,25,25,15,4,Friday,False
0,2022-08-05 12:30:00,90,60,45,45,30,30,20,15,4,Friday,False
0,2022-08-05 12:45:00,80,55,45,45,35,30,30,15,4,Friday,False
0,2022-08-05 13:00:00,80,70,55,45,35,30,30,30,4,Friday,False
0,2022-08-05 13:15:00,80,65,60,40,35,30,15,30,4,Friday,False
0,2022-08-05 13:30:00,85,60,60,40,35,25,20,15,4,Friday,False
0,2022-08-05 13:45:00,85,55,50,40,30,25,25,15,4,Friday,False
0,2022-08-05 14:00:00,80,60,50,40,25,30,15,20,4,Friday,False
0,2022-08-05 14:15:00,80,70,50,40,30,30,15,20,4,Friday,False
0,2022-08-05 14:30:00,80,75,55,40,45,30,15,30,4,Friday,False
0,2022-08-05 14:45:00,80,70,50,40,40,30,25,30,4,Friday,False
0,2022-08-05 15:00:00,70,60,55,40,35,35,25,30,4,Friday,False
0,2022-08-05 15:15:00,80,60,55,35,25,35,20,30,4,Friday,False
0,2022-08-05 15:30:00,80,60,50,40,25,30,25,30,4,Friday,False
0,2022-08-05 15:45:00,80,65,45,40,30,30,20,30,4,Friday,False
0,2022-08-05 16:00:00,70,60,40,35,30,25,15,15,4,Friday,False
0,2022-08-05 16:15:00,70,60,50,35,25,25,20,30,4,Friday,False
0,2022-08-05 16:30:00,75,65,55,35,25,25,25,35,4,Friday,False
0,2022-08-05 16:45:00,80,65,55,30,20,20,45,35,4,Friday,False
0,2022-08-05 17:00:00,80,60,55,25,15,20,30,20,4,Friday,False
0,2022-08-05 17:15:00,85,65,45,30,15,20,20,20,4,Friday,False
0,2022-08-05 17:30:00,85,65,40,35,20,20,25,20,4,Friday,False
0,2022-08-05 17:45:00,80,70,45,35,20,25,25,30,4,Friday,False
0,2022-08-05 18:00:00,95,70,45,40,20,25,15,30,4,Friday,False
0,2022-08-05 18:15:00,95,75,45,40,25,25,20,35,4,Friday,False
0,2022-08-05 18:30:00,80,70,45,35,20,25,25,15,4,Friday,False
0,2022-08-05 18:45:00,80,70,55,30,15,25,25,20,4,Friday,False
0,2022-08-05 19:00:00,90,60,50,30,15,25,25,15,4,Friday,False
0,2022-08-05 19:15:00,95,60,40,30,15,25,15,25,4,Friday,False
0,2022-08-05 19:30:00,85,70,50,30,5,15,20,20,4,Friday,False
0,2022-08-05 19:45:00,0,65,60,30,5,15,25,15,4,Friday,False
0,2022-08-05 20:00:00,0,0,55,25,15,15,0,20,4,Friday,False
0,2022-08-05 20:15:00,0,0,0,25,10,10,0,20,4,Friday,False
0,2022-08-05 20:30:00,0,0,0,25,5,15,0,15,4,Friday,False
0,2022-08-05 20:45:00,0,0,0,20,5,0,0,25,4,Friday,False
0,2022-08-06 09:00:00,140,120,90,40,25,5,0,0,5,Saturday,False
0,2022-08-06 09:15:00,150,120,90,45,25,5,0,0,5,Saturday,False
0,2022-08-06 09:30:00,140,120,90,50,40,25,0,0,5,Saturday,False
0,2022-08-06 09:45:00,140,110,100,55,45,35,0,0,5,Saturday,False
0,2022-08-06 10:00:00,110,100,90,60,50,40,5,5,5,Saturday,False
0,2022-08-06 10:15:00,110,95,80,60,45,45,20,5,5,Saturday,False
0,2022-08-06 10:30:00,110,95,70,60,45,40,20,30,5,Saturday,False
0,2022-08-06 10:45:00,90,90,70,55,45,40,25,20,5,Saturday,False
0,2022-08-06 11:00:00,100,80,70,55,45,35,10,20,5,Saturday,False
0,2022-08-06 11:15:00,100,75,60,45,45,35,15,20,5,Saturday,False
0,2022-08-06 11:30:00,100,75,60,45,40,40,15,20,5,Saturday,False
0,2022-08-06 11:45:00,95,70,70,45,35,35,15,25,5,Saturday,False
0,2022-08-06 12:00:00,90,65,80,45,35,35,20,20,5,Saturday,False
0,2022-08-06 12:15:00,80,70,80,45,40,35,25,20,5,Saturday,False
0,2022-08-06 12:30:00,90,85,55,0,40,35,15,25,5,Saturday,False
0,2022-08-06 12:45:00,100,80,55,0,40,35,15,20,5,Saturday,False
0,2022-08-06 13:00:00,110,80,60,0,40,40,15,25,5,Saturday,False
0,2022-08-06 13:15:00,100,80,70,0,40,40,25,30,5,Saturday,False
0,2022-08-06 13:30:00,90,80,65,0,40,40,20,30,5,Saturday,False
0,2022-08-06 13:45:00,90,80,75,0,40,35,20,30,5,Saturday,False
0,2022-08-06 14:00:00,95,80,75,10,40,40,25,35,5,Saturday,False
0,2022-08-06 14:15:00,95,85,75,50,50,35,15,35,5,Saturday,False
0,2022-08-06 14:30:00,90,85,75,55,45,35,15,35,5,Saturday,False
0,2022-08-06 14:45:00,95,85,70,55,45,40,25,35,5,Saturday,False
0,2022-08-06 15:00:00,100,85,65,55,35,40,20,25,5,Saturday,False
0,2022-08-06 15:15:00,95,80,60,50,35,35,25,30,5,Saturday,False
0,2022-08-06 15:30:00,95,65,60,50,40,35,20,35,5,Saturday,False
0,2022-08-06 15:45:00,95,65,60,50,40,25,15,25,5,Saturday,False
0,2022-08-06 16:00:00,90,80,60,50,40,30,20,35,5,Saturday,False
0,2022-08-06 16:15:00,90,80,60,50,35,30,20,35,5,Saturday,False
0,2022-08-06 16:30:00,100,80,70,60,35,40,25,45,5,Saturday,False
0,2022-08-06 16:45:00,100,80,75,65,35,40,45,35,5,Saturday,False
0,2022-08-06 17:00:00,105,70,75,60,30,35,35,30,5,Saturday,False
0,2022-08-06 17:15:00,105,70,65,55,30,35,20,35,5,Saturday,False
0,2022-08-06 17:30:00,105,70,55,55,30,35,25,15,5,Saturday,False
0,2022-08-06 17:45:00,100,75,70,45,30,25,25,20,5,Saturday,False
0,2022-08-06 18:00:00,105,90,90,55,30,25,15,30,5,Saturday,False
0,2022-08-06 18:15:00,110,90,80,55,30,30,25,20,5,Saturday,False
0,2022-08-06 18:30:00,120,80,75,55,25,35,20,30,5,Saturday,False
0,2022-08-06 18:45:00,120,65,75,55,25,30,15,30,5,Saturday,False
0,2022-08-06 19:00:00,110,65,90,55,30,30,15,15,5,Saturday,False
0,2022-08-06 19:15:00,100,70,90,50,25,30,15,15,5,Saturday,False
0,2022-08-06 19:30:00,90,80,70,45,20,30,15,30,5,Saturday,False
0,2022-08-06 19:45:00,80,0,65,45,20,25,25,30,5,Saturday,False
0,2022-08-06 20:00:00,0,0,0,45,15,20,0,15,5,Saturday,False
0,2022-08-06 20:15:00,0,0,0,45,15,20,0,20,5,Saturday,False
0,2022-08-06 20:30:00,0,0,0,45,15,25,0,15,5,Saturday,False
0,2022-08-06 20:45:00,0,0,0,0,10,0,0,30,5,Saturday,False
0,2022-08-07 09:00:00,130,120,90,45,10,5,0,0,6,Sunday,False
0,2022-08-07 09:15:00,130,120,100,55,15,5,0,0,6,Sunday,False
0,2022-08-07 09:30:00,120,120,90,50,30,30,0,0,6,Sunday,False
0,2022-08-07 09:45:00,120,100,90,55,45,40,0,0,6,Sunday,False
0,2022-08-07 10:00:00,130,95,90,55,45,40,15,15,6,Sunday,False
0,2022-08-07 10:15:00,120,90,90,55,45,40,20,20,6,Sunday,False
0,2022-08-07 10:30:00,100,80,90,50,40,30,25,20,6,Sunday,False
0,2022-08-07 10:45:00,90,80,80,50,40,30,25,20,6,Sunday,False
0,2022-08-07 11:00:00,90,70,70,50,40,35,25,20,6,Sunday,False
0,2022-08-07 11:15:00,85,60,70,45,35,40,20,25,6,Sunday,False
0,2022-08-07 11:30:00,90,60,70,45,30,35,20,25,6,Sunday,False
0,2022-08-07 11:45:00,95,65,70,45,30,35,20,25,6,Sunday,False
0,2022-08-07 12:00:00,95,70,70,45,30,30,20,20,6,Sunday,False
0,2022-08-07 12:15:00,85,65,70,50,35,30,20,15,6,Sunday,False
0,2022-08-07 12:30:00,75,70,70,50,40,25,15,15,6,Sunday,False
0,2022-08-07 12:45:00,85,70,60,50,40,30,15,20,6,Sunday,False
0,2022-08-07 13:00:00,90,80,70,45,35,35,15,25,6,Sunday,False
0,2022-08-07 13:15:00,90,75,80,45,40,30,15,30,6,Sunday,False
0,2022-08-07 13:30:00,80,70,80,45,30,25,20,30,6,Sunday,False
0,2022-08-07 13:45:00,80,65,75,45,30,30,25,15,6,Sunday,False
0,2022-08-07 14:00:00,75,55,70,40,25,35,25,20,6,Sunday,False
0,2022-08-07 14:15:00,65,60,60,40,45,35,15,20,6,Sunday,False
0,2022-08-07 14:30:00,80,70,60,40,40,35,15,20,6,Sunday,False
0,2022-08-07 14:45:00,90,75,60,50,40,35,15,20,6,Sunday,False
0,2022-08-07 15:00:00,75,70,60,50,25,25,25,20,6,Sunday,False
0,2022-08-07 15:15:00,75,70,60,50,25,25,25,35,6,Sunday,False
0,2022-08-07 15:30:00,80,65,65,50,35,30,30,30,6,Sunday,False
0,2022-08-07 15:45:00,80,70,70,45,35,35,15,30,6,Sunday,False
0,2022-08-07 16:00:00,80,65,65,40,30,35,20,30,6,Sunday,False
0,2022-08-07 16:15:00,75,65,65,35,30,35,20,30,6,Sunday,False
0,2022-08-07 16:30:00,70,65,70,40,30,35,25,35,6,Sunday,False
0,2022-08-07 16:45:00,70,60,60,45,25,30,15,35,6,Sunday,False
0,2022-08-07 17:00:00,70,65,55,35,20,30,30,35,6,Sunday,False
0,2022-08-07 17:15:00,80,70,55,35,20,25,20,30,6,Sunday,False
0,2022-08-07 17:30:00,80,65,60,35,20,25,25,20,6,Sunday,False
0,2022-08-07 17:45:00,75,65,65,35,20,25,25,25,6,Sunday,False
0,2022-08-07 18:00:00,80,75,75,40,25,25,10,35,6,Sunday,False
0,2022-08-07 18:15:00,100,75,75,40,25,30,15,35,6,Sunday,False
0,2022-08-07 18:30:00,90,65,75,40,20,30,25,30,6,Sunday,False
0,2022-08-07 18:45:00,80,65,75,35,20,25,25,20,6,Sunday,False
0,2022-08-07 19:00:00,80,65,75,30,20,25,15,20,6,Sunday,False
0,2022-08-07 19:15:00,80,65,80,30,20,30,15,20,6,Sunday,False
0,2022-08-07 19:30:00,80,70,90,35,15,25,20,20,6,Sunday,False
0,2022-08-07 19:45:00,80,70,70,35,10,20,25,15,6,Sunday,False
0,2022-08-07 20:00:00,0,55,0,35,15,20,0,15,6,Sunday,False
0,2022-08-07 20:15:00,0,0,0,30,10,20,0,20,6,Sunday,False
0,2022-08-07 20:30:00,0,0,0,25,5,10,0,15,6,Sunday,False
0,2022-08-07 20:45:00,0,0,0,0,5,5,0,20,6,Sunday,False
0,2022-08-08 09:00:00,120,100,80,60,30,10,0,0,0,Monday,False
0,2022-08-08 09:15:00,110,110,80,60,40,5,0,0,0,Monday,False
0,2022-08-08 09:30:00,110,105,100,60,40,35,0,0,0,Monday,False
0,2022-08-08 09:45:00,120,100,100,60,45,45,0,0,0,Monday,False
0,2022-08-08 10:00:00,90,80,100,60,50,40,15,5,0,Monday,False
0,2022-08-08 10:15:00,90,90,100,65,50,40,15,20,0,Monday,False
0,2022-08-08 10:30:00,80,90,90,65,45,40,20,35,0,Monday,False
0,2022-08-08 10:45:00,100,90,90,65,40,40,20,35,0,Monday,False
