,時間,ソアリン,"トイ・
ストーリ
・マニア","タワー・
オブ・
テラー","センター
・オブ・
ジアース","インディ
ジョー
ンズ","レイジング
スピリッツ","マジック
ランプ
シアター","タートル
・トーク",曜日_数値,曜日,休日
0,2022-07-01 09:00:00,95,65,50,25,5,5,0,0,4,Friday,False
0,2022-07-01 09:15:00,80,65,45,35,10,5,0,0,4,Friday,False
0,2022-07-01 09:30:00,110,65,55,45,10,10,0,0,4,Friday,False
0,2022-07-01 09:45:00,110,65,60,45,10,10,0,0,4,Friday,False
0,2022-07-01 10:00:00,120,65,55,40,20,20,30,15,4,Friday,False
0,2022-07-01 10:15:00,120,55,45,35,30,20,15,15,4,Friday,False
0,2022-07-01 10:30:00,80,55,45,35,30,20,30,20,4,Friday,False
0,2022-07-01 10:45:00,60,45,40,30,30,20,15,20,4,Friday,False
0,2022-07-01 11:00:00,60,40,45,30,25,15,25,20,4,Friday,False
0,2022-07-01 11:15:00,60,40,40,30,20,15,30,20,4,Friday,False
0,2022-07-01 11:30:00,60,35,35,30,20,15,15,15,4,Friday,False
0,2022-07-01 11:45:00,60,45,45,30,10,15,25,20,4,Friday,False
0,2022-07-01 12:00:00,55,45,50,30,5,15,30,15,4,Friday,False
0,2022-07-01 12:15:00,40,45,45,25,5,15,25,15,4,Friday,False
0,2022-07-01 12:30:00,40,40,45,20,5,20,25,15,4,Friday,False
0,2022-07-01 12:45:00,45,35,45,15,20,15,15,15,4,Friday,False
0,2022-07-01 13:00:00,65,50,45,15,20,15,20,15,4,Friday,False
0,2022-07-01 13:15:00,65,45,45,20,20,10,25,15,4,Friday,False
0,2022-07-01 13:30:00,60,45,45,25,5,10,35,15,4,Friday,False
0,2022-07-01 13:45:00,45,45,45,30,15,15,20,20,4,Friday,False
0,2022-07-01 14:00:00,45,40,40,25,20,10,25,20,4,Friday,False
0,2022-07-01 14:15:00,40,50,40,15,20,20,15,20,4,Friday,False
0,2022-07-01 14:30:00,60,55,50,20,20,15,20,20,4,Friday,False
0,2022-07-01 14:45:00,60,55,50,20,20,20,30,20,4,Friday,False
0,2022-07-01 15:00:00,60,45,50,20,20,20,25,20,4,Friday,False
0,2022-07-01 15:15:00,55,40,50,15,5,15,20,25,4,Friday,False
0,2022-07-01 15:30:00,45,40,50,15,5,15,30,15,4,Friday,False
0,2022-07-01 15:45:00,45,40,50,15,5,15,15,15,4,Friday,False
0,2022-07-01 16:00:00,50,45,40,15,5,5,25,15,4,Friday,False
0,2022-07-01 16:15:00,50,45,35,15,5,5,30,20,4,Friday,False
0,2022-07-01 16:30:00,50,50,40,15,15,5,20,20,4,Friday,False
0,2022-07-01 16:45:00,50,45,40,10,15,5,25,15,4,Friday,False
0,2022-07-01 17:00:00,55,40,45,5,10,10,30,15,4,Friday,False
0,2022-07-01 17:15:00,70,50,40,10,10,10,20,15,4,Friday,False
0,2022-07-01 17:30:00,60,0,35,10,10,5,20,15,4,Friday,False
0,2022-07-01 17:45:00,50,0,40,10,10,5,30,25,4,Friday,False
0,2022-07-01 18:00:00,50,0,50,10,15,5,20,25,4,Friday,False
0,2022-07-01 18:15:00,55,0,45,10,20,5,20,30,4,Friday,False
0,2022-07-01 18:30:00,60,0,40,15,20,10,30,15,4,Friday,False
0,2022-07-01 18:45:00,60,0,40,15,20,10,15,20,4,Friday,False
0,2022-07-01 19:00:00,65,0,40,10,20,5,25,20,4,Friday,False
0,2022-07-01 19:15:00,70,5,35,10,20,5,15,15,4,Friday,False
0,2022-07-01 19:30:00,70,50,35,5,15,10,0,20,4,Friday,False
0,2022-07-01 19:45:00,65,60,35,5,5,5,0,15,4,Friday,False
0,2022-07-01 20:00:00,60,70,40,10,5,5,0,15,4,Friday,False
0,2022-07-01 20:15:00,0,0,45,10,5,5,0,15,4,Friday,False
0,2022-07-01 20:30:00,0,0,0,10,5,5,0,20,4,Friday,False
0,2022-07-01 20:45:00,0,0,0,5,5,5,0,0,4,Friday,False
0,2022-07-02 09:00:00,130,5,90,30,5,5,0,0,5,Saturday,False
0,2022-07-02 09:15:00,130,130,90,40,15,5,0,0,5,Saturday,False
0,2022-07-02 09:30:00,120,130,100,50,20,10,0,0,5,Saturday,False
0,2022-07-02 09:45:00,120,120,90,50,40,25,0,0,5,Saturday,False
0,2022-07-02 10:00:00,140,130,80,50,45,35,5,5,5,Saturday,False
0,2022-07-02 10:15:00,130,120,75,50,45,35,20,15,5,Saturday,False
0,2022-07-02 10:30:00,125,105,75,45,40,30,30,20,5,Saturday,False
0,2022-07-02 10:45:00,110,100,70,45,40,25,20,20,5,Saturday,False
0,2022-07-02 11:00:00,110,95,60,45,35,30,20,15,5,Saturday,False
0,2022-07-02 11:15:00,90,95,50,45,35,30,30,30,5,Saturday,False
0,2022-07-02 11:30:00,90,85,55,45,30,25,15,30,5,Saturday,False
0,2022-07-02 11:45:00,80,70,50,45,30,25,20,15,5,Saturday,False
0,2022-07-02 12:00:00,90,60,55,40,25,25,30,20,5,Saturday,False
0,2022-07-02 12:15:00,100,60,50,40,25,25,20,20,5,Saturday,False
0,2022-07-02 12:30:00,100,60,60,40,35,25,25,15,5,Saturday,False
0,2022-07-02 12:45:00,100,65,50,40,35,25,30,20,5,Saturday,False
0,2022-07-02 13:00:00,90,65,45,40,35,25,20,35,5,Saturday,False
0,2022-07-02 13:15:00,90,70,50,40,40,20,25,20,5,Saturday,False
0,2022-07-02 13:30:00,85,70,55,40,35,25,30,20,5,Saturday,False
0,2022-07-02 13:45:00,90,70,55,35,35,25,20,20,5,Saturday,False
0,2022-07-02 14:00:00,90,70,55,35,35,30,25,25,5,Saturday,False
0,2022-07-02 14:15:00,80,65,50,35,35,30,35,30,5,Saturday,False
0,2022-07-02 14:30:00,80,65,50,40,35,30,20,30,5,Saturday,False
0,2022-07-02 14:45:00,80,60,50,40,35,25,35,20,5,Saturday,False
0,2022-07-02 15:00:00,75,60,50,40,30,20,35,30,5,Saturday,False
0,2022-07-02 15:15:00,75,60,45,40,30,25,20,30,5,Saturday,False
0,2022-07-02 15:30:00,75,65,45,40,30,20,30,30,5,Saturday,False
0,2022-07-02 15:45:00,75,65,45,30,25,25,35,30,5,Saturday,False
0,2022-07-02 16:00:00,70,65,50,25,20,25,25,20,5,Saturday,False
0,2022-07-02 16:15:00,70,80,50,25,20,25,30,30,5,Saturday,False
0,2022-07-02 16:30:00,90,80,50,25,20,15,20,30,5,Saturday,False
0,2022-07-02 16:45:00,95,60,50,25,20,15,25,30,5,Saturday,False
0,2022-07-02 17:00:00,95,60,45,30,5,20,20,30,5,Saturday,False
0,2022-07-02 17:15:00,90,50,45,35,5,20,35,15,5,Saturday,False
0,2022-07-02 17:30:00,90,50,45,30,20,15,20,15,5,Saturday,False
0,2022-07-02 17:45:00,85,70,50,25,20,15,30,40,5,Saturday,False
0,2022-07-02 18:00:00,90,70,50,25,20,15,15,20,5,Saturday,False
0,2022-07-02 18:15:00,90,70,50,25,20,20,25,20,5,Saturday,False
0,2022-07-02 18:30:00,95,70,50,25,10,25,30,20,5,Saturday,False
0,2022-07-02 18:45:00,90,55,45,25,5,20,15,20,5,Saturday,False
0,2022-07-02 19:00:00,85,55,45,25,5,10,25,15,5,Saturday,False
0,2022-07-02 19:15:00,85,55,50,25,5,5,30,15,5,Saturday,False
0,2022-07-02 19:30:00,80,55,40,20,5,15,15,20,5,Saturday,False
0,2022-07-02 19:45:00,70,60,45,20,5,15,0,15,5,Saturday,False
0,2022-07-02 20:00:00,70,60,50,15,5,15,0,15,5,Saturday,False
0,2022-07-02 20:15:00,0,60,50,20,5,5,0,20,5,Saturday,False
0,2022-07-02 20:30:00,0,0,0,20,5,5,0,20,5,Saturday,False
0,2022-07-02 20:45:00,0,0,0,20,5,5,0,20,5,Saturday,False
0,2022-07-03 09:00:00,120,110,5,0,25,10,0,0,6,Sunday,False
0,2022-07-03 09:15:00,120,120,70,0,30,5,0,0,6,Sunday,False
0,2022-07-03 09:30:00,120,110,70,5,30,25,0,0,6,Sunday,False
0,2022-07-03 09:45:00,110,110,80,20,30,25,0,0,6,Sunday,False
0,2022-07-03 10:00:00,100,90,80,40,30,20,10,5,6,Sunday,False
0,2022-07-03 10:15:00,90,80,80,50,30,15,20,20,6,Sunday,False
0,2022-07-03 10:30:00,70,60,75,55,20,20,30,20,6,Sunday,False
0,2022-07-03 10:45:00,70,60,70,50,20,20,15,20,6,Sunday,False
0,2022-07-03 11:00:00,70,60,55,45,20,20,20,20,6,Sunday,False
0,2022-07-03 11:15:00,70,60,50,40,20,20,30,15,6,Sunday,False
0,2022-07-03 11:30:00,75,50,45,40,20,20,15,20,6,Sunday,False
0,2022-07-03 11:45:00,75,45,50,40,20,20,25,15,6,Sunday,False
0,2022-07-03 12:00:00,70,40,50,40,25,15,30,20,6,Sunday,False
0,2022-07-03 12:15:00,70,55,60,40,25,20,20,15,6,Sunday,False
0,2022-07-03 12:30:00,70,55,60,40,15,25,25,15,6,Sunday,False
0,2022-07-03 12:45:00,70,55,55,40,15,25,30,15,6,Sunday,False
0,2022-07-03 13:00:00,60,55,60,30,15,25,20,15,6,Sunday,False
0,2022-07-03 13:15:00,55,55,60,30,20,25,30,15,6,Sunday,False
0,2022-07-03 13:30:00,55,55,60,35,20,15,30,15,6,Sunday,False
0,2022-07-03 13:45:00,65,50,60,40,15,15,20,15,6,Sunday,False
0,2022-07-03 14:00:00,65,50,60,30,15,20,30,20,6,Sunday,False
0,2022-07-03 14:15:00,60,60,50,30,15,15,15,20,6,Sunday,False
0,2022-07-03 14:30:00,65,60,60,40,35,20,15,20,6,Sunday,False
0,2022-07-03 14:45:00,70,60,60,40,35,30,30,25,6,Sunday,False
0,2022-07-03 15:00:00,70,55,60,30,20,25,15,25,6,Sunday,False
0,2022-07-03 15:15:00,60,55,60,30,20,20,20,20,6,Sunday,False
0,2022-07-03 15:30:00,55,55,45,30,20,20,30,25,6,Sunday,False
0,2022-07-03 15:45:00,50,40,50,25,20,15,15,15,6,Sunday,False
0,2022-07-03 16:00:00,55,40,40,25,15,15,25,15,6,Sunday,False
0,2022-07-03 16:15:00,55,40,40,25,10,15,30,20,6,Sunday,False
0,2022-07-03 16:30:00,55,40,55,25,10,15,15,20,6,Sunday,False
0,2022-07-03 16:45:00,55,60,50,20,10,15,20,20,6,Sunday,False
0,2022-07-03 17:00:00,50,60,45,15,10,20,30,20,6,Sunday,False
0,2022-07-03 17:15:00,50,60,50,20,10,10,15,15,6,Sunday,False
0,2022-07-03 17:30:00,50,45,45,25,10,5,20,30,6,Sunday,False
0,2022-07-03 17:45:00,50,50,45,20,10,5,20,30,6,Sunday,False
0,2022-07-03 18:00:00,55,50,50,20,10,10,15,20,6,Sunday,False
0,2022-07-03 18:15:00,50,45,50,15,10,10,25,15,6,Sunday,False
0,2022-07-03 18:30:00,50,45,50,15,10,10,30,15,6,Sunday,False
0,2022-07-03 18:45:00,50,40,40,15,5,10,15,20,6,Sunday,False
0,2022-07-03 19:00:00,40,40,40,15,5,10,25,20,6,Sunday,False
0,2022-07-03 19:15:00,40,40,35,20,5,5,15,15,6,Sunday,False
0,2022-07-03 19:30:00,45,35,45,15,10,5,20,15,6,Sunday,False
0,2022-07-03 19:45:00,45,40,45,15,10,5,0,15,6,Sunday,False
0,2022-07-03 20:00:00,45,40,50,15,5,5,0,15,6,Sunday,False
0,2022-07-03 20:15:00,45,40,0,15,5,5,0,15,6,Sunday,False
0,2022-07-03 20:30:00,0,35,0,10,5,5,0,20,6,Sunday,False
0,2022-07-03 20:45:00,0,10,0,10,5,5,0,15,6,Sunday,False
0,2022-07-04 09:00:00,60,60,45,5,5,5,0,0,0,Monday,False
0,2022-07-04 09:15:00,80,70,40,15,10,5,0,0,0,Monday,False
0,2022-07-04 09:30:00,75,60,45,20,5,5,0,0,0,Monday,False
0,2022-07-04 09:45:00,65,45,50,25,5,5,0,0,0,Monday,False
0,2022-07-04 10:00:00,50,45,40,30,5,5,10,15,0,Monday,False
0,2022-07-04 10:15:00,45,25,40,25,20,5,20,15,0,Monday,False
0,2022-07-04 10:30:00,60,45,35,20,10,10,30,15,0,Monday,False
0,2022-07-04 10:45:00,55,45,40,20,10,10,15,20,0,Monday,False
0,2022-07-04 11:00:00,40,45,40,15,10,5,20,20,0,Monday,False
0,2022-07-04 11:15:00,50,30,35,15,20,10,30,20,0,Monday,False
0,2022-07-04 11:30:00,45,35,35,15,20,10,15,20,0,Monday,False
0,2022-07-04 11:45:00,30,35,35,15,5,10,20,15,0,Monday,False
0,2022-07-04 12:00:00,35,30,35,15,5,15,15,15,0,Monday,False
0,2022-07-04 12:15:00,50,30,40,10,5,15,15,20,0,Monday,False
0,2022-07-04 12:30:00,50,30,40,10,5,5,25,15,0,Monday,False
0,2022-07-04 12:45:00,40,30,35,15,5,5,15,20,0,Monday,False
0,2022-07-04 13:00:00,40,30,40,15,10,5,15,15,0,Monday,False
0,2022-07-04 13:15:00,35,45,30,10,5,5,25,0,0,Monday,False
0,2022-07-04 13:30:00,40,35,25,10,5,5,15,0,0,Monday,False
0,2022-07-04 13:45:00,40,35,30,10,5,5,20,15,0,Monday,False
0,2022-07-04 14:00:00,35,35,30,10,5,10,25,20,0,Monday,False
0,2022-07-04 14:15:00,30,45,30,10,5,10,15,15,0,Monday,False
0,2022-07-04 14:30:00,40,45,35,5,5,10,20,15,0,Monday,False
0,2022-07-04 14:45:00,45,40,30,5,20,10,30,15,0,Monday,False
0,2022-07-04 15:00:00,40,35,30,10,20,5,15,15,0,Monday,False
0,2022-07-04 15:15:00,35,30,30,15,5,5,25,15,0,Monday,False
0,2022-07-04 15:30:00,30,25,30,10,5,5,25,15,0,Monday,False
0,2022-07-04 15:45:00,30,30,30,10,5,5,15,20,0,Monday,False
0,2022-07-04 16:00:00,35,35,20,10,0,5,20,15,0,Monday,False
0,2022-07-04 16:15:00,35,35,35,5,0,5,30,20,0,Monday,False
0,2022-07-04 16:30:00,30,35,35,5,0,5,15,20,0,Monday,False
0,2022-07-04 16:45:00,30,35,35,5,0,5,20,20,0,Monday,False
0,2022-07-04 17:00:00,30,30,35,5,0,5,15,20,0,Monday,False
0,2022-07-04 17:15:00,30,30,40,5,0,5,15,15,0,Monday,False
0,2022-07-04 17:30:00,30,30,30,5,0,5,20,20,0,Monday,False
0,2022-07-04 17:45:00,35,30,35,5,10,5,30,20,0,Monday,False
0,2022-07-04 18:00:00,40,35,40,5,10,5,15,15,0,Monday,False
0,2022-07-04 18:15:00,40,30,35,5,20,5,25,15,0,Monday,False
0,2022-07-04 18:30:00,30,30,35,5,5,5,30,15,0,Monday,False
0,2022-07-04 18:45:00,25,30,35,5,15,5,20,15,0,Monday,False
0,2022-07-04 19:00:00,30,25,30,5,15,5,20,15,0,Monday,False
0,2022-07-04 19:15:00,30,20,30,5,10,5,15,15,0,Monday,False
0,2022-07-04 19:30:00,30,20,40,5,10,5,15,20,0,Monday,False
0,2022-07-04 19:45:00,30,30,40,5,10,5,0,20,0,Monday,False
0,2022-07-04 20:00:00,30,30,45,5,5,5,0,20,0,Monday,False
0,2022-07-04 20:15:00,30,25,45,5,5,5,0,20,0,Monday,False
0,2022-07-04 20:30:00,30,15,30,5,5,5,0,15,0,Monday,False
0,2022-07-04 20:45:00,30,15,0,5,5,5,0,0,0,Monday,False
0,2022-07-05 09:00:00,90,70,60,10,20,5,0,0,1,Tuesday,False
0,2022-07-05 09:15:00,80,60,60,30,10,5,0,0,1,Tuesday,False
0,2022-07-05 09:30:00,80,65,50,40,10,15,0,0,1,Tuesday,False
0,2022-07-05 09:45:00,75,60,55,35,15,15,0,0,1,Tuesday,False
0,2022-07-05 10:00:00,75,50,60,35,20,25,5,15,1,Tuesday,False
0,2022-07-05 10:15:00,65,45,65,35,20,25,25,15,1,Tuesday,False
0,2022-07-05 10:30:00,65,45,55,35,30,25,30,15,1,Tuesday,False
0,2022-07-05 10:45:00,60,45,50,40,35,30,15,20,1,Tuesday,False
0,2022-07-05 11:00:00,55,40,45,40,35,30,25,20,1,Tuesday,False
0,2022-07-05 11:15:00,50,40,40,40,40,30,30,20,1,Tuesday,False
0,2022-07-05 11:30:00,50,45,40,30,30,30,15,20,1,Tuesday,False
0,2022-07-05 11:45:00,50,45,40,25,25,25,25,20,1,Tuesday,False
0,2022-07-05 12:00:00,55,45,50,30,25,25,30,20,1,Tuesday,False
0,2022-07-05 12:15:00,60,45,50,40,25,25,15,15,1,Tuesday,False
0,2022-07-05 12:30:00,65,40,55,40,30,30,25,20,1,Tuesday,False
0,2022-07-05 12:45:00,45,40,55,35,30,30,30,15,1,Tuesday,False
0,2022-07-05 13:00:00,60,45,55,35,30,30,15,20,1,Tuesday,False
0,2022-07-05 13:15:00,65,45,55,35,30,25,30,15,1,Tuesday,False
0,2022-07-05 13:30:00,65,45,55,30,30,30,15,15,1,Tuesday,False
0,2022-07-05 13:45:00,65,40,60,35,25,30,20,20,1,Tuesday,False
0,2022-07-05 14:00:00,60,50,45,35,25,30,15,20,1,Tuesday,False
0,2022-07-05 14:15:00,50,55,40,30,25,30,20,15,1,Tuesday,False
0,2022-07-05 14:30:00,60,55,55,35,35,35,20,25,1,Tuesday,False
0,2022-07-05 14:45:00,65,50,55,40,35,30,25,20,1,Tuesday,False
0,2022-07-05 15:00:00,70,50,50,35,25,30,30,25,1,Tuesday,False
0,2022-07-05 15:15:00,70,50,50,35,25,25,20,20,1,Tuesday,False
0,2022-07-05 15:30:00,55,45,50,30,20,25,30,15,1,Tuesday,False
0,2022-07-05 15:45:00,55,45,45,30,20,25,15,20,1,Tuesday,False
0,2022-07-05 16:00:00,60,45,50,30,15,20,20,20,1,Tuesday,False
0,2022-07-05 16:15:00,60,50,40,30,10,20,30,20,1,Tuesday,False
0,2022-07-05 16:30:00,65,50,60,30,15,20,15,20,1,Tuesday,False
0,2022-07-05 16:45:00,65,50,65,20,15,15,30,20,1,Tuesday,False
0,2022-07-05 17:00:00,65,45,60,20,10,20,30,20,1,Tuesday,False
0,2022-07-05 17:15:00,75,60,55,25,10,20,30,15,1,Tuesday,False
0,2022-07-05 17:30:00,65,60,55,25,10,15,25,20,1,Tuesday,False
0,2022-07-05 17:45:00,65,60,50,25,10,15,30,25,1,Tuesday,False
0,2022-07-05 18:00:00,65,60,50,25,20,20,15,20,1,Tuesday,False
0,2022-07-05 18:15:00,65,50,50,30,20,15,25,20,1,Tuesday,False
0,2022-07-05 18:30:00,70,50,50,30,15,15,30,20,1,Tuesday,False
0,2022-07-05 18:45:00,70,45,50,20,10,10,30,15,1,Tuesday,False
0,2022-07-05 19:00:00,70,45,50,20,5,5,30,15,1,Tuesday,False
0,2022-07-05 19:15:00,70,50,50,20,5,5,30,15,1,Tuesday,False
0,2022-07-05 19:30:00,70,50,50,25,5,5,20,15,1,Tuesday,False
0,2022-07-05 19:45:00,70,45,50,25,5,5,0,15,1,Tuesday,False
0,2022-07-05 20:00:00,0,45,65,15,5,5,0,20,1,Tuesday,False
0,2022-07-05 20:15:00,0,0,0,15,5,5,0,20,1,Tuesday,False
0,2022-07-05 20:30:00,0,0,0,15,5,5,0,20,1,Tuesday,False
0,2022-07-05 20:45:00,0,0,0,0,5,5,0,0,1,Tuesday,False
0,2022-07-06 09:00:00,60,60,5,20,10,5,0,0,2,Wednesday,False
0,2022-07-06 09:15:00,55,45,40,20,5,5,0,0,2,Wednesday,False
0,2022-07-06 09:30:00,55,45,40,20,5,5,0,0,2,Wednesday,False
0,2022-07-06 09:45:00,55,45,40,25,5,5,0,0,2,Wednesday,False
0,2022-07-06 10:00:00,50,40,35,25,5,10,30,15,2,Wednesday,False
0,2022-07-06 10:15:00,45,40,35,25,5,15,20,15,2,Wednesday,False
0,2022-07-06 10:30:00,45,30,40,25,5,10,30,20,2,Wednesday,False
0,2022-07-06 10:45:00,45,30,40,15,5,10,15,20,2,Wednesday,False
0,2022-07-06 11:00:00,40,25,35,15,5,5,25,15,2,Wednesday,False
0,2022-07-06 11:15:00,40,30,35,15,5,5,30,15,2,Wednesday,False
0,2022-07-06 11:30:00,35,30,35,10,5,5,15,20,2,Wednesday,False
0,2022-07-06 11:45:00,35,30,40,10,5,5,25,15,2,Wednesday,False
0,2022-07-06 12:00:00,30,30,35,10,5,5,30,15,2,Wednesday,False
0,2022-07-06 12:15:00,30,30,35,10,5,5,15,20,2,Wednesday,False
0,2022-07-06 12:30:00,30,25,35,10,5,5,25,20,2,Wednesday,False
0,2022-07-06 12:45:00,30,25,40,10,10,5,30,20,2,Wednesday,False
0,2022-07-06 13:00:00,30,35,40,10,10,5,15,15,2,Wednesday,False
0,2022-07-06 13:15:00,40,40,35,10,5,5,25,15,2,Wednesday,False
0,2022-07-06 13:30:00,35,40,35,5,5,5,15,5,2,Wednesday,False
0,2022-07-06 13:45:00,35,35,35,5,5,5,25,15,2,Wednesday,False
0,2022-07-06 14:00:00,30,25,35,5,5,5,25,15,2,Wednesday,False
0,2022-07-06 14:15:00,30,35,40,5,5,5,15,15,2,Wednesday,False
0,2022-07-06 14:30:00,35,35,35,5,5,5,25,20,2,Wednesday,False
0,2022-07-06 14:45:00,40,35,35,5,15,5,30,20,2,Wednesday,False
0,2022-07-06 15:00:00,40,30,25,5,10,5,20,15,2,Wednesday,False
0,2022-07-06 15:15:00,30,30,25,5,5,5,30,15,2,Wednesday,False
0,2022-07-06 15:30:00,30,25,25,5,5,5,30,20,2,Wednesday,False
0,2022-07-06 15:45:00,25,25,30,5,5,5,25,15,2,Wednesday,False
0,2022-07-06 16:00:00,20,25,25,5,5,5,20,20,2,Wednesday,False
0,2022-07-06 16:15:00,20,30,25,5,10,5,30,20,2,Wednesday,False
0,2022-07-06 16:30:00,30,30,30,5,10,5,20,20,2,Wednesday,False
0,2022-07-06 16:45:00,30,25,35,5,10,5,20,15,2,Wednesday,False
0,2022-07-06 17:00:00,25,25,35,5,5,5,30,20,2,Wednesday,False
0,2022-07-06 17:15:00,30,25,30,5,5,5,15,15,2,Wednesday,False
0,2022-07-06 17:30:00,35,25,30,5,5,5,20,20,2,Wednesday,False
0,2022-07-06 17:45:00,25,30,30,5,5,5,30,20,2,Wednesday,False
0,2022-07-06 18:00:00,25,30,30,5,10,5,15,15,2,Wednesday,False
0,2022-07-06 18:15:00,25,25,30,5,10,5,25,15,2,Wednesday,False
0,2022-07-06 18:30:00,25,20,20,5,10,5,30,15,2,Wednesday,False
0,2022-07-06 18:45:00,25,15,15,5,5,5,15,15,2,Wednesday,False
0,2022-07-06 19:00:00,25,15,15,5,5,5,30,15,2,Wednesday,False
0,2022-07-06 19:15:00,25,15,20,5,10,5,15,15,2,Wednesday,False
0,2022-07-06 19:30:00,25,20,15,5,5,5,15,15,2,Wednesday,False
0,2022-07-06 19:45:00,25,30,25,5,5,5,0,15,2,Wednesday,False
0,2022-07-06 20:00:00,25,30,35,5,5,5,0,15,2,Wednesday,False
0,2022-07-06 20:15:00,25,25,30,5,5,5,0,15,2,Wednesday,False
0,2022-07-06 20:30:00,25,25,30,5,5,5,0,25,2,Wednesday,False
0,2022-07-06 20:45:00,25,0,0,5,5,5,0,0,2,Wednesday,False
0,2022-07-07 09:00:00,70,55,50,25,15,5,0,0,3,Thursday,False
0,2022-07-07 09:15:00,70,55,45,20,10,5,0,0,3,Thursday,False
0,2022-07-07 09:30:00,60,45,40,20,5,5,0,0,3,Thursday,False
0,2022-07-07 09:45:00,60,45,40,20,5,5,0,0,3,Thursday,False
0,2022-07-07 10:00:00,55,40,35,20,5,5,5,5,3,Thursday,False
0,2022-07-07 10:15:00,50,40,35,15,5,10,20,15,3,Thursday,False
0,2022-07-07 10:30:00,40,35,35,20,5,10,30,15,3,Thursday,False
0,2022-07-07 10:45:00,40,30,35,25,5,10,20,15,3,Thursday,False
0,2022-07-07 11:00:00,35,30,35,30,5,10,20,15,3,Thursday,False
0,2022-07-07 11:15:00,35,30,35,30,5,10,15,15,3,Thursday,False
0,2022-07-07 11:30:00,40,35,40,25,5,15,15,20,3,Thursday,False
0,2022-07-07 11:45:00,45,35,45,15,5,15,25,20,3,Thursday,False
0,2022-07-07 12:00:00,40,30,45,10,5,15,30,20,3,Thursday,False
0,2022-07-07 12:15:00,40,35,40,25,5,10,20,20,3,Thursday,False
0,2022-07-07 12:30:00,35,35,40,15,5,10,25,15,3,Thursday,False
0,2022-07-07 12:45:00,35,35,40,15,5,5,30,20,3,Thursday,False
0,2022-07-07 13:00:00,40,40,30,15,5,10,15,20,3,Thursday,False
0,2022-07-07 13:15:00,45,35,30,10,5,10,25,20,3,Thursday,False
0,2022-07-07 13:30:00,45,40,30,10,5,10,30,20,3,Thursday,False
0,2022-07-07 13:45:00,40,30,30,15,5,10,30,20,3,Thursday,False
0,2022-07-07 14:00:00,40,35,30,15,15,10,25,20,3,Thursday,False
0,2022-07-07 14:15:00,40,35,30,15,15,5,15,20,3,Thursday,False
0,2022-07-07 14:30:00,45,45,35,15,15,5,20,20,3,Thursday,False
0,2022-07-07 14:45:00,45,35,40,15,10,5,30,20,3,Thursday,False
0,2022-07-07 15:00:00,40,30,35,20,10,10,15,15,3,Thursday,False
0,2022-07-07 15:15:00,35,35,35,20,5,5,30,20,3,Thursday,False
0,2022-07-07 15:30:00,35,35,35,10,5,5,25,15,3,Thursday,False
0,2022-07-07 15:45:00,40,35,30,10,5,5,20,15,3,Thursday,False
0,2022-07-07 16:00:00,40,35,20,10,5,5,25,15,3,Thursday,False
0,2022-07-07 16:15:00,40,35,30,10,5,5,30,15,3,Thursday,False
0,2022-07-07 16:30:00,40,35,35,10,5,5,20,15,3,Thursday,False
0,2022-07-07 16:45:00,35,35,35,10,5,5,25,20,3,Thursday,False
0,2022-07-07 17:00:00,35,35,30,10,5,5,30,20,3,Thursday,False
0,2022-07-07 17:15:00,50,35,30,10,5,5,20,20,3,Thursday,False
0,2022-07-07 17:30:00,40,35,25,10,5,5,25,15,3,Thursday,False
0,2022-07-07 17:45:00,40,35,30,10,5,5,30,15,3,Thursday,False
0,2022-07-07 18:00:00,35,40,30,10,5,10,20,15,3,Thursday,False
0,2022-07-07 18:15:00,45,35,30,10,5,10,25,15,3,Thursday,False
0,2022-07-07 18:30:00,45,35,30,10,15,10,30,15,3,Thursday,False
0,2022-07-07 18:45:00,40,30,30,10,20,10,15,15,3,Thursday,False
0,2022-07-07 19:00:00,40,30,25,10,20,10,25,15,3,Thursday,False
0,2022-07-07 19:15:00,35,30,25,10,20,5,15,20,3,Thursday,False
0,2022-07-07 19:30:00,40,30,35,10,5,5,20,20,3,Thursday,False
0,2022-07-07 19:45:00,40,30,40,10,5,5,0,20,3,Thursday,False
0,2022-07-07 20:00:00,50,30,40,10,5,5,0,20,3,Thursday,False
0,2022-07-07 20:15:00,45,30,45,10,5,5,0,15,3,Thursday,False
0,2022-07-07 20:30:00,35,25,40,15,5,5,0,15,3,Thursday,False
0,2022-07-07 20:45:00,0,0,0,10,5,5,0,0,3,Thursday,False
0,2022-07-08 09:00:00,80,70,50,35,20,5,0,0,4,Friday,False
0,2022-07-08 09:15:00,80,75,60,45,20,5,0,0,4,Friday,False
0,2022-07-08 09:30:00,75,65,60,35,0,15,0,0,4,Friday,False
0,2022-07-08 09:45:00,65,65,60,35,0,35,0,0,4,Friday,False
0,2022-07-08 10:00:00,65,65,55,45,0,30,5,5,4,Friday,False
0,2022-07-08 10:15:00,70,55,55,45,0,20,25,15,4,Friday,False
0,2022-07-08 10:30:00,70,45,55,40,0,25,30,20,4,Friday,False
0,2022-07-08 10:45:00,60,45,55,40,0,25,15,20,4,Friday,False
0,2022-07-08 11:00:00,65,45,50,40,0,25,25,20,4,Friday,False
0,2022-07-08 11:15:00,55,45,55,35,5,25,30,20,4,Friday,False
0,2022-07-08 11:30:00,55,55,55,35,0,20,15,15,4,Friday,False
