,時間,ソアリン,"トイ・
ストーリ
・マニア","タワー・
オブ・
テラー","センター
・オブ・
ジアース","インディ
ジョー
ンズ","レイジング
スピリッツ","マジック
ランプ
シアター","タートル
・トーク",曜日_数値,曜日,休日
0,2022-07-22 16:00:00,75,70,60,20,20,0,25,20,4,Friday,False
0,2022-07-22 16:15:00,60,70,60,25,25,0,30,20,4,Friday,False
0,2022-07-22 16:30:00,70,75,40,30,25,0,35,30,4,Friday,False
0,2022-07-22 16:45:00,90,80,45,30,20,0,25,35,4,Friday,False
0,2022-07-22 17:00:00,90,75,50,30,10,0,30,35,4,Friday,False
0,2022-07-22 17:15:00,100,70,55,30,10,0,15,35,4,Friday,False
0,2022-07-22 17:30:00,90,60,55,30,20,0,20,15,4,Friday,False
0,2022-07-22 17:45:00,90,70,60,25,20,0,30,40,4,Friday,False
0,2022-07-22 18:00:00,70,70,60,25,20,0,15,30,4,Friday,False
0,2022-07-22 18:15:00,75,80,55,25,20,0,25,35,4,Friday,False
0,2022-07-22 18:30:00,75,70,60,25,20,0,30,35,4,Friday,False
0,2022-07-22 18:45:00,80,70,60,30,20,0,20,20,4,Friday,False
0,2022-07-22 19:00:00,85,65,60,30,20,0,25,25,4,Friday,False
0,2022-07-22 19:15:00,85,65,60,20,20,0,15,20,4,Friday,False
0,2022-07-22 19:30:00,85,70,60,20,10,0,25,30,4,Friday,False
0,2022-07-22 19:45:00,75,75,60,25,10,0,0,30,4,Friday,False
0,2022-07-22 20:00:00,0,0,60,30,10,0,0,30,4,Friday,False
0,2022-07-22 20:15:00,0,0,0,30,5,0,0,20,4,Friday,False
0,2022-07-22 20:30:00,0,0,0,25,5,0,0,15,4,Friday,False
0,2022-07-22 20:45:00,0,0,0,20,5,0,0,30,4,Friday,False
0,2022-07-23 09:00:00,170,150,80,50,20,5,0,0,5,Saturday,False
0,2022-07-23 09:15:00,170,150,90,55,20,5,0,0,5,Saturday,False
0,2022-07-23 09:30:00,170,140,90,55,30,25,0,0,5,Saturday,False
0,2022-07-23 09:45:00,140,140,90,55,40,40,0,0,5,Saturday,False
0,2022-07-23 10:00:00,130,140,80,50,40,35,5,5,5,Saturday,False
0,2022-07-23 10:15:00,130,120,80,50,40,35,20,5,5,Saturday,False
0,2022-07-23 10:30:00,120,110,75,45,30,35,30,20,5,Saturday,False
0,2022-07-23 10:45:00,120,95,70,45,25,35,15,20,5,Saturday,False
0,2022-07-23 11:00:00,120,80,70,45,30,30,20,20,5,Saturday,False
0,2022-07-23 11:15:00,100,80,70,45,30,35,30,20,5,Saturday,False
0,2022-07-23 11:30:00,80,40,70,35,30,30,15,15,5,Saturday,False
0,2022-07-23 11:45:00,80,40,70,35,30,30,25,15,5,Saturday,False
0,2022-07-23 12:00:00,80,50,45,35,25,25,30,15,5,Saturday,False
0,2022-07-23 12:15:00,90,70,45,35,25,25,30,15,5,Saturday,False
0,2022-07-23 12:30:00,90,70,55,35,25,25,25,20,5,Saturday,False
0,2022-07-23 12:45:00,110,80,70,40,25,25,30,20,5,Saturday,False
0,2022-07-23 13:00:00,110,80,70,35,20,30,15,20,5,Saturday,False
0,2022-07-23 13:15:00,100,80,70,35,20,25,25,30,5,Saturday,False
0,2022-07-23 13:30:00,100,60,65,40,20,25,15,20,5,Saturday,False
0,2022-07-23 13:45:00,80,55,65,40,20,30,20,20,5,Saturday,False
0,2022-07-23 14:00:00,80,50,65,40,20,30,30,25,5,Saturday,False
0,2022-07-23 14:15:00,80,70,45,40,30,25,20,15,5,Saturday,False
0,2022-07-23 14:30:00,80,70,50,30,40,30,25,30,5,Saturday,False
0,2022-07-23 14:45:00,80,75,50,25,35,30,25,35,5,Saturday,False
0,2022-07-23 15:00:00,90,75,50,25,25,30,15,35,5,Saturday,False
0,2022-07-23 15:15:00,85,75,50,25,0,25,20,20,5,Saturday,False
0,2022-07-23 15:30:00,85,60,50,35,0,35,30,30,5,Saturday,False
0,2022-07-23 15:45:00,85,55,50,35,0,30,25,35,5,Saturday,False
0,2022-07-23 16:00:00,65,55,45,35,0,25,30,30,5,Saturday,False
0,2022-07-23 16:15:00,70,65,45,35,0,25,30,15,5,Saturday,False
0,2022-07-23 16:30:00,80,60,50,30,0,30,25,25,5,Saturday,False
0,2022-07-23 16:45:00,80,60,50,30,0,25,25,30,5,Saturday,False
0,2022-07-23 17:00:00,80,60,45,25,0,20,30,30,5,Saturday,False
0,2022-07-23 17:15:00,80,70,50,35,0,25,25,15,5,Saturday,False
0,2022-07-23 17:30:00,75,70,45,30,0,25,25,20,5,Saturday,False
0,2022-07-23 17:45:00,75,70,55,20,0,25,30,20,5,Saturday,False
0,2022-07-23 18:00:00,75,60,55,20,0,25,15,20,5,Saturday,False
0,2022-07-23 18:15:00,80,60,50,25,0,0,25,20,5,Saturday,False
0,2022-07-23 18:30:00,85,55,55,30,0,0,30,20,5,Saturday,False
0,2022-07-23 18:45:00,75,55,55,25,5,0,20,25,5,Saturday,False
0,2022-07-23 19:00:00,75,50,60,20,35,0,25,15,5,Saturday,False
0,2022-07-23 19:15:00,75,60,55,20,30,5,20,15,5,Saturday,False
0,2022-07-23 19:30:00,65,60,55,20,25,10,20,15,5,Saturday,False
0,2022-07-23 19:45:00,65,60,60,20,20,25,0,15,5,Saturday,False
0,2022-07-23 20:00:00,0,55,65,20,20,15,0,20,5,Saturday,False
0,2022-07-23 20:15:00,0,0,0,20,15,15,0,15,5,Saturday,False
0,2022-07-23 20:30:00,0,0,0,20,5,15,0,15,5,Saturday,False
0,2022-07-23 20:45:00,0,0,0,10,5,0,0,25,5,Saturday,False
0,2022-07-24 09:00:00,110,90,100,45,20,5,0,0,6,Sunday,False
0,2022-07-24 09:15:00,110,90,100,50,20,5,0,0,6,Sunday,False
0,2022-07-24 09:30:00,80,90,100,50,0,30,0,0,6,Sunday,False
0,2022-07-24 09:45:00,75,80,80,45,0,30,0,0,6,Sunday,False
0,2022-07-24 10:00:00,75,80,70,30,0,30,15,5,6,Sunday,False
0,2022-07-24 10:15:00,75,80,70,0,0,30,25,20,6,Sunday,False
0,2022-07-24 10:30:00,70,70,50,0,0,35,30,20,6,Sunday,False
0,2022-07-24 10:45:00,65,60,50,0,0,35,15,20,6,Sunday,False
0,2022-07-24 11:00:00,65,65,50,0,0,35,25,15,6,Sunday,False
0,2022-07-24 11:15:00,65,45,65,0,5,30,30,15,6,Sunday,False
0,2022-07-24 11:30:00,65,55,65,0,25,25,15,15,6,Sunday,False
0,2022-07-24 11:45:00,65,50,60,0,30,20,25,20,6,Sunday,False
0,2022-07-24 12:00:00,55,45,50,0,35,20,30,20,6,Sunday,False
0,2022-07-24 12:15:00,55,45,50,5,35,20,15,15,6,Sunday,False
0,2022-07-24 12:30:00,55,45,40,40,35,25,30,20,6,Sunday,False
0,2022-07-24 12:45:00,55,45,35,35,35,20,30,15,6,Sunday,False
0,2022-07-24 13:00:00,45,55,40,30,35,20,15,20,6,Sunday,False
0,2022-07-24 13:15:00,45,55,40,35,25,20,25,20,6,Sunday,False
0,2022-07-24 13:30:00,60,45,45,35,25,15,15,15,6,Sunday,False
0,2022-07-24 13:45:00,60,45,40,35,25,15,25,15,6,Sunday,False
0,2022-07-24 14:00:00,55,45,40,40,0,25,25,20,6,Sunday,False
0,2022-07-24 14:15:00,55,45,35,45,0,25,10,30,6,Sunday,False
0,2022-07-24 14:30:00,50,65,45,40,0,25,20,20,6,Sunday,False
0,2022-07-24 14:45:00,60,55,50,40,0,20,30,20,6,Sunday,False
0,2022-07-24 15:00:00,60,45,45,35,0,15,20,25,6,Sunday,False
0,2022-07-24 15:15:00,55,45,40,35,0,15,30,30,6,Sunday,False
0,2022-07-24 15:30:00,55,50,40,35,10,15,30,20,6,Sunday,False
0,2022-07-24 15:45:00,55,50,40,35,20,5,20,20,6,Sunday,False
0,2022-07-24 16:00:00,60,50,35,35,30,10,20,20,6,Sunday,False
0,2022-07-24 16:15:00,50,55,40,35,35,15,30,30,6,Sunday,False
0,2022-07-24 16:30:00,50,40,50,35,35,20,15,20,6,Sunday,False
0,2022-07-24 16:45:00,45,40,40,35,35,20,25,30,6,Sunday,False
0,2022-07-24 17:00:00,45,40,35,25,30,5,30,15,6,Sunday,False
0,2022-07-24 17:15:00,50,50,35,20,30,5,20,15,6,Sunday,False
0,2022-07-24 17:30:00,60,50,35,20,30,20,25,15,6,Sunday,False
0,2022-07-24 17:45:00,55,50,40,20,25,15,15,30,6,Sunday,False
0,2022-07-24 18:00:00,55,50,40,25,25,15,15,15,6,Sunday,False
0,2022-07-24 18:15:00,55,45,40,25,25,15,25,15,6,Sunday,False
0,2022-07-24 18:30:00,55,45,40,25,25,15,30,15,6,Sunday,False
0,2022-07-24 18:45:00,55,45,35,20,25,10,15,20,6,Sunday,False
0,2022-07-24 19:00:00,55,50,35,20,20,15,30,20,6,Sunday,False
0,2022-07-24 19:15:00,55,50,40,10,15,5,15,20,6,Sunday,False
0,2022-07-24 19:30:00,55,45,55,10,10,5,20,15,6,Sunday,False
0,2022-07-24 19:45:00,50,45,55,15,10,5,0,20,6,Sunday,False
0,2022-07-24 20:00:00,0,45,50,25,5,5,0,15,6,Sunday,False
0,2022-07-24 20:15:00,0,45,50,25,5,5,0,15,6,Sunday,False
0,2022-07-24 20:30:00,0,0,0,10,5,5,0,15,6,Sunday,False
0,2022-07-24 20:45:00,0,0,0,10,5,0,0,20,6,Sunday,False
0,2022-07-25 09:00:00,100,100,90,5,25,5,0,0,0,Monday,False
0,2022-07-25 09:15:00,150,100,90,65,25,5,0,0,0,Monday,False
0,2022-07-25 09:30:00,135,110,100,65,35,20,0,0,0,Monday,False
0,2022-07-25 09:45:00,140,100,100,55,50,35,0,0,0,Monday,False
0,2022-07-25 10:00:00,150,95,90,40,50,45,5,20,0,Monday,False
0,2022-07-25 10:15:00,130,85,90,50,45,35,20,30,0,Monday,False
0,2022-07-25 10:30:00,130,80,80,50,35,30,25,35,0,Monday,False
0,2022-07-25 10:45:00,120,70,75,50,35,35,35,20,0,Monday,False
0,2022-07-25 11:00:00,105,70,75,40,35,35,25,20,0,Monday,False
0,2022-07-25 11:15:00,100,60,60,40,45,35,35,20,0,Monday,False
0,2022-07-25 11:30:00,95,60,65,40,40,35,15,25,0,Monday,False
0,2022-07-25 11:45:00,85,55,60,40,40,35,30,25,0,Monday,False
0,2022-07-25 12:00:00,80,60,60,40,30,35,30,15,0,Monday,False
0,2022-07-25 12:15:00,80,60,65,40,30,35,20,30,0,Monday,False
0,2022-07-25 12:30:00,95,60,70,40,30,25,25,20,0,Monday,False
0,2022-07-25 12:45:00,95,60,65,45,30,30,15,20,0,Monday,False
0,2022-07-25 13:00:00,95,75,75,55,40,30,20,25,0,Monday,False
0,2022-07-25 13:15:00,95,70,75,45,35,30,25,20,0,Monday,False
0,2022-07-25 13:30:00,85,70,75,45,35,25,20,35,0,Monday,False
0,2022-07-25 13:45:00,70,65,75,40,35,25,20,35,0,Monday,False
0,2022-07-25 14:00:00,80,60,65,35,35,25,25,35,0,Monday,False
0,2022-07-25 14:15:00,85,60,75,40,45,30,20,35,0,Monday,False
0,2022-07-25 14:30:00,90,65,75,40,40,30,20,40,0,Monday,False
0,2022-07-25 14:45:00,85,65,60,45,40,30,30,40,0,Monday,False
0,2022-07-25 15:00:00,75,70,55,45,30,25,20,35,0,Monday,False
0,2022-07-25 15:15:00,60,65,55,40,30,25,25,35,0,Monday,False
0,2022-07-25 15:30:00,80,60,65,35,30,25,25,35,0,Monday,False
0,2022-07-25 15:45:00,80,55,60,30,25,25,20,35,0,Monday,False
0,2022-07-25 16:00:00,80,60,60,30,25,20,20,20,0,Monday,False
0,2022-07-25 16:15:00,80,65,60,30,25,25,30,20,0,Monday,False
0,2022-07-25 16:30:00,70,65,65,35,25,20,20,15,0,Monday,False
0,2022-07-25 16:45:00,65,65,55,35,20,20,25,10,0,Monday,False
0,2022-07-25 17:00:00,75,65,55,40,20,20,30,25,0,Monday,False
0,2022-07-25 17:15:00,90,65,55,40,15,20,20,30,0,Monday,False
0,2022-07-25 17:30:00,90,65,60,35,30,20,25,30,0,Monday,False
0,2022-07-25 17:45:00,90,65,70,35,30,20,30,30,0,Monday,False
0,2022-07-25 18:00:00,100,65,65,30,25,30,15,30,0,Monday,False
0,2022-07-25 18:15:00,90,65,65,30,25,25,25,35,0,Monday,False
0,2022-07-25 18:30:00,85,65,60,25,20,20,20,20,0,Monday,False
0,2022-07-25 18:45:00,85,65,60,30,20,20,20,20,0,Monday,False
0,2022-07-25 19:00:00,90,60,60,30,20,25,30,20,0,Monday,False
0,2022-07-25 19:15:00,90,60,60,30,15,25,20,15,0,Monday,False
0,2022-07-25 19:30:00,95,65,65,30,15,15,25,20,0,Monday,False
0,2022-07-25 19:45:00,0,70,70,30,10,15,0,15,0,Monday,False
0,2022-07-25 20:00:00,0,0,65,30,15,15,0,15,0,Monday,False
0,2022-07-25 20:15:00,0,0,0,20,5,15,0,15,0,Monday,False
0,2022-07-25 20:30:00,0,0,0,25,5,15,0,15,0,Monday,False
0,2022-07-25 20:45:00,0,0,0,20,5,10,0,20,0,Monday,False
0,2022-07-26 09:00:00,130,110,90,45,5,5,0,0,1,Tuesday,False
0,2022-07-26 09:15:00,140,120,90,50,20,5,0,0,1,Tuesday,False
0,2022-07-26 09:30:00,130,110,90,45,35,10,0,0,1,Tuesday,False
0,2022-07-26 09:45:00,110,100,80,40,40,30,0,0,1,Tuesday,False
0,2022-07-26 10:00:00,100,100,80,40,40,30,15,15,1,Tuesday,False
0,2022-07-26 10:15:00,100,100,80,50,35,30,30,20,1,Tuesday,False
0,2022-07-26 10:30:00,90,90,80,50,35,15,30,20,1,Tuesday,False
0,2022-07-26 10:45:00,0,0,80,50,35,20,20,20,1,Tuesday,False
0,2022-07-26 11:00:00,0,40,60,40,35,15,20,30,1,Tuesday,False
0,2022-07-26 11:15:00,40,50,50,40,35,15,30,30,1,Tuesday,False
0,2022-07-26 11:30:00,90,65,40,40,35,15,20,20,1,Tuesday,False
0,2022-07-26 11:45:00,110,70,40,40,30,20,30,20,1,Tuesday,False
0,2022-07-26 12:00:00,100,70,40,45,30,20,30,20,1,Tuesday,False
0,2022-07-26 12:15:00,110,70,40,45,30,25,20,20,1,Tuesday,False
0,2022-07-26 12:30:00,90,70,60,40,30,30,20,30,1,Tuesday,False
0,2022-07-26 12:45:00,85,80,60,40,30,30,30,20,1,Tuesday,False
0,2022-07-26 13:00:00,85,70,60,35,30,30,20,35,1,Tuesday,False
0,2022-07-26 13:15:00,85,70,60,35,35,25,30,35,1,Tuesday,False
0,2022-07-26 13:30:00,80,70,50,45,35,25,35,30,1,Tuesday,False
0,2022-07-26 13:45:00,75,60,50,40,30,30,25,30,1,Tuesday,False
0,2022-07-26 14:00:00,80,60,40,35,30,30,25,20,1,Tuesday,False
0,2022-07-26 14:15:00,80,80,50,35,35,30,35,30,1,Tuesday,False
0,2022-07-26 14:30:00,85,75,60,35,45,30,40,35,1,Tuesday,False
0,2022-07-26 14:45:00,80,70,60,35,45,25,30,35,1,Tuesday,False
0,2022-07-26 15:00:00,80,70,55,35,45,30,35,35,1,Tuesday,False
0,2022-07-26 15:15:00,70,70,60,35,30,30,20,35,1,Tuesday,False
0,2022-07-26 15:30:00,80,70,60,35,25,25,30,20,1,Tuesday,False
0,2022-07-26 15:45:00,80,65,50,35,25,25,20,20,1,Tuesday,False
0,2022-07-26 16:00:00,75,70,45,35,25,25,20,20,1,Tuesday,False
0,2022-07-26 16:15:00,65,65,45,35,25,25,30,25,1,Tuesday,False
0,2022-07-26 16:30:00,75,65,55,35,25,25,15,30,1,Tuesday,False
0,2022-07-26 16:45:00,80,65,50,25,20,25,25,25,1,Tuesday,False
0,2022-07-26 17:00:00,80,65,50,25,20,25,30,25,1,Tuesday,False
0,2022-07-26 17:15:00,80,65,50,30,10,25,15,30,1,Tuesday,False
0,2022-07-26 17:30:00,75,65,50,30,20,20,25,20,1,Tuesday,False
0,2022-07-26 17:45:00,75,65,45,30,25,30,25,35,1,Tuesday,False
0,2022-07-26 18:00:00,70,70,50,30,25,30,20,30,1,Tuesday,False
0,2022-07-26 18:15:00,75,75,55,30,35,25,25,20,1,Tuesday,False
0,2022-07-26 18:30:00,80,75,50,30,25,25,30,30,1,Tuesday,False
0,2022-07-26 18:45:00,80,70,50,25,25,30,25,20,1,Tuesday,False
0,2022-07-26 19:00:00,85,70,45,25,25,30,30,20,1,Tuesday,False
0,2022-07-26 19:15:00,80,70,55,25,15,30,30,15,1,Tuesday,False
0,2022-07-26 19:30:00,70,70,60,25,5,20,15,15,1,Tuesday,False
0,2022-07-26 19:45:00,70,70,65,20,5,15,0,15,1,Tuesday,False
0,2022-07-26 20:00:00,0,0,0,20,10,10,0,15,1,Tuesday,False
0,2022-07-26 20:15:00,0,0,0,25,15,20,0,15,1,Tuesday,False
0,2022-07-26 20:30:00,0,0,0,25,5,15,0,15,1,Tuesday,False
0,2022-07-26 20:45:00,0,0,0,30,5,0,0,15,1,Tuesday,False
0,2022-07-27 09:00:00,90,90,5,40,15,5,0,0,2,Wednesday,False
0,2022-07-27 09:15:00,95,100,80,45,25,5,0,0,2,Wednesday,False
0,2022-07-27 09:30:00,95,100,75,40,25,15,0,0,2,Wednesday,False
0,2022-07-27 09:45:00,100,90,65,40,25,25,0,0,2,Wednesday,False
0,2022-07-27 10:00:00,90,90,70,35,35,30,30,15,2,Wednesday,False
0,2022-07-27 10:15:00,90,75,55,35,40,25,20,15,2,Wednesday,False
0,2022-07-27 10:30:00,85,75,55,35,30,25,30,15,2,Wednesday,False
0,2022-07-27 10:45:00,65,60,45,35,30,25,15,20,2,Wednesday,False
0,2022-07-27 11:00:00,60,45,40,35,25,25,20,20,2,Wednesday,False
0,2022-07-27 11:15:00,60,45,40,35,25,25,15,20,2,Wednesday,False
0,2022-07-27 11:30:00,60,50,45,40,20,25,15,20,2,Wednesday,False
0,2022-07-27 11:45:00,55,50,45,55,15,25,20,20,2,Wednesday,False
0,2022-07-27 12:00:00,55,50,45,45,15,20,30,15,2,Wednesday,False
0,2022-07-27 12:15:00,50,50,45,35,15,15,30,20,2,Wednesday,False
0,2022-07-27 12:30:00,60,50,50,25,15,15,25,20,2,Wednesday,False
0,2022-07-27 12:45:00,60,55,50,25,25,15,15,20,2,Wednesday,False
0,2022-07-27 13:00:00,60,55,50,25,25,15,20,20,2,Wednesday,False
0,2022-07-27 13:15:00,65,50,55,25,25,20,25,20,2,Wednesday,False
0,2022-07-27 13:30:00,60,45,60,25,15,20,15,15,2,Wednesday,False
0,2022-07-27 13:45:00,60,45,60,25,15,15,20,15,2,Wednesday,False
0,2022-07-27 14:00:00,65,50,40,25,15,20,25,15,2,Wednesday,False
0,2022-07-27 14:15:00,65,60,40,20,15,20,15,15,2,Wednesday,False
0,2022-07-27 14:30:00,65,80,45,20,25,20,20,20,2,Wednesday,False
0,2022-07-27 14:45:00,55,75,55,20,40,20,30,30,2,Wednesday,False
0,2022-07-27 15:00:00,50,60,55,25,25,25,30,35,2,Wednesday,False
0,2022-07-27 15:15:00,55,55,60,25,25,25,20,20,2,Wednesday,False
0,2022-07-27 15:30:00,60,55,55,25,20,20,30,20,2,Wednesday,False
0,2022-07-27 15:45:00,65,45,45,25,15,15,15,20,2,Wednesday,False
0,2022-07-27 16:00:00,65,45,45,15,15,15,20,15,2,Wednesday,False
0,2022-07-27 16:15:00,50,55,45,15,15,10,30,15,2,Wednesday,False
0,2022-07-27 16:30:00,55,55,50,0,10,10,15,30,2,Wednesday,False
0,2022-07-27 16:45:00,55,55,50,0,5,10,25,15,2,Wednesday,False
0,2022-07-27 17:00:00,60,55,50,0,5,10,30,20,2,Wednesday,False
0,2022-07-27 17:15:00,60,55,45,0,5,10,15,15,2,Wednesday,False
0,2022-07-27 17:30:00,60,55,45,0,10,15,30,20,2,Wednesday,False
0,2022-07-27 17:45:00,55,50,45,0,20,20,30,20,2,Wednesday,False
0,2022-07-27 18:00:00,55,50,55,0,20,25,15,20,2,Wednesday,False
0,2022-07-27 18:15:00,55,50,55,10,15,25,25,15,2,Wednesday,False
0,2022-07-27 18:30:00,55,50,55,30,15,20,20,15,2,Wednesday,False
0,2022-07-27 18:45:00,60,45,45,30,5,15,25,15,2,Wednesday,False
0,2022-07-27 19:00:00,60,45,45,30,5,15,30,15,2,Wednesday,False
0,2022-07-27 19:15:00,55,45,45,30,5,5,20,15,2,Wednesday,False
0,2022-07-27 19:30:00,55,45,40,25,5,10,20,15,2,Wednesday,False
0,2022-07-27 19:45:00,55,60,40,20,5,10,0,15,2,Wednesday,False
0,2022-07-27 20:00:00,50,55,60,15,5,5,0,15,2,Wednesday,False
0,2022-07-27 20:15:00,0,0,0,15,5,5,0,20,2,Wednesday,False
0,2022-07-27 20:30:00,0,0,0,25,5,5,0,20,2,Wednesday,False
0,2022-07-27 20:45:00,0,0,0,0,5,5,0,20,2,Wednesday,False
0,2022-07-28 09:00:00,90,90,60,40,5,5,0,0,3,Thursday,False
0,2022-07-28 09:15:00,90,100,80,40,30,5,0,0,3,Thursday,False
0,2022-07-28 09:30:00,95,90,80,35,20,5,0,0,3,Thursday,False
0,2022-07-28 09:45:00,85,90,80,40,25,25,0,0,3,Thursday,False
0,2022-07-28 10:00:00,80,80,90,35,35,30,30,15,3,Thursday,False
0,2022-07-28 10:15:00,60,75,80,35,35,25,20,20,3,Thursday,False
0,2022-07-28 10:30:00,60,60,55,35,30,25,25,20,3,Thursday,False
0,2022-07-28 10:45:00,60,55,45,35,25,25,15,20,3,Thursday,False
0,2022-07-28 11:00:00,55,35,35,35,25,25,25,20,3,Thursday,False
0,2022-07-28 11:15:00,50,40,30,40,25,25,30,20,3,Thursday,False
0,2022-07-28 11:30:00,60,50,40,30,25,15,15,20,3,Thursday,False
0,2022-07-28 11:45:00,60,45,50,30,20,15,25,15,3,Thursday,False
0,2022-07-28 12:00:00,60,45,50,30,10,15,30,15,3,Thursday,False
0,2022-07-28 12:15:00,60,50,50,25,10,20,20,15,3,Thursday,False
0,2022-07-28 12:30:00,55,50,45,25,10,15,30,20,3,Thursday,False
0,2022-07-28 12:45:00,50,45,45,25,20,15,30,15,3,Thursday,False
0,2022-07-28 13:00:00,55,55,45,25,20,15,20,15,3,Thursday,False
0,2022-07-28 13:15:00,60,55,55,20,20,15,30,20,3,Thursday,False
0,2022-07-28 13:30:00,60,55,50,20,15,15,30,20,3,Thursday,False
0,2022-07-28 13:45:00,50,55,50,20,15,10,20,15,3,Thursday,False
0,2022-07-28 14:00:00,50,50,50,30,10,10,30,20,3,Thursday,False
0,2022-07-28 14:15:00,55,40,55,20,15,15,15,20,3,Thursday,False
0,2022-07-28 14:30:00,60,45,65,15,30,20,20,25,3,Thursday,False
0,2022-07-28 14:45:00,55,60,75,20,30,25,30,30,3,Thursday,False
0,2022-07-28 15:00:00,50,65,55,30,20,20,20,30,3,Thursday,False
0,2022-07-28 15:15:00,55,60,45,30,20,15,25,15,3,Thursday,False
0,2022-07-28 15:30:00,55,60,40,25,20,10,30,20,3,Thursday,False
0,2022-07-28 15:45:00,55,40,40,15,10,15,15,15,3,Thursday,False
0,2022-07-28 16:00:00,55,30,45,10,10,15,30,30,3,Thursday,False
0,2022-07-28 16:15:00,50,55,50,15,10,15,30,15,3,Thursday,False
0,2022-07-28 16:30:00,50,60,55,20,10,15,15,30,3,Thursday,False
0,2022-07-28 16:45:00,50,55,45,15,10,10,25,20,3,Thursday,False
0,2022-07-28 17:00:00,50,50,45,15,5,5,30,20,3,Thursday,False
0,2022-07-28 17:15:00,60,50,45,15,5,10,15,20,3,Thursday,False
0,2022-07-28 17:30:00,60,50,45,15,5,10,25,15,3,Thursday,False
0,2022-07-28 17:45:00,60,60,50,15,15,15,30,30,3,Thursday,False
0,2022-07-28 18:00:00,60,60,55,15,20,15,20,15,3,Thursday,False
0,2022-07-28 18:15:00,60,55,45,15,20,20,30,15,3,Thursday,False
0,2022-07-28 18:30:00,60,55,50,20,15,20,15,15,3,Thursday,False
0,2022-07-28 18:45:00,60,55,40,20,15,15,20,15,3,Thursday,False
0,2022-07-28 19:00:00,60,45,40,20,15,15,25,15,3,Thursday,False
0,2022-07-28 19:15:00,60,40,45,15,15,10,15,20,3,Thursday,False
0,2022-07-28 19:30:00,60,40,55,10,20,10,15,20,3,Thursday,False
0,2022-07-28 19:45:00,65,55,60,10,15,5,0,20,3,Thursday,False
0,2022-07-28 20:00:00,65,55,65,15,15,5,0,20,3,Thursday,False
0,2022-07-28 20:15:00,0,50,0,15,15,5,0,15,3,Thursday,False
0,2022-07-28 20:30:00,0,50,0,15,10,5,0,15,3,Thursday,False
0,2022-07-28 20:45:00,0,0,0,15,5,5,0,20,3,Thursday,False
0,2022-07-29 09:00:00,90,90,90,40,25,5,0,0,4,Friday,False
0,2022-07-29 09:15:00,100,90,90,40,20,5,0,0,4,Friday,False
0,2022-07-29 09:30:00,110,100,80,45,30,15,0,0,4,Friday,False
0,2022-07-29 09:45:00,100,90,70,40,30,30,0,0,4,Friday,False
0,2022-07-29 10:00:00,80,90,70,40,35,30,5,15,4,Friday,False
0,2022-07-29 10:15:00,70,80,60,40,35,30,20,15,4,Friday,False
0,2022-07-29 10:30:00,70,80,60,40,30,30,30,15,4,Friday,False
0,2022-07-29 10:45:00,65,50,50,40,30,30,15,20,4,Friday,False
0,2022-07-29 11:00:00,60,50,50,40,30,25,20,25,4,Friday,False
0,2022-07-29 11:15:00,60,40,45,35,30,25,30,20,4,Friday,False
0,2022-07-29 11:30:00,60,55,45,35,20,25,20,20,4,Friday,False
0,2022-07-29 11:45:00,65,60,45,40,20,25,25,20,4,Friday,False
0,2022-07-29 12:00:00,65,60,45,35,20,20,30,15,4,Friday,False
0,2022-07-29 12:15:00,60,55,45,40,20,20,20,15,4,Friday,False
0,2022-07-29 12:30:00,60,55,60,40,20,20,25,15,4,Friday,False
0,2022-07-29 12:45:00,60,55,60,40,30,20,15,15,4,Friday,False
0,2022-07-29 13:00:00,60,55,60,30,30,20,15,15,4,Friday,False
0,2022-07-29 13:15:00,65,60,55,25,20,20,25,25,4,Friday,False
0,2022-07-29 13:30:00,70,50,55,25,20,20,20,15,4,Friday,False
0,2022-07-29 13:45:00,65,45,60,25,15,20,20,15,4,Friday,False
0,2022-07-29 14:00:00,60,50,60,25,15,20,25,15,4,Friday,False
0,2022-07-29 14:15:00,60,65,60,25,20,25,15,20,4,Friday,False
0,2022-07-29 14:30:00,60,70,60,25,35,25,20,35,4,Friday,False
0,2022-07-29 14:45:00,60,55,55,25,40,20,30,30,4,Friday,False
0,2022-07-29 15:00:00,70,45,55,30,35,20,30,20,4,Friday,False
0,2022-07-29 15:15:00,55,55,55,30,20,20,20,30,4,Friday,False
0,2022-07-29 15:30:00,55,60,40,30,20,20,30,25,4,Friday,False
0,2022-07-29 15:45:00,50,60,40,20,15,20,15,30,4,Friday,False
0,2022-07-29 16:00:00,65,60,45,20,15,20,20,30,4,Friday,False
0,2022-07-29 16:15:00,70,50,45,20,15,20,30,30,4,Friday,False
0,2022-07-29 16:30:00,65,50,45,20,15,10,15,30,4,Friday,False
0,2022-07-29 16:45:00,55,60,55,20,15,5,25,20,4,Friday,False
0,2022-07-29 17:00:00,65,60,50,10,10,5,30,20,4,Friday,False
0,2022-07-29 17:15:00,70,60,40,10,5,15,25,20,4,Friday,False
0,2022-07-29 17:30:00,70,65,40,20,10,20,20,20,4,Friday,False
0,2022-07-29 17:45:00,70,65,40,25,15,20,30,20,4,Friday,False
0,2022-07-29 18:00:00,70,65,55,20,20,15,15,30,4,Friday,False
0,2022-07-29 18:15:00,70,65,55,20,20,20,25,20,4,Friday,False
0,2022-07-29 18:30:00,70,60,55,20,15,25,30,15,4,Friday,False
