,時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
84,2023-08-02 18:00:00,0,65,55,50,35,40,25,20,2,Wednesday,False
85,2023-08-02 18:15:00,0,65,55,50,35,40,25,35,2,Wednesday,False
86,2023-08-02 18:30:00,70,85,55,55,50,35,25,50,2,Wednesday,False
87,2023-08-02 18:45:00,80,85,50,45,50,45,25,15,2,Wednesday,False
88,2023-08-02 19:00:00,90,75,40,45,40,40,15,20,2,Wednesday,False
89,2023-08-02 19:15:00,90,65,30,45,35,40,20,20,2,Wednesday,False
90,2023-08-02 19:30:00,90,55,35,40,30,25,20,20,2,Wednesday,False
91,2023-08-02 19:45:00,90,45,40,35,30,20,20,15,2,Wednesday,False
92,2023-08-02 20:00:00,70,35,30,35,15,15,20,15,2,Wednesday,False
93,2023-08-02 20:15:00,60,35,30,25,5,15,20,15,2,Wednesday,False
94,2023-08-02 20:30:00,0,35,25,20,5,5,20,15,2,Wednesday,False
95,2023-08-02 20:45:00,0,0,0,0,5,5,0,20,2,Wednesday,False
96,2023-08-03 09:00:00,130,110,50,45,10,5,0,5,3,Thursday,False
97,2023-08-03 09:15:00,140,110,65,60,20,0,0,20,3,Thursday,False
98,2023-08-03 09:30:00,140,120,65,90,50,0,0,20,3,Thursday,False
99,2023-08-03 09:45:00,140,120,65,90,80,0,0,20,3,Thursday,False
100,2023-08-03 10:00:00,120,110,70,90,90,0,5,20,3,Thursday,False
101,2023-08-03 10:15:00,120,110,70,90,95,0,20,45,3,Thursday,False
102,2023-08-03 10:30:00,80,110,65,90,95,0,20,45,3,Thursday,False
103,2023-08-03 10:45:00,80,110,65,90,85,0,30,45,3,Thursday,False
104,2023-08-03 11:00:00,100,100,65,90,80,0,35,45,3,Thursday,False
105,2023-08-03 11:15:00,100,100,65,85,80,0,30,35,3,Thursday,False
106,2023-08-03 11:30:00,100,100,65,75,75,0,35,35,3,Thursday,False
107,2023-08-03 11:45:00,90,80,70,75,55,15,35,45,3,Thursday,False
108,2023-08-03 12:00:00,85,70,60,85,30,35,40,35,3,Thursday,False
109,2023-08-03 12:15:00,85,75,60,85,45,35,40,35,3,Thursday,False
110,2023-08-03 12:30:00,100,80,55,80,70,40,30,35,3,Thursday,False
111,2023-08-03 12:45:00,100,85,55,80,65,40,30,35,3,Thursday,False
112,2023-08-03 13:00:00,85,90,65,80,65,40,35,40,3,Thursday,False
113,2023-08-03 13:15:00,80,80,65,80,65,30,20,20,3,Thursday,False
114,2023-08-03 13:30:00,80,80,65,65,65,40,20,30,3,Thursday,False
115,2023-08-03 13:45:00,90,80,65,65,60,40,25,35,3,Thursday,False
116,2023-08-03 14:00:00,100,80,65,65,60,50,25,35,3,Thursday,False
117,2023-08-03 14:15:00,100,80,50,75,60,50,30,15,3,Thursday,False
118,2023-08-03 14:30:00,95,70,55,75,60,50,30,20,3,Thursday,False
119,2023-08-03 14:45:00,80,75,60,75,50,55,40,35,3,Thursday,False
120,2023-08-03 15:00:00,80,100,60,75,55,55,35,35,3,Thursday,False
121,2023-08-03 15:15:00,100,95,60,75,55,55,25,20,3,Thursday,False
122,2023-08-03 15:30:00,110,80,55,55,60,65,35,40,3,Thursday,False
123,2023-08-03 15:45:00,90,80,55,60,65,65,35,20,3,Thursday,False
124,2023-08-03 16:00:00,80,75,40,70,60,70,30,35,3,Thursday,False
125,2023-08-03 16:15:00,80,75,40,65,45,70,40,35,3,Thursday,False
126,2023-08-03 16:30:00,80,80,60,60,45,70,25,20,3,Thursday,False
127,2023-08-03 16:45:00,95,0,60,60,35,60,25,40,3,Thursday,False
128,2023-08-03 17:00:00,105,0,65,50,45,60,25,35,3,Thursday,False
129,2023-08-03 17:15:00,105,0,65,60,50,45,15,35,3,Thursday,False
130,2023-08-03 17:30:00,120,0,60,70,55,45,25,35,3,Thursday,False
131,2023-08-03 17:45:00,130,100,60,70,55,50,25,35,3,Thursday,False
132,2023-08-03 18:00:00,150,100,50,70,55,55,20,15,3,Thursday,False
133,2023-08-03 18:15:00,105,85,45,60,50,55,15,35,3,Thursday,False
134,2023-08-03 18:30:00,105,85,50,55,45,50,20,35,3,Thursday,False
135,2023-08-03 18:45:00,105,100,60,55,40,45,15,20,3,Thursday,False
136,2023-08-03 19:00:00,100,90,55,45,50,50,20,20,3,Thursday,False
137,2023-08-03 19:15:00,100,80,45,45,40,50,25,20,3,Thursday,False
138,2023-08-03 19:30:00,80,70,40,35,35,35,20,20,3,Thursday,False
139,2023-08-03 19:45:00,75,60,40,35,25,30,25,15,3,Thursday,False
140,2023-08-03 20:00:00,65,50,40,35,20,20,25,15,3,Thursday,False
141,2023-08-03 20:15:00,65,40,25,30,10,5,25,15,3,Thursday,False
142,2023-08-03 20:30:00,0,0,20,25,5,10,25,15,3,Thursday,False
143,2023-08-03 20:45:00,0,0,0,0,5,15,0,25,3,Thursday,False
144,2023-08-04 09:00:00,120,130,45,40,5,5,0,15,4,Friday,False
145,2023-08-04 09:15:00,140,130,60,55,5,5,0,20,4,Friday,False
146,2023-08-04 09:30:00,150,130,70,55,45,20,0,20,4,Friday,False
147,2023-08-04 09:45:00,150,130,70,55,60,40,0,35,4,Friday,False
148,2023-08-04 10:00:00,140,120,70,80,70,60,5,20,4,Friday,False
149,2023-08-04 10:15:00,120,110,60,85,65,60,25,25,4,Friday,False
150,2023-08-04 10:30:00,100,100,90,80,50,55,25,45,4,Friday,False
151,2023-08-04 10:45:00,90,90,90,75,40,45,25,50,4,Friday,False
152,2023-08-04 11:00:00,90,75,100,75,45,40,30,30,4,Friday,False
153,2023-08-04 11:15:00,90,70,100,70,50,40,30,30,4,Friday,False
154,2023-08-04 11:30:00,100,70,90,70,50,40,30,30,4,Friday,False
155,2023-08-04 11:45:00,100,85,60,70,50,40,40,35,4,Friday,False
156,2023-08-04 12:00:00,90,90,50,65,45,40,35,35,4,Friday,False
157,2023-08-04 12:15:00,90,90,40,65,50,40,25,35,4,Friday,False
158,2023-08-04 12:30:00,90,105,45,65,50,45,25,35,4,Friday,False
159,2023-08-04 12:45:00,90,105,50,60,40,35,30,30,4,Friday,False
160,2023-08-04 13:00:00,90,100,60,60,40,35,30,35,4,Friday,False
161,2023-08-04 13:15:00,90,110,60,60,45,35,35,30,4,Friday,False
162,2023-08-04 13:30:00,90,100,60,65,45,35,35,30,4,Friday,False
163,2023-08-04 13:45:00,100,80,60,65,45,40,25,35,4,Friday,False
164,2023-08-04 14:00:00,100,75,70,65,50,50,25,50,4,Friday,False
165,2023-08-04 14:15:00,90,75,65,70,50,50,30,30,4,Friday,False
166,2023-08-04 14:30:00,100,80,65,70,60,45,30,20,4,Friday,False
167,2023-08-04 14:45:00,95,80,65,70,65,45,35,20,4,Friday,False
168,2023-08-04 15:00:00,85,85,65,65,65,40,35,55,4,Friday,False
169,2023-08-04 15:15:00,90,80,50,65,65,35,40,30,4,Friday,False
170,2023-08-04 15:30:00,100,80,50,65,45,35,35,30,4,Friday,False
171,2023-08-04 15:45:00,100,80,35,55,50,40,30,35,4,Friday,False
172,2023-08-04 16:00:00,90,75,45,55,50,50,30,20,4,Friday,False
173,2023-08-04 16:15:00,90,75,50,55,55,50,40,40,4,Friday,False
174,2023-08-04 16:30:00,90,75,55,55,45,35,40,20,4,Friday,False
175,2023-08-04 16:45:00,90,85,60,55,35,30,20,35,4,Friday,False
176,2023-08-04 17:00:00,90,85,60,55,35,25,25,35,4,Friday,False
177,2023-08-04 17:15:00,105,85,60,55,40,35,20,35,4,Friday,False
178,2023-08-04 17:30:00,120,85,50,60,50,40,30,35,4,Friday,False
179,2023-08-04 17:45:00,125,95,45,60,55,45,25,40,4,Friday,False
180,2023-08-04 18:00:00,125,110,45,60,50,45,25,35,4,Friday,False
181,2023-08-04 18:15:00,100,105,45,0,45,50,25,35,4,Friday,False
182,2023-08-04 18:30:00,90,105,60,0,55,45,25,35,4,Friday,False
183,2023-08-04 18:45:00,100,100,60,0,55,45,15,35,4,Friday,False
184,2023-08-04 19:00:00,95,95,60,0,60,50,15,15,4,Friday,False
185,2023-08-04 19:15:00,85,85,55,0,50,45,15,15,4,Friday,False
186,2023-08-04 19:30:00,80,70,50,0,35,40,25,20,4,Friday,False
187,2023-08-04 19:45:00,70,65,45,15,25,15,25,30,4,Friday,False
188,2023-08-04 20:00:00,65,45,45,25,10,15,25,30,4,Friday,False
189,2023-08-04 20:15:00,55,35,35,30,5,5,20,20,4,Friday,False
190,2023-08-04 20:30:00,0,30,30,30,5,10,20,20,4,Friday,False
191,2023-08-04 20:45:00,0,0,0,0,10,5,0,25,4,Friday,False
192,2023-08-05 09:00:00,130,140,50,55,5,5,0,20,5,Saturday,False
193,2023-08-05 09:15:00,140,140,60,60,10,5,0,15,5,Saturday,False
194,2023-08-05 09:30:00,140,140,65,65,40,25,0,15,5,Saturday,False
195,2023-08-05 09:45:00,140,130,65,55,45,40,0,20,5,Saturday,False
196,2023-08-05 10:00:00,120,90,60,50,40,40,15,20,5,Saturday,False
197,2023-08-05 10:15:00,90,75,75,55,40,25,25,20,5,Saturday,False
198,2023-08-05 10:30:00,80,70,40,50,40,25,25,20,5,Saturday,False
199,2023-08-05 10:45:00,80,70,35,55,35,25,25,30,5,Saturday,False
200,2023-08-05 11:00:00,90,70,40,55,30,35,25,30,5,Saturday,False
201,2023-08-05 11:15:00,80,70,40,55,30,35,15,20,5,Saturday,False
202,2023-08-05 11:30:00,75,50,30,45,30,35,30,30,5,Saturday,False
203,2023-08-05 11:45:00,75,55,35,40,40,35,15,20,5,Saturday,False
204,2023-08-05 12:00:00,75,55,40,40,30,35,20,20,5,Saturday,False
205,2023-08-05 12:15:00,85,65,40,40,30,25,20,20,5,Saturday,False
206,2023-08-05 12:30:00,80,60,40,40,30,15,25,20,5,Saturday,False
207,2023-08-05 12:45:00,75,75,40,40,20,20,20,15,5,Saturday,False
208,2023-08-05 13:00:00,70,75,35,45,20,20,20,30,5,Saturday,False
209,2023-08-05 13:15:00,70,75,35,45,20,25,25,20,5,Saturday,False
210,2023-08-05 13:30:00,80,60,25,40,30,25,20,15,5,Saturday,False
211,2023-08-05 13:45:00,75,75,30,35,30,30,25,30,5,Saturday,False
212,2023-08-05 14:00:00,80,75,30,35,30,30,25,20,5,Saturday,False
213,2023-08-05 14:15:00,80,70,30,35,25,25,15,20,5,Saturday,False
214,2023-08-05 14:30:00,70,65,35,35,20,25,15,25,5,Saturday,False
215,2023-08-05 14:45:00,70,65,35,45,15,20,20,25,5,Saturday,False
216,2023-08-05 15:00:00,60,70,40,35,20,20,20,20,5,Saturday,False
217,2023-08-05 15:15:00,80,75,30,30,30,25,25,15,5,Saturday,False
218,2023-08-05 15:30:00,95,80,25,30,30,30,25,30,5,Saturday,False
219,2023-08-05 15:45:00,95,80,30,40,35,25,15,35,5,Saturday,False
220,2023-08-05 16:00:00,85,75,30,50,35,25,15,15,5,Saturday,False
221,2023-08-05 16:15:00,80,75,30,50,35,25,15,20,5,Saturday,False
222,2023-08-05 16:30:00,70,60,30,25,35,25,20,20,5,Saturday,False
223,2023-08-05 16:45:00,65,50,20,20,35,20,25,30,5,Saturday,False
224,2023-08-05 17:00:00,75,70,35,25,35,20,25,30,5,Saturday,False
225,2023-08-05 17:15:00,95,65,25,35,30,20,15,30,5,Saturday,False
226,2023-08-05 17:30:00,100,50,20,35,30,20,15,30,5,Saturday,False
227,2023-08-05 17:45:00,90,60,20,25,30,25,15,20,5,Saturday,False
228,2023-08-05 18:00:00,75,55,20,20,30,15,15,15,5,Saturday,False
229,2023-08-05 18:15:00,75,55,20,20,30,10,25,20,5,Saturday,False
230,2023-08-05 18:30:00,70,70,30,20,20,15,25,35,5,Saturday,False
231,2023-08-05 18:45:00,80,60,30,25,20,15,20,15,5,Saturday,False
232,2023-08-05 19:00:00,80,50,25,0,20,15,20,15,5,Saturday,False
233,2023-08-05 19:15:00,70,45,25,0,25,20,20,15,5,Saturday,False
234,2023-08-05 19:30:00,75,40,30,0,25,20,20,15,5,Saturday,False
235,2023-08-05 19:45:00,75,40,20,0,15,10,20,15,5,Saturday,False
236,2023-08-05 20:00:00,75,35,20,0,5,5,20,15,5,Saturday,False
237,2023-08-05 20:15:00,40,30,15,0,5,5,20,15,5,Saturday,False
238,2023-08-05 20:30:00,40,30,15,5,5,5,20,15,5,Saturday,False
239,2023-08-05 20:45:00,0,0,15,25,5,5,0,20,5,Saturday,False
240,2023-08-06 09:00:00,5,100,30,40,5,5,0,15,6,Sunday,False
241,2023-08-06 09:15:00,125,100,45,40,5,5,0,20,6,Sunday,False
242,2023-08-06 09:30:00,120,90,45,55,20,10,0,20,6,Sunday,False
243,2023-08-06 09:45:00,110,90,45,60,25,25,0,20,6,Sunday,False
244,2023-08-06 10:00:00,100,100,65,55,50,30,5,30,6,Sunday,False
245,2023-08-06 10:15:00,95,85,40,50,60,35,20,30,6,Sunday,False
246,2023-08-06 10:30:00,85,70,30,50,45,40,20,25,6,Sunday,False
247,2023-08-06 10:45:00,75,75,30,45,45,40,25,35,6,Sunday,False
248,2023-08-06 11:00:00,70,55,35,45,40,35,15,15,6,Sunday,False
249,2023-08-06 11:15:00,70,40,35,45,40,35,15,20,6,Sunday,False
250,2023-08-06 11:30:00,75,40,25,45,25,30,15,20,6,Sunday,False
251,2023-08-06 11:45:00,70,55,25,40,20,20,20,20,6,Sunday,False
252,2023-08-06 12:00:00,70,60,25,35,30,20,25,20,6,Sunday,False
253,2023-08-06 12:15:00,70,55,35,30,30,20,25,30,6,Sunday,False
254,2023-08-06 12:30:00,80,55,45,40,30,25,15,30,6,Sunday,False
255,2023-08-06 12:45:00,70,55,30,35,30,25,15,15,6,Sunday,False
256,2023-08-06 13:00:00,70,55,25,35,35,25,15,15,6,Sunday,False
257,2023-08-06 13:15:00,65,55,25,35,35,20,20,20,6,Sunday,False
258,2023-08-06 13:30:00,75,45,25,35,30,15,20,20,6,Sunday,False
259,2023-08-06 13:45:00,80,45,30,35,30,25,25,35,6,Sunday,False
260,2023-08-06 14:00:00,75,50,30,40,30,20,25,20,6,Sunday,False
261,2023-08-06 14:15:00,75,55,25,35,20,20,20,30,6,Sunday,False
262,2023-08-06 14:30:00,75,60,25,30,25,20,20,30,6,Sunday,False
263,2023-08-06 14:45:00,80,60,20,35,25,15,20,15,6,Sunday,False
264,2023-08-06 15:00:00,80,70,25,35,30,25,20,30,6,Sunday,False
265,2023-08-06 15:15:00,80,60,35,35,30,40,20,30,6,Sunday,False
266,2023-08-06 15:30:00,85,65,35,45,35,25,30,15,6,Sunday,False
267,2023-08-06 15:45:00,85,65,35,45,35,20,20,20,6,Sunday,False
268,2023-08-06 16:00:00,85,65,35,0,40,5,20,20,6,Sunday,False
269,2023-08-06 16:15:00,70,60,35,0,55,15,25,20,6,Sunday,False
270,2023-08-06 16:30:00,70,60,30,0,40,35,25,20,6,Sunday,False
271,2023-08-06 16:45:00,85,60,30,0,20,40,20,30,6,Sunday,False
272,2023-08-06 17:00:00,95,65,30,0,40,35,25,15,6,Sunday,False
273,2023-08-06 17:15:00,90,70,35,10,40,30,15,30,6,Sunday,False
274,2023-08-06 17:30:00,85,70,35,40,35,25,15,20,6,Sunday,False
275,2023-08-06 17:45:00,80,60,25,45,35,25,20,20,6,Sunday,False
276,2023-08-06 18:00:00,70,45,15,40,30,25,20,20,6,Sunday,False
277,2023-08-06 18:15:00,60,40,15,40,25,25,25,20,6,Sunday,False
278,2023-08-06 18:30:00,60,55,35,35,20,25,15,20,6,Sunday,False
279,2023-08-06 18:45:00,80,55,30,40,20,25,15,20,6,Sunday,False
280,2023-08-06 19:00:00,85,55,20,40,25,25,20,15,6,Sunday,False
281,2023-08-06 19:15:00,70,50,15,40,25,20,25,15,6,Sunday,False
282,2023-08-06 19:30:00,45,45,25,25,15,10,25,20,6,Sunday,False
283,2023-08-06 19:45:00,40,45,20,20,5,10,25,20,6,Sunday,False
284,2023-08-06 20:00:00,40,35,15,20,5,5,15,15,6,Sunday,False
285,2023-08-06 20:15:00,40,30,15,10,5,5,15,20,6,Sunday,False
286,2023-08-06 20:30:00,35,30,15,10,5,5,15,20,6,Sunday,False
287,2023-08-06 20:45:00,0,0,20,25,10,5,0,15,6,Sunday,False
288,2023-08-07 09:00:00,0,0,0,0,0,0,0,0,0,Monday,False
289,2023-08-07 09:15:00,130,100,55,60,15,20,0,20,0,Monday,False
290,2023-08-07 09:30:00,150,95,65,60,45,40,0,15,0,Monday,False
291,2023-08-07 09:45:00,150,115,70,70,70,50,0,25,0,Monday,False
292,2023-08-07 10:00:00,140,120,70,85,70,60,5,35,0,Monday,False
293,2023-08-07 10:15:00,140,120,70,0,70,60,15,35,0,Monday,False
294,2023-08-07 10:30:00,120,120,75,0,75,60,20,45,0,Monday,False
295,2023-08-07 10:45:00,80,110,75,0,70,55,25,45,0,Monday,False
296,2023-08-07 11:00:00,85,100,85,0,70,60,50,50,0,Monday,False
297,2023-08-07 11:15:00,105,90,85,0,70,60,50,35,0,Monday,False
298,2023-08-07 11:30:00,105,60,75,0,65,60,15,30,0,Monday,False
299,2023-08-07 11:45:00,105,60,65,25,60,65,25,30,0,Monday,False
300,2023-08-07 12:00:00,110,60,65,70,60,55,25,30,0,Monday,False
301,2023-08-07 12:15:00,100,120,65,90,55,55,30,35,0,Monday,False
302,2023-08-07 12:30:00,90,120,65,85,55,45,35,35,0,Monday,False
303,2023-08-07 12:45:00,90,120,65,90,50,45,35,40,0,Monday,False
304,2023-08-07 13:00:00,100,110,65,100,65,45,35,30,0,Monday,False
305,2023-08-07 13:15:00,105,90,70,100,65,40,40,30,0,Monday,False
306,2023-08-07 13:30:00,110,75,70,95,0,45,30,35,0,Monday,False
307,2023-08-07 13:45:00,95,85,70,95,0,65,30,35,0,Monday,False
308,2023-08-07 14:00:00,95,85,70,90,0,70,30,35,0,Monday,False
309,2023-08-07 14:15:00,85,85,80,90,0,80,30,35,0,Monday,False
310,2023-08-07 14:30:00,100,115,80,110,0,80,35,30,0,Monday,False
311,2023-08-07 14:45:00,130,100,70,110,0,80,40,45,0,Monday,False
312,2023-08-07 15:00:00,120,100,70,90,0,80,45,45,0,Monday,False
313,2023-08-07 15:15:00,100,80,70,95,20,65,45,45,0,Monday,False
314,2023-08-07 15:30:00,100,80,70,90,90,50,35,30,0,Monday,False
315,2023-08-07 15:45:00,95,70,70,90,110,50,35,35,0,Monday,False
316,2023-08-07 16:00:00,95,100,65,90,110,45,35,35,0,Monday,False
317,2023-08-07 16:15:00,100,100,60,85,90,50,30,35,0,Monday,False
318,2023-08-07 16:30:00,100,100,60,80,100,55,35,30,0,Monday,False
319,2023-08-07 16:45:00,100,95,60,80,100,60,35,20,0,Monday,False
320,2023-08-07 17:00:00,110,85,65,85,100,55,35,30,0,Monday,False
321,2023-08-07 17:15:00,110,90,70,85,100,50,35,30,0,Monday,False
322,2023-08-07 17:30:00,120,105,75,85,100,45,15,40,0,Monday,False
323,2023-08-07 17:45:00,120,110,75,85,80,55,20,30,0,Monday,False
324,2023-08-07 18:00:00,130,100,70,85,90,60,25,30,0,Monday,False
325,2023-08-07 18:15:00,130,85,75,80,90,60,30,30,0,Monday,False
326,2023-08-07 18:30:00,105,90,70,95,80,55,25,30,0,Monday,False
327,2023-08-07 18:45:00,105,90,65,75,70,50,15,35,0,Monday,False
328,2023-08-07 19:00:00,100,80,65,65,50,50,20,20,0,Monday,False
329,2023-08-07 19:15:00,100,70,50,65,50,45,25,20,0,Monday,False
330,2023-08-07 19:30:00,85,60,60,65,50,35,25,15,0,Monday,False
331,2023-08-07 19:45:00,75,50,45,55,55,30,15,15,0,Monday,False
332,2023-08-07 20:00:00,70,50,40,40,55,20,15,20,0,Monday,False
333,2023-08-07 20:15:00,0,40,40,35,50,20,20,20,0,Monday,False
334,2023-08-07 20:30:00,0,40,40,40,40,10,25,15,0,Monday,False
335,2023-08-07 20:45:00,0,0,0,0,0,0,0,20,0,Monday,False
336,2023-08-08 09:00:00,130,120,55,70,5,5,0,15,1,Tuesday,False
337,2023-08-08 09:15:00,140,120,70,70,10,15,0,20,1,Tuesday,False
338,2023-08-08 09:30:00,140,130,70,65,45,40,0,20,1,Tuesday,False
339,2023-08-08 09:45:00,140,130,70,70,75,40,0,35,1,Tuesday,False
340,2023-08-08 10:00:00,125,120,70,75,85,55,15,40,1,Tuesday,False
341,2023-08-08 10:15:00,110,115,70,80,75,60,20,50,1,Tuesday,False
342,2023-08-08 10:30:00,95,85,60,90,70,55,20,50,1,Tuesday,False
343,2023-08-08 10:45:00,95,85,60,80,70,50,20,35,1,Tuesday,False
344,2023-08-08 11:00:00,110,80,60,80,55,50,30,30,1,Tuesday,False
