時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-08-05 09:00:00,110,5,80,0,35,5,0,0
2022-08-05 09:15:00,130,100,90,0,50,30,0,0
2022-08-05 09:30:00,125,105,100,0,45,40,0,0
2022-08-05 09:45:00,105,90,100,0,50,45,0,0
2022-08-05 10:00:00,95,90,110,20,45,40,5,20
2022-08-05 10:15:00,110,85,85,50,35,30,20,20
2022-08-05 10:30:00,100,85,65,50,40,35,20,30
2022-08-05 10:45:00,90,75,55,50,40,35,25,25
2022-08-05 11:00:00,80,65,50,45,35,40,25,20
2022-08-05 11:15:00,80,65,50,45,40,30,25,20
2022-08-05 11:30:00,80,65,50,50,30,30,25,20
2022-08-05 11:45:00,70,65,40,45,30,30,20,20
2022-08-05 12:00:00,70,65,40,40,35,30,25,15
2022-08-05 12:15:00,85,65,40,40,30,25,25,15
2022-08-05 12:30:00,90,60,45,45,30,30,20,15
2022-08-05 12:45:00,80,55,45,45,35,30,30,15
2022-08-05 13:00:00,80,70,55,45,35,30,30,30
2022-08-05 13:15:00,80,65,60,40,35,30,15,30
2022-08-05 13:30:00,85,60,60,40,35,25,20,15
2022-08-05 13:45:00,85,55,50,40,30,25,25,15
2022-08-05 14:00:00,80,60,50,40,25,30,15,20
2022-08-05 14:15:00,80,70,50,40,30,30,15,20
2022-08-05 14:30:00,80,75,55,40,45,30,15,30
2022-08-05 14:45:00,80,70,50,40,40,30,25,30
2022-08-05 15:00:00,70,60,55,40,35,35,25,30
2022-08-05 15:15:00,80,60,55,35,25,35,20,30
2022-08-05 15:30:00,80,60,50,40,25,30,25,30
2022-08-05 15:45:00,80,65,45,40,30,30,20,30
2022-08-05 16:00:00,70,60,40,35,30,25,15,15
2022-08-05 16:15:00,70,60,50,35,25,25,20,30
2022-08-05 16:30:00,75,65,55,35,25,25,25,35
2022-08-05 16:45:00,80,65,55,30,20,20,45,35
2022-08-05 17:00:00,80,60,55,25,15,20,30,20
2022-08-05 17:15:00,85,65,45,30,15,20,20,20
2022-08-05 17:30:00,85,65,40,35,20,20,25,20
2022-08-05 17:45:00,80,70,45,35,20,25,25,30
2022-08-05 18:00:00,95,70,45,40,20,25,15,30
2022-08-05 18:15:00,95,75,45,40,25,25,20,35
2022-08-05 18:30:00,80,70,45,35,20,25,25,15
2022-08-05 18:45:00,80,70,55,30,15,25,25,20
2022-08-05 19:00:00,90,60,50,30,15,25,25,15
2022-08-05 19:15:00,95,60,40,30,15,25,15,25
2022-08-05 19:30:00,85,70,50,30,5,15,20,20
2022-08-05 19:45:00,0,65,60,30,5,15,25,15
2022-08-05 20:00:00,0,0,55,25,15,15,0,20
2022-08-05 20:15:00,0,0,0,25,10,10,0,20
2022-08-05 20:30:00,0,0,0,25,5,15,0,15
2022-08-05 20:45:00,0,0,0,20,5,0,0,25
