時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-08-03 09:00:00,90,80,90,45,5,5,0,0
2022-08-03 09:15:00,90,80,90,50,30,5,0,0
2022-08-03 09:30:00,90,70,80,50,30,20,0,0
2022-08-03 09:45:00,80,80,80,50,30,30,0,0
2022-08-03 10:00:00,70,80,80,50,30,30,5,15
2022-08-03 10:15:00,70,70,70,50,30,25,15,20
2022-08-03 10:30:00,60,60,60,45,30,25,20,20
2022-08-03 10:45:00,60,60,50,0,30,25,25,20
2022-08-03 11:00:00,55,40,45,0,35,25,25,20
2022-08-03 11:15:00,60,40,45,0,35,25,15,20
2022-08-03 11:30:00,60,45,45,0,35,25,20,15
2022-08-03 11:45:00,55,50,45,0,30,25,20,15
2022-08-03 12:00:00,55,60,45,10,20,25,20,15
2022-08-03 12:15:00,50,65,50,25,20,25,25,10
2022-08-03 12:30:00,45,50,50,45,20,25,25,20
2022-08-03 12:45:00,55,40,45,45,20,25,15,15
2022-08-03 13:00:00,55,50,45,45,20,25,15,15
2022-08-03 13:15:00,55,50,45,45,25,20,15,15
2022-08-03 13:30:00,45,55,40,40,20,15,20,15
2022-08-03 13:45:00,55,55,40,35,20,20,25,15
2022-08-03 14:00:00,60,50,45,35,15,15,15,20
2022-08-03 14:15:00,55,45,45,40,25,15,20,20
2022-08-03 14:30:00,50,55,45,45,30,20,15,20
2022-08-03 14:45:00,55,50,45,40,30,20,15,25
2022-08-03 15:00:00,50,45,45,40,20,20,20,15
2022-08-03 15:15:00,45,45,45,40,20,10,20,15
2022-08-03 15:30:00,55,50,50,40,20,15,30,15
2022-08-03 15:45:00,55,50,50,35,15,10,15,20
2022-08-03 16:00:00,50,45,50,35,15,15,20,30
2022-08-03 16:15:00,50,60,50,35,20,15,20,25
2022-08-03 16:30:00,50,55,50,35,20,15,25,25
2022-08-03 16:45:00,55,55,50,40,20,15,15,20
2022-08-03 17:00:00,60,50,50,30,15,20,30,20
2022-08-03 17:15:00,55,45,50,30,10,15,20,20
2022-08-03 17:30:00,60,40,35,30,5,20,25,20
2022-08-03 17:45:00,60,55,35,30,10,20,25,20
2022-08-03 18:00:00,65,60,45,35,20,15,30,15
2022-08-03 18:15:00,65,60,45,35,15,20,15,15
2022-08-03 18:30:00,65,55,50,30,15,20,20,15
2022-08-03 18:45:00,65,55,45,30,15,20,25,30
2022-08-03 19:00:00,65,45,45,30,15,15,15,20
2022-08-03 19:15:00,60,45,45,30,10,10,15,15
2022-08-03 19:30:00,65,55,60,30,10,15,15,15
2022-08-03 19:45:00,70,55,60,30,5,15,20,15
2022-08-03 20:00:00,0,45,0,30,5,5,0,15
2022-08-03 20:15:00,0,50,0,25,5,10,0,15
2022-08-03 20:30:00,0,0,0,20,5,10,0,15
2022-08-03 20:45:00,0,0,0,20,5,0,0,20
