時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-08-25 09:00:00,120,110,5,35,5,5,0,15
2023-08-25 09:15:00,125,110,100,60,5,5,0,20
2023-08-25 09:30:00,130,135,55,80,25,20,0,30
2023-08-25 09:45:00,135,120,55,85,70,40,0,20
2023-08-25 10:00:00,135,120,50,70,75,55,5,20
2023-08-25 10:15:00,120,100,55,60,70,50,20,30
2023-08-25 10:30:00,105,95,60,65,70,40,25,40
2023-08-25 10:45:00,115,95,55,70,60,0,25,45
2023-08-25 11:00:00,115,95,55,70,60,0,15,30
2023-08-25 11:15:00,70,90,50,70,60,0,30,30
2023-08-25 11:30:00,85,80,50,65,50,0,30,30
2023-08-25 11:45:00,90,65,60,65,50,0,20,30
2023-08-25 12:00:00,105,65,55,65,45,0,30,30
2023-08-25 12:15:00,105,110,55,65,45,0,20,35
2023-08-25 12:30:00,110,75,55,55,45,40,25,35
2023-08-25 12:45:00,110,75,45,70,45,60,30,35
2023-08-25 13:00:00,110,75,40,70,40,70,30,35
2023-08-25 13:15:00,105,75,40,65,35,45,20,30
2023-08-25 13:30:00,75,85,55,55,30,45,35,30
2023-08-25 13:45:00,70,95,60,55,45,45,20,30
2023-08-25 14:00:00,70,95,50,55,45,45,25,35
2023-08-25 14:15:00,85,85,45,55,45,45,30,40
2023-08-25 14:30:00,110,75,55,55,45,40,30,35
2023-08-25 14:45:00,100,75,55,65,55,40,20,20
2023-08-25 15:00:00,80,90,50,65,55,40,35,35
2023-08-25 15:15:00,95,90,45,65,55,40,40,30
2023-08-25 15:30:00,100,90,40,70,50,50,30,30
2023-08-25 15:45:00,95,90,40,70,45,45,20,30
2023-08-25 16:00:00,95,90,50,45,45,50,30,30
2023-08-25 16:15:00,80,90,50,45,40,45,20,35
2023-08-25 16:30:00,80,90,45,40,35,45,20,35
2023-08-25 16:45:00,90,80,30,50,35,40,25,20
2023-08-25 17:00:00,90,70,45,40,40,45,25,20
2023-08-25 17:15:00,90,75,45,45,40,45,15,40
2023-08-25 17:30:00,105,70,50,50,35,45,15,35
2023-08-25 17:45:00,120,80,35,50,40,45,15,30
2023-08-25 18:00:00,115,90,35,40,50,40,25,30
2023-08-25 18:15:00,110,80,35,35,45,40,25,20
2023-08-25 18:30:00,100,70,55,40,35,40,25,35
2023-08-25 18:45:00,95,70,45,45,35,45,15,30
2023-08-25 19:00:00,90,70,45,40,35,45,15,20
2023-08-25 19:15:00,80,70,40,35,35,40,25,20
2023-08-25 19:30:00,75,50,35,35,30,30,20,20
2023-08-25 19:45:00,65,45,35,30,20,25,25,15
2023-08-25 20:00:00,65,45,25,20,5,25,15,15
2023-08-25 20:15:00,60,45,20,10,5,15,15,15
2023-08-25 20:30:00,0,40,30,20,5,5,25,20
2023-08-25 20:45:00,0,0,0,25,5,5,0,20
