時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-08-28 09:00:00,120,110,50,0,30,5,0,15
2023-08-28 09:15:00,130,95,110,0,40,45,0,20
2023-08-28 09:30:00,140,110,80,0,60,70,0,30
2023-08-28 09:45:00,150,110,75,0,80,75,0,30
2023-08-28 10:00:00,140,105,75,0,85,70,25,50
2023-08-28 10:15:00,150,120,75,0,85,70,15,45
2023-08-28 10:30:00,130,105,80,0,75,70,25,50
2023-08-28 10:45:00,120,105,80,15,70,70,40,35
2023-08-28 11:00:00,110,95,85,80,60,60,30,45
2023-08-28 11:15:00,100,95,85,100,55,55,30,35
2023-08-28 11:30:00,90,75,75,100,60,55,35,45
2023-08-28 11:45:00,95,75,70,110,65,60,35,35
2023-08-28 12:00:00,100,95,70,120,60,50,40,40
2023-08-28 12:15:00,120,95,75,110,55,55,25,20
2023-08-28 12:30:00,120,95,70,100,55,55,25,40
2023-08-28 12:45:00,105,80,60,95,65,60,25,35
2023-08-28 13:00:00,100,85,60,95,65,65,35,35
2023-08-28 13:15:00,100,85,70,105,65,65,30,35
2023-08-28 13:30:00,100,85,70,105,60,60,35,35
2023-08-28 13:45:00,95,90,70,105,55,55,35,40
2023-08-28 14:00:00,110,110,70,105,55,55,30,40
2023-08-28 14:15:00,110,160,65,105,65,60,30,40
2023-08-28 14:30:00,110,180,70,105,65,65,30,40
2023-08-28 14:45:00,110,180,70,110,65,65,35,40
2023-08-28 15:00:00,110,0,75,110,65,65,40,40
2023-08-28 15:15:00,105,0,80,105,70,60,40,50
2023-08-28 15:30:00,105,0,80,100,70,65,40,50
2023-08-28 15:45:00,110,35,80,90,70,60,30,40
2023-08-28 16:00:00,110,80,75,80,70,60,35,20
2023-08-28 16:15:00,115,110,70,85,70,60,35,20
2023-08-28 16:30:00,125,110,70,100,50,60,25,35
2023-08-28 16:45:00,115,95,70,110,45,55,25,50
2023-08-28 17:00:00,120,105,70,100,55,55,15,50
2023-08-28 17:15:00,125,110,70,90,60,55,15,35
2023-08-28 17:30:00,125,110,90,90,60,55,30,50
2023-08-28 17:45:00,125,110,85,100,60,60,15,20
2023-08-28 18:00:00,135,100,85,100,70,65,25,20
2023-08-28 18:15:00,130,85,75,90,70,65,25,35
2023-08-28 18:30:00,120,85,70,85,60,65,25,45
2023-08-28 18:45:00,110,100,70,75,50,60,15,30
2023-08-28 19:00:00,105,100,70,75,45,55,25,30
2023-08-28 19:15:00,90,85,70,65,40,45,25,15
2023-08-28 19:30:00,90,70,70,65,35,45,25,20
2023-08-28 19:45:00,75,60,60,65,35,45,25,20
2023-08-28 20:00:00,0,50,55,60,30,25,20,20
2023-08-28 20:15:00,0,40,50,0,20,20,15,15
2023-08-28 20:30:00,0,0,0,0,15,20,15,20
2023-08-28 20:45:00,0,0,0,0,0,0,0,20
