時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-07-09 09:00:00,0,0,0,0,0,0,0,0
2023-07-09 09:15:00,130,70,5,60,25,10,0,15
2023-07-09 09:30:00,140,90,60,60,30,25,0,20
2023-07-09 09:45:00,130,120,70,50,40,30,0,20
2023-07-09 10:00:00,130,120,70,50,40,30,0,20
2023-07-09 10:15:00,110,90,60,50,40,30,15,20
2023-07-09 10:30:00,90,80,45,55,35,35,20,20
2023-07-09 10:45:00,100,80,45,55,35,30,25,25
2023-07-09 11:00:00,100,80,50,50,30,25,25,25
2023-07-09 11:15:00,90,70,45,50,35,25,15,15
2023-07-09 11:30:00,95,80,45,40,35,25,15,15
2023-07-09 11:45:00,100,80,40,40,30,25,15,20
2023-07-09 12:00:00,100,80,40,60,35,25,20,20
2023-07-09 12:15:00,100,75,40,60,40,25,25,20
2023-07-09 12:30:00,100,75,35,45,35,30,15,15
2023-07-09 12:45:00,90,70,35,40,35,30,15,5
2023-07-09 13:00:00,90,70,35,40,35,30,15,15
2023-07-09 13:15:00,90,70,45,40,35,25,15,20
2023-07-09 13:30:00,90,70,50,40,35,30,20,35
2023-07-09 13:45:00,95,65,50,40,30,30,25,20
2023-07-09 14:00:00,95,80,35,40,35,35,25,20
2023-07-09 14:15:00,95,80,30,45,35,30,25,20
2023-07-09 14:30:00,95,60,30,40,30,30,25,25
2023-07-09 14:45:00,85,60,35,35,30,25,15,25
2023-07-09 15:00:00,85,65,45,40,25,25,20,35
2023-07-09 15:15:00,85,70,45,45,30,25,15,35
2023-07-09 15:30:00,85,80,45,45,30,20,25,20
2023-07-09 15:45:00,95,75,40,40,30,20,15,20
2023-07-09 16:00:00,110,65,40,40,35,30,15,20
2023-07-09 16:15:00,90,55,40,40,30,30,15,15
2023-07-09 16:30:00,85,60,40,35,25,25,25,15
2023-07-09 16:45:00,90,60,30,30,15,20,25,15
2023-07-09 17:00:00,90,70,40,30,15,20,15,15
2023-07-09 17:15:00,90,80,40,35,20,20,15,20
2023-07-09 17:30:00,90,70,30,40,25,25,15,20
2023-07-09 17:45:00,85,65,30,40,20,25,20,15
2023-07-09 18:00:00,75,60,25,30,15,25,15,15
2023-07-09 18:15:00,70,55,30,25,15,15,20,15
2023-07-09 18:30:00,75,70,35,25,15,15,25,25
2023-07-09 18:45:00,75,60,35,35,15,15,15,15
2023-07-09 19:00:00,70,50,30,25,10,15,15,15
2023-07-09 19:15:00,60,50,25,25,5,15,15,20
2023-07-09 19:30:00,45,40,60,25,5,5,20,20
2023-07-09 19:45:00,45,40,40,25,5,5,15,20
2023-07-09 20:00:00,45,35,30,20,5,5,15,20
2023-07-09 20:15:00,45,25,40,5,5,5,15,15
2023-07-09 20:30:00,35,25,25,5,5,5,15,20
2023-07-09 20:45:00,0,0,0,25,5,5,0,25
