時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-08-08 09:00:00,120,100,80,60,30,10,0,0
2022-08-08 09:15:00,110,110,80,60,40,5,0,0
2022-08-08 09:30:00,110,105,100,60,40,35,0,0
2022-08-08 09:45:00,120,100,100,60,45,45,0,0
2022-08-08 10:00:00,90,80,100,60,50,40,15,5
2022-08-08 10:15:00,90,90,100,65,50,40,15,20
2022-08-08 10:30:00,80,90,90,65,45,40,20,35
2022-08-08 10:45:00,100,90,90,65,40,40,20,35
2022-08-08 11:00:00,100,85,80,65,45,40,15,30
2022-08-08 11:15:00,95,85,80,65,45,35,15,20
2022-08-08 11:30:00,90,80,80,65,50,40,15,35
2022-08-08 11:45:00,90,80,80,70,45,40,15,30
2022-08-08 12:00:00,95,80,80,65,45,40,20,25
2022-08-08 12:15:00,95,85,80,65,45,40,20,30
2022-08-08 12:30:00,95,75,80,65,40,35,25,30
2022-08-08 12:45:00,85,55,90,55,40,40,15,30
2022-08-08 13:00:00,85,75,70,55,40,35,15,30
2022-08-08 13:15:00,85,90,70,60,40,35,15,30
2022-08-08 13:30:00,90,90,70,60,40,40,15,35
2022-08-08 13:45:00,95,90,70,55,40,35,25,20
2022-08-08 14:00:00,95,90,65,55,40,35,25,20
2022-08-08 14:15:00,100,70,70,0,55,40,20,20
2022-08-08 14:30:00,100,75,70,0,55,45,15,35
2022-08-08 14:45:00,110,85,70,0,60,45,15,30
2022-08-08 15:00:00,100,85,70,0,55,45,15,40
2022-08-08 15:15:00,95,85,90,0,45,45,25,45
2022-08-08 15:30:00,95,85,90,0,50,40,25,35
2022-08-08 15:45:00,100,90,100,0,45,40,35,30
2022-08-08 16:00:00,110,85,90,0,45,40,25,35
2022-08-08 16:15:00,110,90,100,5,45,40,25,20
2022-08-08 16:30:00,100,95,80,60,40,40,25,35
2022-08-08 16:45:00,90,80,80,80,35,35,15,35
2022-08-08 17:00:00,100,85,75,75,35,35,35,35
2022-08-08 17:15:00,110,80,80,70,35,35,20,35
2022-08-08 17:30:00,120,80,75,65,40,35,20,25
2022-08-08 17:45:00,115,80,90,60,40,35,25,30
2022-08-08 18:00:00,115,90,80,70,35,35,15,30
2022-08-08 18:15:00,115,90,90,70,40,35,20,35
2022-08-08 18:30:00,115,75,75,70,40,35,20,35
2022-08-08 18:45:00,110,75,80,65,35,40,25,20
2022-08-08 19:00:00,105,80,90,65,30,35,15,20
2022-08-08 19:15:00,105,80,100,65,30,30,15,20
2022-08-08 19:30:00,0,80,0,65,35,25,15,20
2022-08-08 19:45:00,0,80,0,65,30,30,20,15
2022-08-08 20:00:00,0,0,0,65,35,30,0,15
2022-08-08 20:15:00,0,0,0,0,25,35,0,20
2022-08-08 20:30:00,0,0,0,0,0,0,0,20
2022-08-08 20:45:00,0,0,0,0,0,0,0,35
