時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-07-19 09:00:00,0,0,0,0,0,0,0,0
2023-07-19 09:15:00,120,90,50,50,10,15,0,20
2023-07-19 09:30:00,110,90,50,60,25,20,0,15
2023-07-19 09:45:00,115,90,40,50,35,30,0,20
2023-07-19 10:00:00,115,80,50,50,40,30,0,20
2023-07-19 10:15:00,110,80,50,50,35,25,15,20
2023-07-19 10:30:00,90,60,50,50,30,30,20,20
2023-07-19 10:45:00,85,55,50,50,30,25,25,20
2023-07-19 11:00:00,85,65,45,50,35,30,25,20
2023-07-19 11:15:00,90,65,90,50,35,25,15,15
2023-07-19 11:30:00,90,55,90,55,35,25,15,15
2023-07-19 11:45:00,90,50,80,55,40,25,15,15
2023-07-19 12:00:00,100,60,80,50,35,25,20,15
2023-07-19 12:15:00,100,65,80,50,40,25,20,15
2023-07-19 12:30:00,80,60,60,55,35,25,25,20
2023-07-19 12:45:00,80,65,70,55,35,30,15,20
2023-07-19 13:00:00,65,65,70,60,40,30,15,20
2023-07-19 13:15:00,65,60,70,55,30,25,25,20
2023-07-19 13:30:00,75,55,80,45,30,25,20,15
2023-07-19 13:45:00,80,50,85,50,30,30,20,15
2023-07-19 14:00:00,85,55,85,55,35,30,15,15
2023-07-19 14:15:00,105,55,85,55,40,30,15,15
2023-07-19 14:30:00,100,65,85,50,40,30,15,20
2023-07-19 14:45:00,90,65,70,50,35,40,15,20
2023-07-19 15:00:00,80,70,60,50,40,35,25,30
2023-07-19 15:15:00,80,70,80,50,35,25,20,20
2023-07-19 15:30:00,80,60,80,45,35,25,25,35
2023-07-19 15:45:00,90,60,90,55,35,30,15,20
2023-07-19 16:00:00,90,65,90,50,35,30,15,20
2023-07-19 16:15:00,85,65,90,50,30,30,15,20
2023-07-19 16:30:00,85,65,70,45,25,25,25,25
2023-07-19 16:45:00,80,60,70,40,20,25,25,15
2023-07-19 17:00:00,80,60,70,45,20,25,15,15
2023-07-19 17:15:00,80,70,100,45,20,25,25,15
2023-07-19 17:30:00,90,60,90,45,20,25,15,15
2023-07-19 17:45:00,80,50,80,45,30,20,15,20
2023-07-19 18:00:00,80,55,70,60,30,25,25,20
2023-07-19 18:15:00,80,55,70,55,30,25,25,20
2023-07-19 18:30:00,80,60,65,45,25,25,25,25
2023-07-19 18:45:00,80,60,65,45,20,25,15,20
2023-07-19 19:00:00,70,55,60,50,20,20,15,15
2023-07-19 19:15:00,60,45,50,40,10,15,15,20
2023-07-19 19:30:00,55,45,55,35,10,15,20,15
2023-07-19 19:45:00,55,40,55,30,5,15,25,15
2023-07-19 20:00:00,55,25,50,20,5,10,25,15
2023-07-19 20:15:00,45,25,50,20,5,5,15,15
2023-07-19 20:30:00,0,30,0,20,5,5,15,15
2023-07-19 20:45:00,0,0,0,0,5,5,0,20
