時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-07-04 09:00:00,60,60,45,5,5,5,0,0
2022-07-04 09:15:00,80,70,40,15,10,5,0,0
2022-07-04 09:30:00,75,60,45,20,5,5,0,0
2022-07-04 09:45:00,65,45,50,25,5,5,0,0
2022-07-04 10:00:00,50,45,40,30,5,5,10,15
2022-07-04 10:15:00,45,25,40,25,20,5,20,15
2022-07-04 10:30:00,60,45,35,20,10,10,30,15
2022-07-04 10:45:00,55,45,40,20,10,10,15,20
2022-07-04 11:00:00,40,45,40,15,10,5,20,20
2022-07-04 11:15:00,50,30,35,15,20,10,30,20
2022-07-04 11:30:00,45,35,35,15,20,10,15,20
2022-07-04 11:45:00,30,35,35,15,5,10,20,15
2022-07-04 12:00:00,35,30,35,15,5,15,15,15
2022-07-04 12:15:00,50,30,40,10,5,15,15,20
2022-07-04 12:30:00,50,30,40,10,5,5,25,15
2022-07-04 12:45:00,40,30,35,15,5,5,15,20
2022-07-04 13:00:00,40,30,40,15,10,5,15,15
2022-07-04 13:15:00,35,45,30,10,5,5,25,0
2022-07-04 13:30:00,40,35,25,10,5,5,15,0
2022-07-04 13:45:00,40,35,30,10,5,5,20,15
2022-07-04 14:00:00,35,35,30,10,5,10,25,20
2022-07-04 14:15:00,30,45,30,10,5,10,15,15
2022-07-04 14:30:00,40,45,35,5,5,10,20,15
2022-07-04 14:45:00,45,40,30,5,20,10,30,15
2022-07-04 15:00:00,40,35,30,10,20,5,15,15
2022-07-04 15:15:00,35,30,30,15,5,5,25,15
2022-07-04 15:30:00,30,25,30,10,5,5,25,15
2022-07-04 15:45:00,30,30,30,10,5,5,15,20
2022-07-04 16:00:00,35,35,20,10,0,5,20,15
2022-07-04 16:15:00,35,35,35,5,0,5,30,20
2022-07-04 16:30:00,30,35,35,5,0,5,15,20
2022-07-04 16:45:00,30,35,35,5,0,5,20,20
2022-07-04 17:00:00,30,30,35,5,0,5,15,20
2022-07-04 17:15:00,30,30,40,5,0,5,15,15
2022-07-04 17:30:00,30,30,30,5,0,5,20,20
2022-07-04 17:45:00,35,30,35,5,10,5,30,20
2022-07-04 18:00:00,40,35,40,5,10,5,15,15
2022-07-04 18:15:00,40,30,35,5,20,5,25,15
2022-07-04 18:30:00,30,30,35,5,5,5,30,15
2022-07-04 18:45:00,25,30,35,5,15,5,20,15
2022-07-04 19:00:00,30,25,30,5,15,5,20,15
2022-07-04 19:15:00,30,20,30,5,10,5,15,15
2022-07-04 19:30:00,30,20,40,5,10,5,15,20
2022-07-04 19:45:00,30,30,40,5,10,5,0,20
2022-07-04 20:00:00,30,30,45,5,5,5,0,20
2022-07-04 20:15:00,30,25,45,5,5,5,0,20
2022-07-04 20:30:00,30,15,30,5,5,5,0,15
2022-07-04 20:45:00,30,15,0,5,5,5,0,0
