時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-07-23 09:00:00,170,150,80,50,20,5,0,0
2022-07-23 09:15:00,170,150,90,55,20,5,0,0
2022-07-23 09:30:00,170,140,90,55,30,25,0,0
2022-07-23 09:45:00,140,140,90,55,40,40,0,0
2022-07-23 10:00:00,130,140,80,50,40,35,5,5
2022-07-23 10:15:00,130,120,80,50,40,35,20,5
2022-07-23 10:30:00,120,110,75,45,30,35,30,20
2022-07-23 10:45:00,120,95,70,45,25,35,15,20
2022-07-23 11:00:00,120,80,70,45,30,30,20,20
2022-07-23 11:15:00,100,80,70,45,30,35,30,20
2022-07-23 11:30:00,80,40,70,35,30,30,15,15
2022-07-23 11:45:00,80,40,70,35,30,30,25,15
2022-07-23 12:00:00,80,50,45,35,25,25,30,15
2022-07-23 12:15:00,90,70,45,35,25,25,30,15
2022-07-23 12:30:00,90,70,55,35,25,25,25,20
2022-07-23 12:45:00,110,80,70,40,25,25,30,20
2022-07-23 13:00:00,110,80,70,35,20,30,15,20
2022-07-23 13:15:00,100,80,70,35,20,25,25,30
2022-07-23 13:30:00,100,60,65,40,20,25,15,20
2022-07-23 13:45:00,80,55,65,40,20,30,20,20
2022-07-23 14:00:00,80,50,65,40,20,30,30,25
2022-07-23 14:15:00,80,70,45,40,30,25,20,15
2022-07-23 14:30:00,80,70,50,30,40,30,25,30
2022-07-23 14:45:00,80,75,50,25,35,30,25,35
2022-07-23 15:00:00,90,75,50,25,25,30,15,35
2022-07-23 15:15:00,85,75,50,25,0,25,20,20
2022-07-23 15:30:00,85,60,50,35,0,35,30,30
2022-07-23 15:45:00,85,55,50,35,0,30,25,35
2022-07-23 16:00:00,65,55,45,35,0,25,30,30
2022-07-23 16:15:00,70,65,45,35,0,25,30,15
2022-07-23 16:30:00,80,60,50,30,0,30,25,25
2022-07-23 16:45:00,80,60,50,30,0,25,25,30
2022-07-23 17:00:00,80,60,45,25,0,20,30,30
2022-07-23 17:15:00,80,70,50,35,0,25,25,15
2022-07-23 17:30:00,75,70,45,30,0,25,25,20
2022-07-23 17:45:00,75,70,55,20,0,25,30,20
2022-07-23 18:00:00,75,60,55,20,0,25,15,20
2022-07-23 18:15:00,80,60,50,25,0,0,25,20
2022-07-23 18:30:00,85,55,55,30,0,0,30,20
2022-07-23 18:45:00,75,55,55,25,5,0,20,25
2022-07-23 19:00:00,75,50,60,20,35,0,25,15
2022-07-23 19:15:00,75,60,55,20,30,5,20,15
2022-07-23 19:30:00,65,60,55,20,25,10,20,15
2022-07-23 19:45:00,65,60,60,20,20,25,0,15
2022-07-23 20:00:00,0,55,65,20,20,15,0,20
2022-07-23 20:15:00,0,0,0,20,15,15,0,15
2022-07-23 20:30:00,0,0,0,20,5,15,0,15
2022-07-23 20:45:00,0,0,0,10,5,0,0,25
