時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-07-03 09:00:00,120,110,5,0,25,10,0,0
2022-07-03 09:15:00,120,120,70,0,30,5,0,0
2022-07-03 09:30:00,120,110,70,5,30,25,0,0
2022-07-03 09:45:00,110,110,80,20,30,25,0,0
2022-07-03 10:00:00,100,90,80,40,30,20,10,5
2022-07-03 10:15:00,90,80,80,50,30,15,20,20
2022-07-03 10:30:00,70,60,75,55,20,20,30,20
2022-07-03 10:45:00,70,60,70,50,20,20,15,20
2022-07-03 11:00:00,70,60,55,45,20,20,20,20
2022-07-03 11:15:00,70,60,50,40,20,20,30,15
2022-07-03 11:30:00,75,50,45,40,20,20,15,20
2022-07-03 11:45:00,75,45,50,40,20,20,25,15
2022-07-03 12:00:00,70,40,50,40,25,15,30,20
2022-07-03 12:15:00,70,55,60,40,25,20,20,15
2022-07-03 12:30:00,70,55,60,40,15,25,25,15
2022-07-03 12:45:00,70,55,55,40,15,25,30,15
2022-07-03 13:00:00,60,55,60,30,15,25,20,15
2022-07-03 13:15:00,55,55,60,30,20,25,30,15
2022-07-03 13:30:00,55,55,60,35,20,15,30,15
2022-07-03 13:45:00,65,50,60,40,15,15,20,15
2022-07-03 14:00:00,65,50,60,30,15,20,30,20
2022-07-03 14:15:00,60,60,50,30,15,15,15,20
2022-07-03 14:30:00,65,60,60,40,35,20,15,20
2022-07-03 14:45:00,70,60,60,40,35,30,30,25
2022-07-03 15:00:00,70,55,60,30,20,25,15,25
2022-07-03 15:15:00,60,55,60,30,20,20,20,20
2022-07-03 15:30:00,55,55,45,30,20,20,30,25
2022-07-03 15:45:00,50,40,50,25,20,15,15,15
2022-07-03 16:00:00,55,40,40,25,15,15,25,15
2022-07-03 16:15:00,55,40,40,25,10,15,30,20
2022-07-03 16:30:00,55,40,55,25,10,15,15,20
2022-07-03 16:45:00,55,60,50,20,10,15,20,20
2022-07-03 17:00:00,50,60,45,15,10,20,30,20
2022-07-03 17:15:00,50,60,50,20,10,10,15,15
2022-07-03 17:30:00,50,45,45,25,10,5,20,30
2022-07-03 17:45:00,50,50,45,20,10,5,20,30
2022-07-03 18:00:00,55,50,50,20,10,10,15,20
2022-07-03 18:15:00,50,45,50,15,10,10,25,15
2022-07-03 18:30:00,50,45,50,15,10,10,30,15
2022-07-03 18:45:00,50,40,40,15,5,10,15,20
2022-07-03 19:00:00,40,40,40,15,5,10,25,20
2022-07-03 19:15:00,40,40,35,20,5,5,15,15
2022-07-03 19:30:00,45,35,45,15,10,5,20,15
2022-07-03 19:45:00,45,40,45,15,10,5,0,15
2022-07-03 20:00:00,45,40,50,15,5,5,0,15
2022-07-03 20:15:00,45,40,0,15,5,5,0,15
2022-07-03 20:30:00,0,35,0,10,5,5,0,20
2022-07-03 20:45:00,0,10,0,10,5,5,0,15
