時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-07-24 09:00:00,110,90,100,45,20,5,0,0
2022-07-24 09:15:00,110,90,100,50,20,5,0,0
2022-07-24 09:30:00,80,90,100,50,0,30,0,0
2022-07-24 09:45:00,75,80,80,45,0,30,0,0
2022-07-24 10:00:00,75,80,70,30,0,30,15,5
2022-07-24 10:15:00,75,80,70,0,0,30,25,20
2022-07-24 10:30:00,70,70,50,0,0,35,30,20
2022-07-24 10:45:00,65,60,50,0,0,35,15,20
2022-07-24 11:00:00,65,65,50,0,0,35,25,15
2022-07-24 11:15:00,65,45,65,0,5,30,30,15
2022-07-24 11:30:00,65,55,65,0,25,25,15,15
2022-07-24 11:45:00,65,50,60,0,30,20,25,20
2022-07-24 12:00:00,55,45,50,0,35,20,30,20
2022-07-24 12:15:00,55,45,50,5,35,20,15,15
2022-07-24 12:30:00,55,45,40,40,35,25,30,20
2022-07-24 12:45:00,55,45,35,35,35,20,30,15
2022-07-24 13:00:00,45,55,40,30,35,20,15,20
2022-07-24 13:15:00,45,55,40,35,25,20,25,20
2022-07-24 13:30:00,60,45,45,35,25,15,15,15
2022-07-24 13:45:00,60,45,40,35,25,15,25,15
2022-07-24 14:00:00,55,45,40,40,0,25,25,20
2022-07-24 14:15:00,55,45,35,45,0,25,10,30
2022-07-24 14:30:00,50,65,45,40,0,25,20,20
2022-07-24 14:45:00,60,55,50,40,0,20,30,20
2022-07-24 15:00:00,60,45,45,35,0,15,20,25
2022-07-24 15:15:00,55,45,40,35,0,15,30,30
2022-07-24 15:30:00,55,50,40,35,10,15,30,20
2022-07-24 15:45:00,55,50,40,35,20,5,20,20
2022-07-24 16:00:00,60,50,35,35,30,10,20,20
2022-07-24 16:15:00,50,55,40,35,35,15,30,30
2022-07-24 16:30:00,50,40,50,35,35,20,15,20
2022-07-24 16:45:00,45,40,40,35,35,20,25,30
2022-07-24 17:00:00,45,40,35,25,30,5,30,15
2022-07-24 17:15:00,50,50,35,20,30,5,20,15
2022-07-24 17:30:00,60,50,35,20,30,20,25,15
2022-07-24 17:45:00,55,50,40,20,25,15,15,30
2022-07-24 18:00:00,55,50,40,25,25,15,15,15
2022-07-24 18:15:00,55,45,40,25,25,15,25,15
2022-07-24 18:30:00,55,45,40,25,25,15,30,15
2022-07-24 18:45:00,55,45,35,20,25,10,15,20
2022-07-24 19:00:00,55,50,35,20,20,15,30,20
2022-07-24 19:15:00,55,50,40,10,15,5,15,20
2022-07-24 19:30:00,55,45,55,10,10,5,20,15
2022-07-24 19:45:00,50,45,55,15,10,5,0,20
2022-07-24 20:00:00,0,45,50,25,5,5,0,15
2022-07-24 20:15:00,0,45,50,25,5,5,0,15
2022-07-24 20:30:00,0,0,0,10,5,5,0,15
2022-07-24 20:45:00,0,0,0,10,5,0,0,20
