時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-07-25 09:00:00,100,100,90,5,25,5,0,0
2022-07-25 09:15:00,150,100,90,65,25,5,0,0
2022-07-25 09:30:00,135,110,100,65,35,20,0,0
2022-07-25 09:45:00,140,100,100,55,50,35,0,0
2022-07-25 10:00:00,150,95,90,40,50,45,5,20
2022-07-25 10:15:00,130,85,90,50,45,35,20,30
2022-07-25 10:30:00,130,80,80,50,35,30,25,35
2022-07-25 10:45:00,120,70,75,50,35,35,35,20
2022-07-25 11:00:00,105,70,75,40,35,35,25,20
2022-07-25 11:15:00,100,60,60,40,45,35,35,20
2022-07-25 11:30:00,95,60,65,40,40,35,15,25
2022-07-25 11:45:00,85,55,60,40,40,35,30,25
2022-07-25 12:00:00,80,60,60,40,30,35,30,15
2022-07-25 12:15:00,80,60,65,40,30,35,20,30
2022-07-25 12:30:00,95,60,70,40,30,25,25,20
2022-07-25 12:45:00,95,60,65,45,30,30,15,20
2022-07-25 13:00:00,95,75,75,55,40,30,20,25
2022-07-25 13:15:00,95,70,75,45,35,30,25,20
2022-07-25 13:30:00,85,70,75,45,35,25,20,35
2022-07-25 13:45:00,70,65,75,40,35,25,20,35
2022-07-25 14:00:00,80,60,65,35,35,25,25,35
2022-07-25 14:15:00,85,60,75,40,45,30,20,35
2022-07-25 14:30:00,90,65,75,40,40,30,20,40
2022-07-25 14:45:00,85,65,60,45,40,30,30,40
2022-07-25 15:00:00,75,70,55,45,30,25,20,35
2022-07-25 15:15:00,60,65,55,40,30,25,25,35
2022-07-25 15:30:00,80,60,65,35,30,25,25,35
2022-07-25 15:45:00,80,55,60,30,25,25,20,35
2022-07-25 16:00:00,80,60,60,30,25,20,20,20
2022-07-25 16:15:00,80,65,60,30,25,25,30,20
2022-07-25 16:30:00,70,65,65,35,25,20,20,15
2022-07-25 16:45:00,65,65,55,35,20,20,25,10
2022-07-25 17:00:00,75,65,55,40,20,20,30,25
2022-07-25 17:15:00,90,65,55,40,15,20,20,30
2022-07-25 17:30:00,90,65,60,35,30,20,25,30
2022-07-25 17:45:00,90,65,70,35,30,20,30,30
2022-07-25 18:00:00,100,65,65,30,25,30,15,30
2022-07-25 18:15:00,90,65,65,30,25,25,25,35
2022-07-25 18:30:00,85,65,60,25,20,20,20,20
2022-07-25 18:45:00,85,65,60,30,20,20,20,20
2022-07-25 19:00:00,90,60,60,30,20,25,30,20
2022-07-25 19:15:00,90,60,60,30,15,25,20,15
2022-07-25 19:30:00,95,65,65,30,15,15,25,20
2022-07-25 19:45:00,0,70,70,30,10,15,0,15
2022-07-25 20:00:00,0,0,65,30,15,15,0,15
2022-07-25 20:15:00,0,0,0,20,5,15,0,15
2022-07-25 20:30:00,0,0,0,25,5,15,0,15
2022-07-25 20:45:00,0,0,0,20,5,10,0,20
