時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-08-15 09:00:00,180,150,130,70,30,15,0,0
2022-08-15 09:15:00,190,160,140,75,45,10,0,0
2022-08-15 09:30:00,190,160,130,75,50,40,0,0
2022-08-15 09:45:00,180,150,130,80,55,60,0,0
2022-08-15 10:00:00,170,150,130,80,55,60,5,20
2022-08-15 10:15:00,170,140,130,80,55,50,5,20
2022-08-15 10:30:00,150,140,120,80,60,50,5,30
2022-08-15 10:45:00,140,130,110,80,60,50,5,35
2022-08-15 11:00:00,130,120,100,80,60,50,25,35
2022-08-15 11:15:00,130,110,110,80,55,50,30,35
2022-08-15 11:30:00,130,100,110,80,55,50,30,35
2022-08-15 11:45:00,120,100,110,80,55,50,20,40
2022-08-15 12:00:00,130,95,80,75,60,50,20,40
2022-08-15 12:15:00,130,110,80,75,60,45,40,40
2022-08-15 12:30:00,140,110,90,75,60,45,15,30
2022-08-15 12:45:00,140,115,90,75,55,45,30,30
2022-08-15 13:00:00,140,95,90,75,55,50,30,30
2022-08-15 13:15:00,130,100,80,75,50,50,35,30
2022-08-15 13:30:00,130,110,100,70,50,50,20,30
2022-08-15 13:45:00,120,100,100,75,50,45,25,40
2022-08-15 14:00:00,130,100,100,75,55,45,30,35
2022-08-15 14:15:00,130,110,100,75,65,45,30,35
2022-08-15 14:30:00,130,130,90,75,65,45,30,50
2022-08-15 14:45:00,140,125,90,75,60,55,35,45
2022-08-15 15:00:00,140,120,90,75,60,55,20,45
2022-08-15 15:15:00,140,100,100,75,50,50,25,35
2022-08-15 15:30:00,140,100,100,80,55,50,25,40
2022-08-15 15:45:00,140,100,100,80,50,50,30,35
2022-08-15 16:00:00,130,100,110,75,50,50,20,35
2022-08-15 16:15:00,140,100,100,70,50,45,20,45
2022-08-15 16:30:00,140,100,100,70,50,45,25,50
2022-08-15 16:45:00,140,115,100,70,50,45,40,45
2022-08-15 17:00:00,140,110,100,60,50,45,35,35
2022-08-15 17:15:00,140,110,100,60,50,40,25,30
2022-08-15 17:30:00,145,115,100,65,50,40,20,30
2022-08-15 17:45:00,145,105,100,65,50,40,15,30
2022-08-15 18:00:00,160,110,110,70,50,45,30,45
2022-08-15 18:15:00,155,110,90,70,50,50,15,35
2022-08-15 18:30:00,145,95,100,70,50,40,20,45
2022-08-15 18:45:00,140,95,100,65,45,45,25,30
2022-08-15 19:00:00,135,95,100,60,45,45,25,25
2022-08-15 19:15:00,130,95,100,60,45,40,15,20
2022-08-15 19:30:00,0,95,100,60,45,40,20,35
2022-08-15 19:45:00,0,85,0,60,45,40,20,35
2022-08-15 20:00:00,0,0,0,60,40,40,0,30
2022-08-15 20:15:00,0,0,0,60,35,30,0,30
2022-08-15 20:30:00,0,0,0,0,25,0,0,20
2022-08-15 20:45:00,0,0,0,0,0,0,0,0
