時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-07-10 09:00:00,150,140,80,60,30,5,0,0
2022-07-10 09:15:00,150,140,100,70,30,10,0,0
2022-07-10 09:30:00,170,140,110,70,40,30,0,0
2022-07-10 09:45:00,190,140,120,70,45,40,0,0
2022-07-10 10:00:00,180,130,100,60,45,45,5,25
2022-07-10 10:15:00,170,120,100,60,45,45,25,25
2022-07-10 10:30:00,130,100,100,55,45,40,25,20
2022-07-10 10:45:00,130,100,90,50,45,40,35,25
2022-07-10 11:00:00,130,100,90,50,45,35,20,20
2022-07-10 11:15:00,130,95,80,50,40,35,30,30
2022-07-10 11:30:00,110,95,80,50,40,30,15,30
2022-07-10 11:45:00,110,80,80,50,40,30,25,15
2022-07-10 12:00:00,100,70,70,50,40,30,30,15
2022-07-10 12:15:00,100,70,70,50,40,35,20,20
2022-07-10 12:30:00,100,70,60,55,40,35,25,20
2022-07-10 12:45:00,110,70,55,55,35,35,35,20
2022-07-10 13:00:00,110,70,55,50,35,35,25,35
2022-07-10 13:15:00,100,75,75,50,35,35,25,35
2022-07-10 13:30:00,90,70,75,50,40,35,25,25
2022-07-10 13:45:00,100,70,75,45,40,30,20,25
2022-07-10 14:00:00,100,70,70,45,40,30,25,25
2022-07-10 14:15:00,90,70,65,45,50,35,35,30
2022-07-10 14:30:00,90,85,65,50,45,35,40,30
2022-07-10 14:45:00,100,85,65,55,45,35,25,30
2022-07-10 15:00:00,110,80,65,55,35,35,35,20
2022-07-10 15:15:00,110,80,65,50,35,35,25,20
2022-07-10 15:30:00,100,70,65,50,30,35,25,35
2022-07-10 15:45:00,90,70,65,50,30,30,20,35
2022-07-10 16:00:00,90,70,55,45,40,30,20,35
2022-07-10 16:15:00,90,70,55,45,40,30,30,30
2022-07-10 16:30:00,90,70,60,45,35,30,35,35
2022-07-10 16:45:00,100,70,60,45,30,30,25,30
2022-07-10 17:00:00,100,70,65,45,25,30,35,20
2022-07-10 17:15:00,110,70,65,50,25,35,15,30
2022-07-10 17:30:00,120,80,75,40,30,30,25,35
2022-07-10 17:45:00,120,80,75,40,30,30,30,35
2022-07-10 18:00:00,100,85,75,40,30,25,15,30
2022-07-10 18:15:00,100,85,75,45,30,25,25,30
2022-07-10 18:30:00,100,65,75,45,30,30,30,30
2022-07-10 18:45:00,110,65,65,40,25,30,20,20
2022-07-10 19:00:00,110,50,65,35,15,25,25,20
2022-07-10 19:15:00,100,60,65,35,5,20,15,20
2022-07-10 19:30:00,90,70,60,35,15,20,20,15
2022-07-10 19:45:00,80,0,65,30,15,20,0,20
2022-07-10 20:00:00,0,0,0,35,10,20,0,15
2022-07-10 20:15:00,0,0,0,35,10,10,0,20
2022-07-10 20:30:00,0,0,0,35,10,15,0,20
2022-07-10 20:45:00,0,0,0,0,10,0,0,15
