時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,100,100,90,5,25,5,0,0
15,150,100,90,65,25,5,0,0
30,135,110,100,65,35,20,0,0
45,140,100,100,55,50,35,0,0
60,150,95,90,40,50,45,5,20
75,130,85,90,50,45,35,20,30
90,130,80,80,50,35,30,25,35
105,120,70,75,50,35,35,35,20
120,105,70,75,40,35,35,25,20
135,100,60,60,40,45,35,35,20
150,95,60,65,40,40,35,15,25
165,85,55,60,40,40,35,30,25
180,80,60,60,40,30,35,30,15
195,80,60,65,40,30,35,20,30
210,95,60,70,40,30,25,25,20
225,95,60,65,45,30,30,15,20
240,95,75,75,55,40,30,20,25
255,95,70,75,45,35,30,25,20
270,85,70,75,45,35,25,20,35
285,70,65,75,40,35,25,20,35
300,80,60,65,35,35,25,25,35
315,85,60,75,40,45,30,20,35
330,90,65,75,40,40,30,20,40
345,85,65,60,45,40,30,30,40
360,75,70,55,45,30,25,20,35
375,60,65,55,40,30,25,25,35
390,80,60,65,35,30,25,25,35
405,80,55,60,30,25,25,20,35
420,80,60,60,30,25,20,20,20
435,80,65,60,30,25,25,30,20
450,70,65,65,35,25,20,20,15
465,65,65,55,35,20,20,25,10
480,75,65,55,40,20,20,30,25
495,90,65,55,40,15,20,20,30
510,90,65,60,35,30,20,25,30
525,90,65,70,35,30,20,30,30
540,100,65,65,30,25,30,15,30
555,90,65,65,30,25,25,25,35
570,85,65,60,25,20,20,20,20
585,85,65,60,30,20,20,20,20
600,90,60,60,30,20,25,30,20
615,90,60,60,30,15,25,20,15
630,95,65,65,30,15,15,25,20
645,0,70,70,30,10,15,0,15
660,0,0,65,30,15,15,0,15
675,0,0,0,20,5,15,0,15
690,0,0,0,25,5,15,0,15
705,0,0,0,20,5,10,0,20
