時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,90,90,60,40,5,5,0,0
15,90,100,80,40,30,5,0,0
30,95,90,80,35,20,5,0,0
45,85,90,80,40,25,25,0,0
60,80,80,90,35,35,30,30,15
75,60,75,80,35,35,25,20,20
90,60,60,55,35,30,25,25,20
105,60,55,45,35,25,25,15,20
120,55,35,35,35,25,25,25,20
135,50,40,30,40,25,25,30,20
150,60,50,40,30,25,15,15,20
165,60,45,50,30,20,15,25,15
180,60,45,50,30,10,15,30,15
195,60,50,50,25,10,20,20,15
210,55,50,45,25,10,15,30,20
225,50,45,45,25,20,15,30,15
240,55,55,45,25,20,15,20,15
255,60,55,55,20,20,15,30,20
270,60,55,50,20,15,15,30,20
285,50,55,50,20,15,10,20,15
300,50,50,50,30,10,10,30,20
315,55,40,55,20,15,15,15,20
330,60,45,65,15,30,20,20,25
345,55,60,75,20,30,25,30,30
360,50,65,55,30,20,20,20,30
375,55,60,45,30,20,15,25,15
390,55,60,40,25,20,10,30,20
405,55,40,40,15,10,15,15,15
420,55,30,45,10,10,15,30,30
435,50,55,50,15,10,15,30,15
450,50,60,55,20,10,15,15,30
465,50,55,45,15,10,10,25,20
480,50,50,45,15,5,5,30,20
495,60,50,45,15,5,10,15,20
510,60,50,45,15,5,10,25,15
525,60,60,50,15,15,15,30,30
540,60,60,55,15,20,15,20,15
555,60,55,45,15,20,20,30,15
570,60,55,50,20,15,20,15,15
585,60,55,40,20,15,15,20,15
600,60,45,40,20,15,15,25,15
615,60,40,45,15,15,10,15,20
630,60,40,55,10,20,10,15,20
645,65,55,60,10,15,5,0,20
660,65,55,65,15,15,5,0,20
675,0,50,0,15,15,5,0,15
690,0,50,0,15,10,5,0,15
705,0,0,0,15,5,5,0,20
