時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,5,5,60,30,15,0,0,0
15,60,50,60,30,5,0,0,0
30,65,50,50,30,5,0,0,0
45,60,45,40,35,5,5,0,0
60,60,45,45,35,15,15,5,5
75,55,45,45,35,15,20,20,15
90,55,45,45,30,15,15,30,15
105,50,40,45,30,15,10,15,20
120,40,40,45,25,10,10,20,20
135,40,35,45,20,10,15,30,20
150,40,35,45,20,10,15,15,20
165,40,35,40,25,10,15,30,20
180,45,35,35,15,5,15,30,20
195,45,40,35,20,5,10,20,15
210,45,40,25,20,5,10,25,15
225,40,40,35,20,5,5,20,15
240,40,40,45,20,5,10,20,15
255,45,40,40,15,5,10,25,15
270,40,35,30,10,5,10,15,15
285,40,50,30,10,5,5,20,15
300,45,35,40,10,5,15,30,15
315,45,35,40,15,5,20,15,15
330,45,45,40,15,5,20,20,15
345,50,40,40,15,15,20,15,15
360,45,40,35,20,15,15,35,20
375,45,50,35,20,15,5,20,20
390,40,50,35,15,5,5,25,20
405,35,40,35,10,5,5,15,20
420,35,40,30,10,5,5,25,20
435,40,30,30,10,5,5,20,15
450,40,35,40,15,5,5,25,30
465,40,35,30,15,5,5,25,15
480,40,35,25,10,5,5,30,15
495,50,40,25,10,5,5,15,20
510,50,40,25,10,5,5,20,20
525,35,40,40,10,5,10,30,20
540,35,45,35,10,10,15,15,20
555,45,40,30,15,10,20,25,20
570,50,30,30,15,10,10,30,20
585,45,40,25,15,10,10,20,20
600,45,40,30,5,5,10,25,15
615,40,35,35,5,5,5,20,15
630,40,35,35,10,5,5,15,20
645,40,50,40,15,5,5,0,15
660,40,40,45,15,5,5,0,15
675,45,30,0,15,5,5,0,15
690,35,0,0,15,5,5,0,15
705,0,0,0,15,5,5,0,0
