時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,190,160,5,55,25,5,0,0
15,190,160,120,65,30,10,0,0
30,200,180,120,75,55,25,0,0
45,200,180,120,75,55,40,0,0
60,200,180,120,0,60,45,15,5
75,200,130,130,0,60,50,25,35
90,180,130,140,0,70,60,30,35
105,180,120,140,0,70,60,40,40
120,180,120,150,0,80,60,20,55
135,180,120,150,0,80,50,35,40
150,180,120,150,15,70,60,40,40
165,180,120,150,70,60,60,25,40
180,180,130,110,80,60,50,35,30
195,180,140,100,85,50,50,40,30
210,170,150,100,85,50,35,25,45
225,160,130,100,85,0,40,35,45
240,150,130,110,90,55,50,50,30
255,160,130,100,95,55,50,45,30
270,160,130,100,90,55,50,40,35
285,160,130,100,90,55,50,20,35
300,160,140,100,90,65,60,30,35
315,150,140,100,90,65,60,45,35
330,140,140,100,90,65,60,45,45
345,140,140,80,90,60,45,45,40
360,140,140,90,85,55,50,35,40
375,150,130,110,85,45,50,45,50
390,150,120,120,85,55,55,50,45
405,160,120,110,85,55,50,40,45
420,160,120,110,85,60,50,45,40
435,160,130,110,85,50,40,40,35
450,160,130,110,85,55,45,40,45
465,160,130,120,85,55,45,40,35
480,160,120,120,80,55,45,40,50
495,160,120,110,80,55,45,40,50
510,165,120,100,80,55,45,40,45
525,165,120,100,80,55,45,30,50
540,170,120,100,80,50,60,20,35
555,170,110,90,80,50,60,35,30
570,160,100,90,70,50,55,40,30
585,0,90,90,70,50,55,40,30
600,0,95,100,70,40,40,15,45
615,0,95,110,70,40,35,30,35
630,0,0,0,70,40,40,20,30
645,0,0,0,70,40,40,0,30
660,0,0,0,0,40,45,0,45
675,0,0,0,0,40,45,0,35
690,0,0,0,0,0,0,0,30
705,0,0,0,0,0,0,0,0
