時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,85,65,60,30,10,5,0,0
15,80,70,55,35,5,5,0,0
30,70,55,55,40,5,10,0,0
45,65,50,55,40,10,20,0,0
60,60,40,55,35,30,25,30,15
75,55,40,50,30,35,20,25,20
90,55,50,35,30,25,15,30,15
105,55,50,45,30,20,15,15,20
120,50,45,50,30,20,15,20,20
135,50,35,40,30,20,20,30,20
150,50,35,40,30,20,20,15,20
165,40,35,40,30,20,20,25,20
180,45,45,40,25,20,15,30,15
195,50,50,50,25,15,15,15,15
210,50,40,50,30,15,15,25,20
225,50,40,30,30,20,20,30,15
240,50,40,45,30,20,15,15,15
255,45,40,45,20,20,10,25,15
270,55,40,40,10,15,10,30,15
285,60,40,40,20,15,15,20,15
300,50,50,30,25,25,15,25,15
315,50,50,40,25,15,15,30,20
330,55,45,60,25,15,15,20,20
345,55,45,45,20,15,20,25,20
360,55,45,50,20,15,15,25,20
375,55,45,45,20,15,15,20,15
390,45,40,35,25,10,10,25,15
405,45,40,40,25,5,10,15,15
420,45,40,40,15,5,10,20,15
435,45,40,40,15,5,10,30,15
450,45,40,35,15,10,5,15,30
465,45,40,35,10,10,5,25,20
480,50,35,35,10,5,5,30,20
495,60,50,35,15,5,5,15,20
510,45,45,35,20,5,5,20,20
525,45,45,40,20,10,5,30,20
540,50,45,40,25,10,5,15,15
555,50,40,40,20,10,20,30,15
570,45,40,35,20,10,15,30,15
585,50,40,45,20,15,15,20,15
600,45,35,35,10,10,5,30,15
615,45,40,35,10,5,5,20,15
630,45,40,35,10,5,5,20,20
645,50,40,45,10,5,5,0,20
660,50,35,50,15,5,5,0,20
675,35,35,45,15,5,5,0,15
690,0,0,35,20,5,5,0,20
705,0,0,0,10,5,5,0,15
