時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,90,90,5,40,15,5,0,0
15,95,100,80,45,25,5,0,0
30,95,100,75,40,25,15,0,0
45,100,90,65,40,25,25,0,0
60,90,90,70,35,35,30,30,15
75,90,75,55,35,40,25,20,15
90,85,75,55,35,30,25,30,15
105,65,60,45,35,30,25,15,20
120,60,45,40,35,25,25,20,20
135,60,45,40,35,25,25,15,20
150,60,50,45,40,20,25,15,20
165,55,50,45,55,15,25,20,20
180,55,50,45,45,15,20,30,15
195,50,50,45,35,15,15,30,20
210,60,50,50,25,15,15,25,20
225,60,55,50,25,25,15,15,20
240,60,55,50,25,25,15,20,20
255,65,50,55,25,25,20,25,20
270,60,45,60,25,15,20,15,15
285,60,45,60,25,15,15,20,15
300,65,50,40,25,15,20,25,15
315,65,60,40,20,15,20,15,15
330,65,80,45,20,25,20,20,20
345,55,75,55,20,40,20,30,30
360,50,60,55,25,25,25,30,35
375,55,55,60,25,25,25,20,20
390,60,55,55,25,20,20,30,20
405,65,45,45,25,15,15,15,20
420,65,45,45,15,15,15,20,15
435,50,55,45,15,15,10,30,15
450,55,55,50,0,10,10,15,30
465,55,55,50,0,5,10,25,15
480,60,55,50,0,5,10,30,20
495,60,55,45,0,5,10,15,15
510,60,55,45,0,10,15,30,20
525,55,50,45,0,20,20,30,20
540,55,50,55,0,20,25,15,20
555,55,50,55,10,15,25,25,15
570,55,50,55,30,15,20,20,15
585,60,45,45,30,5,15,25,15
600,60,45,45,30,5,15,30,15
615,55,45,45,30,5,5,20,15
630,55,45,40,25,5,10,20,15
645,55,60,40,20,5,10,0,15
660,50,55,60,15,5,5,0,15
675,0,0,0,15,5,5,0,20
690,0,0,0,25,5,5,0,20
705,0,0,0,0,5,5,0,20
