日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
,6095,675.0,"[5, 4, 6, 3, 4, 5, 6, 4, 2, 4, 5, 4, 3]","[5, 4, 6, 3, 4, 5, 6, 4, 2, 4, 5, 4, 3]","[0, 30, 75, 135, 210, 270, 315, 375, 420, 495, 540, 585, 630]"
,6090,671.5,"[7, 6, 4, 6, 4, 5, 3, 6, 5, 5, 5, 5, 4, 4, 3, 6, 4, 4, 1]","[7, 6, 4, 6, 4, 5, 3, 6, 5, 4, 3, 6, 4]","[0, 45, 90, 150, 195, 255, 300, 375, 435, 480, 525, 585, 645]"
,6106,665.5,"[4, 5, 4, 3, 5, 5, 4, 5, 5, 4, 2, 4, 5, 4, 2, 0]","[4, 5, 4, 3, 5, 4, 5, 4, 2, 4, 5, 4, 2]","[0, 30, 75, 135, 210, 255, 300, 345, 405, 480, 525, 570, 615]"
,6512,673.0,"[5, 7, 6, 5, 4, 5, 5, 4, 4, 5, 5, 4, 6, 4, 5, 4, 4, 5]","[5, 7, 6, 5, 4, 5, 4, 5, 4, 6, 4, 5, 4, 5]","[0, 30, 75, 135, 180, 240, 285, 345, 390, 450, 510, 555, 600, 645]"
,6116,673.5,"[4, 7, 5, 7, 4, 4, 4, 7, 6, 5, 3, 5, 5, 4, 2, 2, 4, 4]","[4, 7, 5, 7, 4, 7, 6, 5, 3, 5, 4, 2, 4]","[0, 30, 75, 135, 195, 255, 330, 375, 435, 495, 540, 585, 660]"
,5580,655.0,"[5, 4, 6, 5, 5, 2, 2, 2, 5, 6, 7, 5, 6, 4, 7]","[5, 4, 6, 5, 2, 5, 6, 7, 5, 6, 4, 7]","[0, 30, 75, 135, 195, 255, 300, 375, 450, 495, 555, 600]"
,6079,668.0,"[5, 4, 6, 5, 2, 5, 2, 4, 3, 5, 5, 4, 3, 4]","[5, 4, 6, 5, 2, 5, 2, 4, 3, 5, 4, 3, 4]","[0, 30, 75, 135, 195, 255, 300, 375, 435, 495, 540, 585, 645]"
,6084,675.0,"[5, 4, 6, 4, 4, 3, 4, 5, 6, 4, 5, 6, 2, 4]","[5, 4, 6, 4, 3, 4, 5, 6, 4, 5, 6, 2, 4]","[0, 30, 75, 135, 195, 270, 315, 360, 420, 480, 525, 585, 645]"
,6107,664.0,"[7, 6, 6, 4, 4, 5, 4, 7, 2, 2, 4, 5, 4, 6, 4, 5]","[7, 6, 4, 5, 4, 7, 2, 4, 5, 4, 6, 4, 5]","[0, 45, 90, 150, 195, 255, 315, 390, 450, 495, 540, 600, 645]"
,6095,667.5,"[4, 4, 6, 5, 3, 3, 5, 4, 4, 2, 4, 5, 3, 4, 6, 4]","[4, 6, 5, 3, 5, 4, 2, 4, 5, 3, 4, 6, 4]","[0, 30, 75, 135, 195, 240, 300, 375, 435, 480, 540, 585, 645]"
,6101,669.5,"[4, 5, 5, 7, 6, 4, 4, 6, 5, 4, 3, 5, 4, 4, 2, 2, 2, 4]","[4, 5, 7, 6, 4, 6, 5, 4, 3, 5, 4, 2, 4]","[0, 30, 75, 135, 195, 255, 315, 360, 420, 480, 525, 570, 645]"
,6072,661.0,"[5, 6, 4, 6, 4, 3, 3, 4, 6, 4, 5, 5, 6, 5, 4, 0]","[5, 6, 4, 6, 4, 3, 4, 6, 4, 5, 6, 5, 4]","[0, 30, 60, 135, 195, 255, 315, 375, 435, 495, 540, 600, 630]"
,6056,672.5,"[3, 6, 5, 7, 5, 5, 2, 5, 5, 4, 5, 4, 3, 5, 4, 1, 0]","[3, 6, 5, 7, 5, 2, 5, 4, 5, 4, 3, 5, 4]","[0, 60, 105, 165, 225, 270, 345, 390, 450, 495, 540, 600, 645]"
,6103,670.0,"[4, 6, 6, 5, 4, 5, 4, 3, 4, 5, 6, 4, 2, 4]","[4, 6, 5, 4, 5, 4, 3, 4, 5, 6, 4, 2, 4]","[0, 30, 75, 135, 195, 240, 300, 360, 420, 465, 525, 570, 645]"
,6127,675.0,"[5, 7, 6, 4, 5, 4, 4, 7, 4, 6, 4, 2, 3, 4, 4, 4, 1]","[5, 7, 6, 4, 5, 4, 7, 4, 6, 4, 2, 3, 4]","[0, 30, 75, 135, 195, 240, 300, 360, 420, 465, 525, 585, 645]"
,6091,667.0,"[4, 5, 3, 4, 3, 3, 7, 4, 5, 6, 5, 5, 5, 4, 5, 4]","[4, 5, 3, 4, 3, 7, 4, 5, 6, 5, 4, 5, 4]","[0, 30, 75, 150, 210, 270, 330, 390, 435, 510, 555, 600, 645]"
,5665,673.0,"[4, 2, 3, 2, 7, 2, 2, 4, 3, 5, 5, 4, 5, 4]","[4, 2, 3, 2, 7, 2, 4, 3, 5, 4, 5, 4]","[0, 30, 120, 195, 255, 315, 390, 450, 510, 555, 600, 645]"
,6084,673.5,"[4, 5, 4, 2, 5, 5, 6, 7, 3, 5, 4, 3, 3, 4, 5]","[4, 5, 4, 2, 5, 6, 7, 3, 5, 4, 3, 4, 5]","[0, 30, 75, 135, 210, 255, 315, 390, 450, 495, 555, 615, 645]"
,5646,675.0,"[5, 7, 6, 7, 4, 6, 3, 2, 6, 3, 4, 7]","[5, 7, 6, 7, 4, 6, 3, 2, 6, 3, 4, 7]","[0, 30, 75, 135, 195, 255, 315, 375, 450, 510, 585, 615]"
,6071,667.0,"[4, 6, 4, 4, 6, 6, 7, 7, 5, 6, 4, 5, 2, 4, 6, 5]","[4, 6, 4, 6, 7, 5, 6, 4, 5, 2, 4, 6, 5]","[0, 30, 75, 135, 195, 270, 315, 375, 420, 465, 540, 585, 645]"
,6063,670.0,"[4, 5, 4, 6, 6, 4, 6, 4, 5, 5, 6, 3, 5, 5, 4, 5]","[4, 5, 4, 6, 4, 6, 4, 5, 6, 3, 5, 4, 5]","[0, 30, 75, 135, 195, 255, 315, 375, 435, 495, 555, 600, 645]"
,6095,675.0,"[5, 6, 5, 5, 5, 4, 5, 4, 2, 4, 3, 4, 3, 4, 6]","[5, 6, 5, 4, 5, 4, 2, 4, 3, 4, 3, 4, 6]","[0, 30, 60, 120, 180, 225, 285, 360, 405, 465, 525, 585, 630]"
,5662,671.0,"[7, 6, 4, 7, 7, 3, 2, 7, 7, 4, 4, 4, 5, 4, 5, 7]","[7, 6, 4, 7, 3, 2, 7, 4, 5, 4, 5, 7]","[0, 45, 90, 150, 210, 285, 360, 435, 480, 525, 570, 615]"
,5654,663.0,"[4, 5, 3, 4, 6, 2, 7, 2, 4, 2, 4, 5]","[4, 5, 3, 4, 6, 2, 7, 2, 4, 2, 4, 5]","[0, 30, 75, 150, 210, 270, 345, 405, 480, 525, 585, 630]"
,5653,664.0,"[4, 7, 4, 2, 5, 5, 3, 3, 3, 3, 3, 4, 6, 4, 2, 3, 5, 5]","[4, 7, 4, 2, 5, 3, 4, 6, 4, 2, 3, 5]","[0, 30, 75, 150, 210, 255, 330, 390, 450, 510, 570, 630]"
,6120,674.0,"[4, 4, 7, 5, 3, 6, 4, 4, 6, 4, 4, 3, 4, 5, 3, 4, 4, 4]","[4, 7, 5, 3, 6, 4, 6, 4, 3, 4, 5, 3, 4]","[0, 30, 75, 135, 210, 270, 315, 375, 435, 495, 540, 585, 645]"
,6089,660.5,"[6, 7, 7, 4, 3, 5, 4, 4, 6, 4, 5, 4, 6, 4, 5, 5]","[6, 7, 4, 3, 5, 4, 6, 4, 5, 4, 6, 4, 5]","[0, 45, 105, 150, 225, 270, 330, 375, 435, 480, 525, 585, 630]"
,6053,665.0,"[4, 6, 5, 6, 6, 5, 4, 5, 2, 4, 5, 4, 5, 7]","[4, 6, 5, 6, 5, 4, 5, 2, 4, 5, 4, 5, 7]","[0, 30, 75, 135, 195, 240, 300, 345, 420, 465, 510, 570, 615]"
