日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
median,6082,673.0,"[4, 7, 5, 3, 5, 4, 4, 7, 6, 3, 5, 5, 2, 4, 5]","[4, 7, 5, 3, 5, 4, 7, 6, 3, 5, 2, 4, 5]","[0, 30, 75, 135, 210, 255, 300, 375, 435, 495, 540, 615, 645]"
median,6038,649.0,"[5, 6, 3, 3, 5, 6, 5, 3, 3, 5, 5, 4, 5, 4, 4, 3, 4]","[5, 6, 3, 5, 6, 5, 3, 5, 4, 5, 4, 3, 4]","[0, 30, 60, 135, 195, 255, 300, 375, 420, 480, 510, 570, 630]"
median,6090,670.5,"[5, 4, 6, 4, 2, 4, 5, 3, 7, 5, 7, 4, 5]","[5, 4, 6, 4, 2, 4, 5, 3, 7, 5, 7, 4, 5]","[0, 30, 75, 135, 195, 270, 315, 360, 435, 495, 540, 600, 645]"
median,5676,674.5,"[4, 3, 4, 6, 2, 4, 3, 5, 5, 2, 4, 2, 4, 4, 0, 0]","[4, 3, 4, 6, 2, 4, 3, 5, 2, 4, 2, 4]","[0, 30, 120, 165, 225, 300, 360, 420, 465, 540, 585, 645]"
median,6138,675.0,"[5, 6, 3, 4, 7, 4, 7, 7, 4, 5, 4, 2, 3, 4, 4]","[5, 6, 3, 4, 7, 4, 7, 4, 5, 4, 2, 3, 4]","[0, 30, 60, 135, 195, 270, 315, 375, 435, 480, 525, 600, 660]"
median,5646,673.0,"[7, 6, 6, 2, 4, 3, 4, 2, 4, 5, 5, 2, 3, 5, 5, 5]","[7, 6, 2, 4, 3, 4, 2, 4, 5, 2, 3, 5]","[0, 45, 90, 165, 225, 300, 345, 420, 465, 525, 585, 645]"
median,6028,671.5,"[5, 6, 5, 5, 1, 5, 4, 5, 3, 5, 4, 5, 5, 4, 7, 0, 0]","[5, 6, 5, 1, 5, 4, 5, 3, 5, 4, 5, 4, 7]","[0, 30, 60, 120, 225, 270, 315, 375, 435, 480, 525, 570, 615]"
median,5663,669.0,"[4, 3, 4, 3, 5, 6, 6, 4, 6, 6, 4, 2, 4, 3]","[4, 3, 4, 3, 5, 6, 4, 6, 4, 2, 4, 3]","[0, 30, 120, 165, 240, 285, 360, 405, 465, 510, 585, 630]"
median,6077,671.5,"[4, 5, 6, 4, 2, 4, 2, 6, 6, 5, 6, 3, 4, 5]","[4, 5, 6, 4, 2, 4, 2, 6, 5, 6, 3, 4, 5]","[0, 30, 75, 135, 195, 255, 315, 375, 450, 495, 555, 615, 645]"
median,5624,654.0,"[4, 6, 7, 1, 5, 5, 5, 2, 2, 5, 2, 4, 7, 5, 4]","[4, 6, 7, 1, 5, 2, 5, 2, 4, 7, 5, 4]","[0, 30, 75, 135, 225, 270, 345, 405, 465, 510, 585, 630]"
