日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-12,8,7506.0,707,"[4, 6, 7, 6, 0, 0, 5, 7, 4, 6, 5, 2, 4, 3, 7, 3, 5, 4, 3]","[4, 6, 7, 6, 0, 5, 7, 4, 6, 5, 2, 4, 3, 7, 3, 5]","[0, 30, 75, 135, 210, 270, 300, 360, 390, 465, 480, 540, 555, 600, 660, 690]"
2022-07-12,2,6117.0,516,"[5, 4, 5, 3, 0, 7, 3, 7, 4, 2, 3, 4, 5]","[5, 4, 5, 3, 0, 7, 3, 7, 4, 2, 3, 4, 5]","[0, 30, 45, 90, 135, 210, 270, 300, 360, 390, 450, 480, 495]"
2022-07-12,2,6615.0,707,"[2, 7, 4, 3, 7, 3, 2, 4, 3, 3, 0, 3, 6, 0, 5, 3, 1, 4, 2]","[2, 7, 4, 3, 7, 3, 2, 4, 3, 0, 3, 6, 0, 5]","[0, 90, 150, 180, 225, 285, 330, 405, 420, 450, 525, 555, 630, 690]"
2022-07-12,7,4697.0,466,"[4, 1, 6, 4, 6, 2, 4, 5, 2, 3, 3]","[4, 1, 6, 4, 6, 2, 4, 5, 2, 3]","[0, 30, 105, 165, 210, 270, 330, 360, 390, 435]"
2022-07-12,10,6585.0,715,"[6, 7, 6, 3, 4, 4, 7, 2, 1, 6, 1, 4, 6, 3, 7, 3, 1, 3, 5]","[6, 7, 6, 3, 4, 7, 2, 1, 6, 1, 4, 6, 3, 7]","[0, 45, 90, 165, 210, 240, 300, 345, 420, 465, 540, 555, 630, 660]"
2022-07-12,2,7052.0,668,"[7, 4, 5, 3, 0, 0, 5, 1, 3, 4, 2, 5, 7, 3, 7, 7, 3, 3, 3, 1]","[7, 4, 5, 3, 0, 5, 1, 3, 4, 2, 5, 7, 3, 7, 3]","[0, 45, 75, 120, 165, 225, 255, 330, 360, 405, 450, 480, 540, 585, 645]"
2022-07-12,8,7972.0,688,"[6, 7, 4, 2, 2, 4, 5, 3, 5, 4, 3, 5, 1, 7, 4, 3, 2, 2, 5, 5]","[6, 7, 4, 2, 4, 5, 3, 5, 4, 3, 5, 1, 7, 4, 3, 2, 5]","[0, 45, 90, 135, 195, 225, 255, 300, 330, 360, 405, 435, 495, 555, 585, 615, 675]"
2022-07-12,4,7555.0,708,"[4, 7, 4, 1, 0, 3, 6, 2, 5, 3, 2, 4, 6, 4, 3, 4, 1, 5, 2, 2]","[4, 7, 4, 1, 0, 3, 6, 2, 5, 3, 2, 4, 6, 4, 3, 4]","[0, 30, 75, 135, 195, 255, 300, 360, 435, 450, 495, 540, 570, 630, 660, 690]"
2022-07-12,8,7040.0,744,"[7, 1, 6, 6, 3, 5, 6, 4, 0, 1, 3, 5, 3, 4, 0, 7, 4, 1, 4]","[7, 1, 6, 3, 5, 6, 4, 0, 1, 3, 5, 3, 4, 0, 7]","[0, 45, 120, 180, 225, 255, 330, 360, 435, 495, 525, 555, 585, 615, 690]"
2022-07-12,2,6148.0,613,"[3, 7, 3, 4, 7, 3, 5, 3, 6, 4, 4, 4, 4, 7, 2, 4, 4]","[3, 7, 3, 4, 7, 3, 5, 3, 6, 4, 7, 2, 4]","[0, 60, 120, 165, 195, 255, 300, 330, 375, 435, 450, 525, 585]"
2022-07-12,8,8037.0,730,"[7, 4, 5, 6, 4, 1, 4, 7, 3, 5, 0, 4, 7, 4, 4, 3, 4, 2, 6, 3]","[7, 4, 5, 6, 4, 1, 4, 7, 3, 5, 0, 4, 7, 4, 3, 4, 2]","[0, 45, 75, 120, 180, 210, 270, 315, 375, 405, 435, 510, 525, 585, 630, 645, 675]"
2022-07-12,4,7497.0,668,"[4, 3, 1, 6, 7, 3, 6, 6, 0, 4, 5, 3, 4, 5, 3, 5, 3, 1]","[4, 3, 1, 6, 7, 3, 6, 0, 4, 5, 3, 4, 5, 3, 5, 3]","[0, 30, 90, 165, 225, 285, 330, 390, 450, 480, 495, 525, 555, 600, 630, 645]"
2022-07-12,4,6103.0,618,"[6, 4, 5, 2, 7, 4, 4, 6, 6, 3, 5, 5, 0, 4, 4, 4, 4, 4, 1, 2]","[6, 4, 5, 2, 7, 4, 6, 3, 5, 0, 4, 1, 2]","[0, 45, 75, 105, 165, 240, 270, 345, 375, 420, 480, 495, 570]"
2022-07-12,7,6586.0,613,"[4, 1, 3, 1, 5, 2, 3, 4, 5, 4, 3, 2, 3, 7]","[4, 1, 3, 1, 5, 2, 3, 4, 5, 4, 3, 2, 3, 7]","[0, 30, 105, 165, 210, 255, 315, 360, 390, 420, 435, 465, 525, 555]"
2022-07-12,5,5682.0,515,"[7, 4, 5, 7, 4, 2, 2, 6, 4, 3, 0, 3, 4]","[7, 4, 5, 7, 4, 2, 6, 4, 3, 0, 3, 4]","[0, 45, 75, 120, 180, 225, 270, 330, 375, 405, 465, 495]"
2022-07-12,9,7047.0,725,"[7, 7, 0, 2, 3, 3, 1, 4, 7, 5, 6, 4, 5, 5, 7, 5, 7, 1, 3, 3]","[7, 0, 2, 3, 1, 4, 7, 5, 6, 4, 5, 7, 5, 7, 3]","[0, 45, 135, 195, 240, 300, 345, 405, 435, 495, 525, 540, 600, 630, 690]"
