日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-04,5217,674,"[4, 3, 4, 6, 4, 6, 4, 7, 2, 4, 3]","[4, 3, 4, 6, 4, 6, 4, 7, 2, 4, 3]","[0, 30, 105, 165, 240, 300, 360, 450, 510, 570, 645]"
2023-08-04,5592,674,"[5, 6, 2, 4, 5, 5, 2, 2, 5, 3, 4, 2, 3, 5, 0]","[5, 6, 2, 4, 5, 2, 5, 3, 4, 2, 3, 5]","[0, 30, 60, 150, 225, 270, 345, 420, 480, 540, 600, 615]"
2023-08-04,4731,675,"[2, 0, 2, 6, 2, 3, 2, 3, 7, 4]","[2, 0, 2, 6, 2, 3, 2, 3, 7, 4]","[0, 75, 210, 270, 345, 420, 495, 570, 600, 660]"
2023-08-04,5217,675,"[4, 3, 7, 2, 5, 5, 4, 7, 3, 4, 3, 4, 4, 4]","[4, 3, 7, 2, 5, 4, 7, 3, 4, 3, 4]","[0, 30, 105, 195, 255, 300, 375, 450, 525, 600, 615]"
2023-08-04,5634,674,"[4, 6, 2, 4, 7, 5, 1, 5, 4, 4, 4, 6, 3, 4, 0, 0]","[4, 6, 2, 4, 7, 5, 1, 5, 4, 6, 3, 4]","[0, 30, 75, 150, 210, 300, 360, 465, 510, 585, 630, 660]"
2023-08-04,5143,674,"[4, 4, 6, 5, 5, 4, 6, 4, 4, 2, 5, 3, 4, 5, 0]","[4, 6, 5, 4, 6, 4, 2, 5, 3, 4, 5]","[0, 30, 75, 150, 210, 270, 345, 420, 495, 555, 630]"
2023-08-04,5191,672,"[4, 5, 4, 3, 2, 3, 7, 4, 5, 3, 3, 4, 4, 4]","[4, 5, 4, 3, 2, 3, 7, 4, 5, 3, 4]","[0, 30, 60, 150, 240, 315, 405, 495, 540, 615, 630]"
2023-08-04,5172,669,"[6, 3, 7, 7, 4, 3, 7, 2, 3, 2, 6, 5]","[6, 3, 7, 4, 3, 7, 2, 3, 2, 6, 5]","[0, 45, 120, 195, 255, 345, 405, 450, 525, 585, 645]"
2023-08-04,5569,675,"[5, 4, 6, 5, 6, 2, 4, 5, 2, 6, 6, 3, 5]","[5, 4, 6, 5, 6, 2, 4, 5, 2, 6, 3, 5]","[0, 30, 90, 150, 210, 270, 345, 435, 495, 585, 630, 645]"
2023-08-04,5143,667,"[4, 5, 7, 1, 5, 5, 4, 4, 3, 2, 5, 7, 6]","[4, 5, 7, 1, 5, 4, 3, 2, 5, 7, 6]","[0, 30, 60, 135, 225, 270, 345, 420, 495, 540, 615]"
