日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-13,7539,636,"[0, 2, 4, 5, 7, 2, 2, 6, 3, 1, 4, 3, 3, 5, 4, 4, 3, 2, 4]","[0, 2, 4, 5, 7, 2, 6, 3, 1, 4, 3, 5, 4, 3, 2, 4]","[0, 30, 105, 135, 165, 225, 285, 345, 375, 450, 465, 495, 525, 540, 570, 615]"
2022-07-13,7995,670,"[0, 4, 2, 5, 6, 4, 3, 2, 2, 4, 7, 5, 4, 2, 2, 3, 5, 1, 0]","[0, 4, 2, 5, 6, 4, 3, 2, 4, 7, 5, 4, 2, 3, 5, 1, 0]","[0, 30, 60, 120, 150, 195, 225, 255, 315, 345, 405, 420, 450, 495, 525, 555, 615]"
2022-07-13,7949,644,"[2, 5, 6, 3, 5, 4, 2, 5, 3, 4, 3, 1, 3, 3, 6, 4, 5, 4]","[2, 5, 6, 3, 5, 4, 2, 5, 3, 4, 3, 1, 3, 6, 4, 5, 4]","[0, 90, 120, 180, 210, 240, 255, 315, 345, 390, 405, 435, 480, 510, 570, 600, 630]"
2022-07-13,8076,675,"[0, 4, 7, 0, 4, 1, 4, 3, 0, 4, 3, 4, 7, 4, 4, 2, 5, 5, 7]","[0, 4, 7, 0, 4, 1, 4, 3, 0, 4, 3, 4, 7, 4, 2, 5, 7]","[0, 30, 60, 105, 180, 195, 255, 285, 315, 375, 405, 435, 465, 525, 540, 600, 615]"
2022-07-13,8018,661,"[1, 6, 2, 4, 5, 4, 7, 3, 1, 4, 3, 2, 4, 2, 6, 4, 2, 2]","[1, 6, 2, 4, 5, 4, 7, 3, 1, 4, 3, 2, 4, 2, 6, 4, 2]","[0, 30, 75, 135, 165, 195, 210, 270, 300, 360, 390, 435, 480, 495, 540, 600, 615]"
2022-07-13,8385,636,"[5, 4, 4, 6, 5, 4, 3, 2, 3, 4, 3, 5, 1, 3, 5, 1, 6, 3, 5]","[5, 4, 6, 5, 4, 3, 2, 3, 4, 3, 5, 1, 3, 5, 1, 6, 3, 5]","[0, 30, 45, 90, 120, 150, 180, 240, 270, 300, 330, 360, 420, 450, 480, 525, 600, 615]"
2022-07-13,7992,672,"[6, 5, 6, 0, 2, 4, 4, 7, 4, 3, 2, 5, 5, 1, 3, 4, 0, 4, 6]","[6, 5, 6, 0, 2, 4, 7, 4, 3, 2, 5, 1, 3, 4, 0, 4, 6]","[0, 45, 60, 105, 180, 225, 255, 315, 345, 375, 420, 450, 495, 525, 555, 615, 645]"
2022-07-13,8010,650,"[5, 4, 3, 6, 2, 2, 7, 7, 3, 4, 3, 1, 3, 4, 1, 0, 4, 5, 4, 4]","[5, 4, 3, 6, 2, 7, 3, 4, 3, 1, 3, 4, 1, 0, 4, 5, 4]","[0, 30, 45, 105, 150, 210, 270, 300, 330, 360, 420, 450, 465, 525, 585, 615, 630]"
2022-07-13,7973,658,"[1, 4, 3, 3, 6, 4, 5, 2, 1, 1, 3, 0, 4, 0, 3, 5, 2, 5, 3]","[1, 4, 3, 6, 4, 5, 2, 1, 3, 0, 4, 0, 3, 5, 2, 5, 3]","[0, 30, 60, 105, 165, 195, 225, 270, 330, 360, 420, 450, 510, 540, 570, 615, 630]"
2022-07-13,7933,649,"[6, 4, 5, 5, 6, 2, 5, 7, 7, 4, 2, 5, 4, 5, 2, 6, 5, 2, 4]","[6, 4, 5, 6, 2, 5, 7, 4, 2, 5, 4, 5, 2, 6, 5, 2, 4]","[0, 45, 75, 105, 165, 210, 240, 300, 330, 375, 405, 420, 450, 510, 570, 585, 630]"
