日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-26,6587,669,"[4, 7, 7, 7, 5, 3, 2, 5, 5, 3, 4, 6, 4, 2, 6, 4, 4, 2, 0]","[4, 7, 5, 3, 2, 5, 3, 4, 6, 4, 2, 6, 4, 2]","[0, 30, 75, 120, 180, 240, 285, 345, 405, 465, 495, 570, 630, 660]"
2022-07-26,6135,665,"[5, 6, 7, 0, 4, 7, 0, 5, 4, 2, 0, 4, 2]","[5, 6, 7, 0, 4, 7, 0, 5, 4, 2, 0, 4, 2]","[0, 30, 60, 120, 150, 195, 270, 360, 405, 450, 525, 615, 660]"
2022-07-26,6545,672,"[7, 3, 0, 5, 6, 5, 1, 6, 3, 4, 3, 5, 4, 3, 3]","[7, 3, 0, 5, 6, 5, 1, 6, 3, 4, 3, 5, 4, 3]","[0, 45, 105, 135, 165, 225, 270, 375, 420, 480, 525, 570, 615, 645]"
2022-07-26,6557,665,"[4, 6, 6, 6, 4, 1, 7, 5, 5, 3, 5, 6, 5, 4, 2, 7, 2]","[4, 6, 4, 1, 7, 5, 3, 5, 6, 5, 4, 2, 7, 2]","[0, 30, 75, 120, 180, 255, 285, 345, 390, 465, 495, 525, 585, 660]"
2022-07-26,6567,669,"[7, 6, 5, 0, 6, 6, 3, 0, 2, 4, 5, 6, 3, 4, 4, 2, 1]","[7, 6, 5, 0, 6, 3, 0, 2, 4, 5, 6, 3, 4, 2]","[0, 45, 90, 120, 135, 210, 270, 375, 450, 495, 525, 600, 630, 660]"
2022-07-26,6559,672,"[4, 5, 6, 5, 4, 4, 6, 6, 4, 2, 4, 4, 4, 6, 1, 6, 6, 4, 2]","[4, 5, 6, 5, 4, 6, 4, 2, 4, 6, 1, 6, 4, 2]","[0, 30, 60, 105, 150, 195, 255, 315, 375, 420, 480, 570, 645, 660]"
2022-07-26,6547,647,"[6, 5, 4, 5, 4, 6, 4, 5, 5, 3, 5, 4, 3, 3, 2, 4]","[6, 5, 4, 5, 4, 6, 4, 5, 3, 5, 4, 3, 2, 4]","[0, 45, 90, 150, 180, 225, 300, 345, 390, 435, 480, 510, 570, 630]"
2022-07-26,6566,669,"[3, 4, 0, 6, 5, 6, 2, 3, 2, 2, 6, 4, 5, 4, 2]","[3, 4, 0, 6, 5, 6, 2, 3, 2, 6, 4, 5, 4, 2]","[0, 75, 120, 150, 195, 240, 300, 360, 405, 480, 540, 585, 630, 660]"
2022-07-26,6560,668,"[7, 6, 5, 3, 4, 5, 2, 5, 4, 7, 4, 5, 3, 7, 0, 0]","[7, 6, 5, 3, 4, 5, 2, 5, 4, 7, 4, 5, 3, 7]","[0, 45, 90, 120, 180, 225, 270, 345, 390, 420, 495, 525, 570, 615]"
2022-07-26,6596,674,"[6, 4, 0, 5, 3, 6, 3, 4, 0, 4, 3, 3, 6, 6, 4, 2, 0]","[6, 4, 0, 5, 3, 6, 3, 4, 0, 4, 3, 6, 4, 2]","[0, 45, 105, 120, 150, 210, 270, 330, 390, 495, 525, 570, 645, 660]"
