日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-10,4229,667,"[6, 4, 6, 7, 6, 6, 2, 6, 6, 6, 7, 0]","[6, 4, 6, 7, 6, 2, 6, 7, 0]","[0, 45, 135, 225, 300, 390, 495, 570, 660]"
2023-08-10,4218,671,"[5, 4, 6, 7, 5, 5, 6, 4, 7, 7, 0]","[5, 4, 6, 7, 5, 6, 4, 7, 0]","[0, 30, 105, 180, 270, 360, 435, 570, 660]"
2023-08-10,4246,657,"[6, 4, 6, 7, 4, 7, 7, 5, 4, 0]","[6, 4, 6, 7, 4, 7, 5, 4, 0]","[0, 45, 135, 225, 300, 405, 495, 510, 645]"
2023-08-10,4222,644,"[4, 6, 4, 4, 4, 6, 2, 0, 5, 7, 6]","[4, 6, 4, 6, 2, 0, 5, 7, 6]","[0, 30, 75, 165, 240, 345, 480, 510, 585]"
2023-08-10,4658,669,"[5, 6, 5, 7, 4, 2, 5, 2, 6, 0]","[5, 6, 5, 7, 4, 2, 5, 2, 6, 0]","[0, 30, 75, 150, 240, 360, 465, 480, 570, 660]"
2023-08-10,4238,661,"[4, 7, 4, 6, 4, 2, 2, 5, 6, 2, 2]","[4, 7, 4, 6, 4, 2, 5, 6, 2]","[0, 30, 105, 195, 270, 360, 450, 480, 540]"
2023-08-10,4197,668,"[6, 5, 6, 2, 7, 3, 3, 5, 3, 0]","[6, 5, 6, 2, 7, 3, 5, 3, 0]","[0, 45, 105, 180, 270, 360, 495, 510, 660]"
2023-08-10,4235,670,"[7, 7, 6, 5, 5, 7, 6, 7, 2, 7, 0]","[7, 6, 5, 7, 6, 7, 2, 7, 0]","[0, 60, 105, 180, 270, 360, 450, 555, 660]"
2023-08-10,4205,619,"[6, 7, 5, 7, 0, 5, 5, 7, 5, 7]","[6, 7, 5, 7, 0, 5, 7, 5, 7]","[0, 45, 105, 180, 270, 420, 435, 525, 540]"
2023-08-10,4223,669,"[4, 5, 7, 4, 3, 3, 5, 6, 3, 3, 3, 0, 0, 0]","[4, 5, 7, 4, 3, 5, 6, 3, 0]","[0, 30, 75, 180, 300, 420, 435, 510, 660]"
