日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-23,5205,620,"[4, 4, 6, 3, 7, 7, 4, 3, 4, 4, 6, 4, 6, 4]","[4, 6, 3, 7, 4, 3, 4, 6, 4, 6, 4]","[0, 30, 75, 90, 180, 255, 330, 390, 465, 510, 570]"
2023-08-23,5158,675,"[5, 6, 3, 5, 3, 2, 7, 2, 4, 4, 2, 3]","[5, 6, 3, 5, 3, 2, 7, 2, 4, 2, 3]","[0, 30, 60, 90, 150, 240, 315, 405, 480, 525, 600]"
2023-08-23,5166,669,"[1, 1, 4, 5, 5, 4, 6, 2, 6, 4, 6, 2, 4, 4]","[1, 4, 5, 4, 6, 2, 6, 4, 6, 2, 4]","[0, 30, 90, 165, 225, 270, 360, 435, 495, 540, 630]"
2023-08-23,5194,658,"[1, 6, 3, 6, 3, 4, 4, 3, 4, 7, 4, 4, 2]","[1, 6, 3, 6, 3, 4, 3, 4, 7, 4, 2]","[0, 30, 60, 90, 150, 240, 300, 390, 465, 525, 600]"
2023-08-23,5178,672,"[5, 5, 7, 4, 5, 5, 4, 5, 2, 4, 2, 2, 4, 7, 0]","[5, 7, 4, 5, 4, 5, 2, 4, 2, 4, 7]","[0, 30, 90, 180, 225, 285, 360, 435, 495, 555, 615]"
2023-08-23,5190,668,"[1, 2, 2, 3, 4, 5, 4, 0, 7, 6, 4, 2]","[1, 2, 3, 4, 5, 4, 0, 7, 6, 4, 2]","[0, 30, 120, 135, 210, 270, 330, 450, 510, 570, 630]"
2023-08-23,5175,667,"[6, 3, 6, 3, 5, 5, 2, 7, 0, 4, 7, 3]","[6, 3, 6, 3, 5, 2, 7, 0, 4, 7, 3]","[0, 45, 60, 105, 120, 195, 270, 345, 450, 510, 600]"
2023-08-23,5165,664,"[7, 6, 3, 6, 4, 5, 4, 4, 2, 5, 0, 4]","[7, 6, 3, 6, 4, 5, 4, 2, 5, 0, 4]","[0, 60, 105, 120, 180, 255, 300, 360, 435, 495, 615]"
2023-08-23,5207,667,"[4, 2, 3, 4, 6, 4, 5, 4, 0, 0, 4, 2]","[4, 2, 3, 4, 6, 4, 5, 4, 0, 4, 2]","[0, 30, 120, 135, 225, 270, 330, 390, 450, 555, 615]"
2023-08-23,5196,675,"[4, 7, 3, 6, 5, 5, 3, 4, 0, 4, 3, 2]","[4, 7, 3, 6, 5, 3, 4, 0, 4, 3, 2]","[0, 30, 105, 120, 180, 240, 330, 390, 495, 540, 630]"
