日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-22,5614,648,"[4, 6, 4, 5, 5, 4, 2, 5, 5, 3, 5, 6, 2, 7]","[4, 6, 4, 5, 4, 2, 5, 3, 5, 6, 2, 7]","[0, 30, 75, 150, 225, 285, 390, 405, 420, 435, 510, 600]"
2023-08-22,5595,637,"[5, 5, 4, 2, 7, 5, 4, 5, 3, 5, 5, 5, 3, 3, 4, 5]","[5, 4, 2, 7, 5, 4, 5, 3, 5, 3, 4, 5]","[0, 30, 105, 195, 285, 345, 435, 450, 465, 480, 495, 570]"
2023-08-22,5634,634,"[4, 4, 7, 6, 2, 4, 3, 6, 5, 3, 5, 4, 4, 2]","[4, 7, 6, 2, 4, 3, 6, 5, 3, 5, 4, 2]","[0, 30, 90, 150, 210, 285, 300, 360, 435, 465, 480, 555]"
2023-08-22,5578,674,"[1, 5, 4, 3, 3, 3, 6, 3, 3, 6, 5, 3, 3, 7, 6, 5]","[1, 5, 4, 3, 6, 3, 6, 5, 3, 7, 6, 5]","[0, 135, 195, 270, 285, 345, 360, 435, 465, 480, 555, 615]"
2023-08-22,5582,675,"[4, 0, 3, 5, 5, 3, 3, 6, 5, 3, 5, 1, 5, 0]","[4, 0, 3, 5, 3, 6, 5, 3, 5, 1, 5, 0]","[0, 30, 165, 270, 330, 360, 435, 450, 465, 480, 600, 660]"
2023-08-22,5617,658,"[3, 2, 2, 5, 7, 4, 4, 3, 5, 3, 5, 6, 6, 4, 4, 2]","[3, 2, 5, 7, 4, 3, 5, 3, 5, 6, 4, 2]","[0, 90, 180, 240, 315, 390, 405, 420, 450, 465, 525, 585]"
2023-08-22,5605,635,"[4, 5, 2, 1, 1, 6, 6, 3, 7, 3, 5, 5, 3, 5, 0]","[4, 5, 2, 1, 6, 3, 7, 3, 5, 3, 5, 0]","[0, 30, 75, 165, 255, 330, 345, 435, 450, 465, 480, 525]"
2023-08-22,5607,669,"[2, 6, 7, 7, 6, 6, 6, 3, 4, 5, 3, 2, 3, 6, 5, 0]","[2, 6, 7, 6, 3, 4, 5, 3, 2, 3, 6, 5]","[0, 60, 105, 195, 255, 270, 330, 405, 420, 495, 555, 630]"
2023-08-22,5619,666,"[4, 3, 5, 6, 2, 3, 4, 5, 3, 2, 2, 5, 4]","[4, 3, 5, 6, 2, 3, 4, 5, 3, 2, 5, 4]","[0, 30, 120, 180, 255, 330, 360, 435, 450, 465, 555, 615]"
2023-08-22,5635,669,"[4, 6, 0, 4, 4, 3, 2, 3, 3, 4, 5, 3, 1, 1, 5, 5, 5]","[4, 6, 0, 4, 3, 2, 3, 4, 5, 3, 1, 5]","[0, 30, 75, 210, 270, 300, 390, 405, 465, 480, 495, 630]"
