日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-02,6601,661,"[4, 3, 7, 4, 6, 5, 4, 6, 4, 3, 4, 2, 4, 4, 5]","[4, 3, 7, 4, 6, 5, 4, 6, 4, 3, 4, 2, 4, 5]","[0, 30, 105, 165, 210, 270, 315, 375, 420, 465, 510, 540, 615, 630]"
2022-07-02,6539,652,"[5, 6, 4, 6, 4, 3, 3, 3, 3, 1, 1, 4, 5, 4, 5, 4, 5, 3]","[5, 6, 4, 6, 4, 3, 1, 4, 5, 4, 5, 4, 5, 3]","[0, 30, 60, 135, 195, 240, 300, 390, 435, 480, 510, 540, 570, 615]"
2022-07-02,6524,671,"[5, 3, 6, 2, 2, 4, 5, 5, 1, 3, 5, 4, 3, 6, 4, 5, 1]","[5, 3, 6, 2, 4, 5, 1, 3, 5, 4, 3, 6, 4, 5]","[0, 30, 90, 165, 225, 285, 330, 420, 450, 495, 510, 555, 630, 645]"
2022-07-02,6148,658,"[7, 4, 3, 4, 7, 1, 6, 6, 6, 3, 4, 7, 4, 5, 3]","[7, 4, 3, 4, 7, 1, 6, 3, 4, 7, 4, 5, 3]","[0, 45, 105, 180, 210, 270, 375, 420, 465, 510, 570, 600, 615]"
2022-07-02,6052,625,"[5, 6, 3, 6, 3, 3, 6, 3, 1, 3, 3, 4, 5, 4, 5]","[5, 6, 3, 6, 3, 6, 3, 1, 3, 4, 5, 4, 5]","[0, 30, 60, 135, 210, 255, 330, 375, 465, 510, 540, 570, 600]"
2022-07-02,6574,675,"[5, 4, 4, 3, 2, 4, 7, 5, 4, 2, 5, 3, 4, 4, 5, 7, 7, 7]","[5, 4, 3, 2, 4, 7, 5, 4, 2, 5, 3, 4, 5, 7]","[0, 30, 60, 135, 195, 240, 330, 375, 420, 480, 525, 570, 600, 615]"
2022-07-02,6114,657,"[4, 6, 4, 4, 3, 4, 7, 2, 4, 4, 4, 5, 6, 2, 5, 3, 3]","[4, 6, 4, 3, 4, 7, 2, 4, 5, 6, 2, 5, 3]","[0, 30, 75, 135, 195, 240, 315, 390, 435, 480, 525, 600, 630]"
2022-07-02,6561,666,"[3, 6, 5, 4, 3, 2, 4, 2, 5, 4, 5, 6, 6, 2, 4, 4, 0]","[3, 6, 5, 4, 3, 2, 4, 2, 5, 4, 5, 6, 2, 4]","[0, 60, 105, 135, 195, 255, 315, 375, 435, 480, 495, 540, 585, 645]"
2022-07-02,6554,670,"[5, 4, 6, 6, 3, 4, 3, 3, 5, 6, 4, 5, 2, 6, 4, 7]","[5, 4, 6, 3, 4, 3, 5, 6, 4, 5, 2, 6, 4, 7]","[0, 30, 60, 105, 180, 210, 270, 315, 390, 435, 480, 540, 600, 615]"
2022-07-02,6540,662,"[4, 4, 5, 3, 5, 4, 5, 3, 2, 7, 5, 5, 3, 2, 4, 5]","[4, 5, 3, 5, 4, 5, 3, 2, 7, 5, 3, 2, 4, 5]","[0, 30, 60, 120, 165, 225, 255, 315, 390, 465, 495, 540, 615, 630]"
