日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-08-04,7473,658,"[4, 5, 4, 0, 2, 3, 1, 3, 6, 6, 5, 3, 6, 5, 2, 4, 5]","[4, 5, 4, 0, 2, 3, 1, 3, 6, 5, 3, 6, 5, 2, 4, 5]","[0, 45, 75, 120, 150, 210, 240, 315, 330, 390, 435, 465, 510, 540, 615, 645]"
2022-08-04,6542,640,"[5, 3, 6, 3, 3, 3, 3, 6, 2, 5, 1, 3, 0, 4, 1, 0, 0, 1]","[5, 3, 6, 3, 6, 2, 5, 1, 3, 0, 4, 1, 0, 1]","[0, 45, 90, 150, 165, 225, 285, 330, 420, 435, 525, 570, 585, 600]"
2022-08-04,7092,672,"[5, 6, 4, 7, 4, 3, 2, 3, 4, 4, 3, 1, 7, 0, 4, 2, 0, 1]","[5, 6, 4, 7, 4, 3, 2, 3, 4, 3, 1, 7, 0, 4, 2]","[0, 45, 75, 120, 195, 240, 255, 315, 330, 390, 405, 480, 570, 585, 600]"
2022-08-04,6580,567,"[6, 3, 4, 5, 4, 2, 3, 4, 3, 5, 4, 7, 5, 5, 0]","[6, 3, 4, 5, 4, 2, 3, 4, 3, 5, 4, 7, 5, 0]","[0, 45, 105, 150, 165, 210, 270, 285, 330, 360, 405, 450, 525, 555]"
2022-08-04,7943,651,"[7, 6, 5, 5, 0, 3, 2, 6, 4, 6, 5, 3, 5, 1, 4, 0, 4, 5]","[7, 6, 5, 0, 3, 2, 6, 4, 6, 5, 3, 5, 1, 4, 0, 4, 5]","[0, 45, 90, 135, 150, 180, 240, 300, 345, 390, 450, 465, 495, 570, 600, 615, 630]"
2022-08-04,7051,671,"[6, 4, 4, 3, 5, 7, 3, 4, 2, 5, 4, 4, 0, 1, 1, 4, 4, 4, 5, 7]","[6, 4, 3, 5, 7, 3, 4, 2, 5, 4, 0, 1, 4, 5, 7]","[0, 45, 105, 165, 180, 240, 255, 315, 375, 420, 465, 555, 585, 600, 615]"
2022-08-04,6548,641,"[2, 1, 4, 3, 5, 6, 3, 3, 5, 3, 3, 3, 5, 4, 3, 4, 1, 1, 1]","[2, 1, 4, 3, 5, 6, 3, 5, 3, 5, 4, 3, 4, 1]","[0, 90, 180, 225, 240, 285, 345, 375, 420, 435, 480, 510, 585, 600]"
2022-08-04,6525,651,"[2, 5, 0, 5, 3, 3, 4, 2, 4, 1, 6, 6, 3, 5, 1, 5]","[2, 5, 0, 5, 3, 4, 2, 4, 1, 6, 3, 5, 1, 5]","[0, 90, 135, 165, 180, 195, 240, 300, 345, 435, 495, 570, 600, 630]"
2022-08-04,6135,596,"[1, 0, 6, 4, 3, 4, 6, 6, 4, 3, 4, 5, 0, 0, 4]","[1, 0, 6, 4, 3, 4, 6, 4, 3, 4, 5, 0, 4]","[0, 120, 135, 180, 225, 255, 300, 360, 405, 420, 465, 495, 570]"
2022-08-04,7044,667,"[7, 6, 4, 7, 7, 2, 7, 3, 5, 3, 2, 5, 6, 1, 1, 0, 0, 0, 2]","[7, 6, 4, 7, 2, 7, 3, 5, 3, 2, 5, 6, 1, 0, 2]","[0, 45, 90, 135, 210, 270, 330, 345, 390, 405, 480, 510, 570, 585, 615]"
