日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-16,9,5134.0,640,"[6, 6, 7, 5, 6, 6, 6, 0, 4, 4, 4, 3, 6, 4, 6, 5]","[6, 7, 5, 6, 0, 4, 3, 6, 4, 6, 5]","[0, 45, 90, 150, 210, 345, 360, 435, 495, 555, 615]"
2022-07-16,4,5131.0,745,"[5, 6, 5, 5, 6, 3, 3, 1, 2, 4, 3, 7, 1, 3]","[5, 6, 5, 6, 3, 1, 2, 4, 3, 7, 1]","[0, 30, 60, 120, 180, 255, 360, 465, 510, 585, 645]"
2022-07-16,7,4250.0,723,"[4, 6, 2, 7, 3, 0, 1, 2, 3, 5, 4, 0, 5, 4]","[4, 6, 2, 7, 3, 0, 1, 2, 3]","[0, 45, 90, 195, 270, 330, 480, 600, 690]"
2022-07-16,4,5190.0,729,"[0, 7, 5, 7, 2, 7, 4, 4, 5, 4, 1, 7, 4, 2, 4, 4, 2, 0, 4]","[0, 7, 5, 7, 2, 7, 4, 5, 4, 1, 7]","[0, 180, 240, 300, 360, 465, 525, 585, 615, 660, 675]"
2022-07-16,6,5179.0,720,"[3, 4, 6, 3, 5, 3, 7, 2, 4, 7, 6, 2, 1, 5, 2, 7]","[3, 4, 6, 3, 5, 3, 7, 2, 4, 7, 6]","[0, 60, 135, 195, 270, 315, 390, 465, 555, 615, 690]"
2022-07-16,6,5195.0,732,"[1, 6, 4, 3, 4, 6, 4, 2, 4, 1, 7, 2, 4, 7, 0, 7, 7, 3]","[1, 6, 4, 3, 4, 6, 4, 2, 4, 1, 7]","[0, 150, 210, 255, 330, 345, 405, 420, 540, 585, 675]"
2022-07-16,2,5628.0,705,"[3, 4, 5, 5, 5, 7, 7, 7, 3, 7, 6, 3, 3, 3, 6, 3, 5, 7]","[3, 4, 5, 7, 3, 7, 6, 3, 6, 3, 5, 7]","[0, 60, 135, 180, 240, 300, 375, 450, 510, 570, 615, 645]"
2022-07-16,10,5613.0,732,"[4, 4, 5, 6, 4, 5, 4, 5, 7, 2, 5, 4, 2, 4, 6, 0, 3, 1, 6]","[4, 5, 6, 4, 5, 4, 5, 7, 2, 5, 4, 2]","[0, 45, 105, 165, 225, 270, 330, 375, 450, 540, 585, 630]"
2022-07-16,5,5170.0,713,"[7, 2, 5, 7, 5, 5, 7, 7, 4, 5, 7, 7, 0, 2, 5, 0, 0, 6, 6, 4]","[7, 2, 5, 7, 5, 7, 4, 5, 7, 0, 2]","[0, 45, 165, 210, 285, 345, 420, 465, 510, 570, 705]"
2022-07-16,10,4274.0,746,"[7, 0, 7, 4, 3, 7, 6, 2, 7, 3, 4, 0, 2, 0, 6, 7, 3]","[7, 0, 7, 4, 3, 7, 6, 2, 7]","[0, 45, 225, 300, 375, 450, 540, 600, 690]"
2022-07-16,7,4246.0,768,"[1, 7, 4, 6, 5, 0, 4, 0, 7, 3, 5, 6, 3, 4, 2, 3, 5]","[1, 7, 4, 6, 5, 0, 4, 0, 7]","[0, 150, 210, 255, 330, 375, 525, 585, 705]"
2022-07-16,5,6116.0,716,"[5, 4, 4, 7, 2, 5, 5, 4, 1, 4, 3, 4, 4, 5, 3, 4, 2, 4, 2, 3]","[5, 4, 7, 2, 5, 4, 1, 4, 3, 4, 5, 3, 4]","[0, 30, 75, 135, 225, 270, 330, 450, 510, 570, 615, 645, 705]"
2022-07-16,6,4728.0,711,"[4, 5, 5, 3, 2, 4, 2, 2, 3, 3, 7, 0, 3, 4, 7]","[4, 5, 3, 2, 4, 2, 3, 7, 0, 3]","[0, 45, 105, 165, 270, 330, 420, 480, 555, 675]"
2022-07-16,2,5186.0,740,"[4, 7, 3, 4, 4, 4, 0, 3, 5, 2, 5, 2, 0, 1, 7, 0]","[4, 7, 3, 4, 0, 3, 5, 2, 5, 2, 7]","[0, 45, 90, 165, 210, 360, 420, 465, 555, 600, 690]"
2022-07-16,2,4649.0,707,"[3, 5, 3, 3, 1, 5, 1, 6, 4, 7, 5, 3, 4, 7, 5, 2, 0, 3]","[3, 5, 3, 1, 5, 1, 6, 4, 7, 5]","[0, 60, 120, 195, 315, 375, 495, 570, 615, 690]"
2022-07-16,3,4242.0,706,"[0, 5, 4, 2, 6, 7, 3, 7, 3, 7, 4, 3, 3, 1, 3, 7, 4, 1, 2, 3]","[0, 5, 4, 2, 6, 7, 3, 7, 3]","[0, 180, 225, 285, 390, 450, 540, 600, 660]"
2022-07-16,9,5148.0,512,"[4, 6, 5, 3, 5, 7, 4, 6, 4, 5, 4, 4]","[4, 6, 5, 3, 5, 7, 4, 6, 4, 5, 4]","[0, 45, 90, 135, 210, 255, 315, 345, 405, 420, 465]"
2022-07-16,6,4710.0,682,"[3, 4, 1, 6, 3, 3, 3, 3, 3, 7, 5, 4, 4, 3, 7, 1, 1, 0]","[3, 4, 1, 6, 3, 7, 5, 4, 3, 7]","[0, 60, 135, 255, 315, 390, 465, 510, 555, 615]"
2022-07-16,4,5192.0,732,"[2, 7, 2, 5, 4, 7, 0, 4, 5, 3, 7, 4, 0, 7, 5, 4, 2, 1, 2]","[2, 7, 2, 5, 4, 7, 0, 4, 5, 3, 7]","[0, 105, 165, 255, 315, 330, 405, 540, 600, 630, 675]"
2022-07-16,4,5112.0,721,"[6, 5, 3, 4, 6, 3, 0, 5, 2, 5, 6, 6, 2, 6, 7, 6, 0, 3, 4, 7]","[6, 5, 3, 4, 6, 3, 0, 5, 2, 5, 6]","[0, 45, 105, 165, 225, 300, 375, 525, 570, 660, 690]"
2022-07-16,6,5565.0,664,"[5, 3, 3, 7, 6, 4, 5, 3, 5, 5, 6, 3, 5, 6, 6, 0, 0]","[5, 3, 7, 6, 4, 5, 3, 5, 6, 3, 5, 6]","[0, 30, 105, 165, 225, 285, 330, 390, 435, 510, 570, 615]"
2022-07-16,3,4699.0,615,"[6, 4, 5, 7, 2, 4, 7, 3, 2, 5]","[6, 4, 5, 7, 2, 4, 7, 3, 2, 5]","[0, 45, 105, 165, 225, 315, 330, 420, 480, 585]"
