日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-22,6523,662,"[3, 5, 6, 6, 3, 4, 3, 5, 6, 4, 5, 3, 5, 2, 3, 3, 3]","[3, 5, 6, 3, 4, 3, 5, 6, 4, 5, 3, 5, 2, 3]","[0, 60, 105, 165, 225, 270, 315, 360, 435, 480, 495, 540, 555, 630]"
2022-07-22,6575,670,"[5, 5, 7, 6, 6, 4, 3, 3, 6, 4, 3, 2, 4, 6, 5, 2, 2, 4, 0, 0]","[5, 7, 6, 4, 3, 6, 4, 3, 2, 4, 6, 5, 2, 4]","[0, 30, 75, 135, 180, 240, 300, 345, 390, 480, 495, 555, 570, 645]"
2022-07-22,6519,663,"[5, 5, 6, 7, 0, 3, 5, 3, 5, 5, 3, 5, 4, 3, 0, 0, 5, 5]","[5, 6, 7, 0, 3, 5, 3, 5, 3, 5, 4, 3, 0, 5]","[0, 30, 60, 135, 270, 315, 360, 405, 420, 465, 480, 510, 555, 660]"
2022-07-22,6571,666,"[5, 6, 7, 0, 2, 6, 6, 6, 5, 5, 4, 4, 5, 5, 4, 7, 4, 3, 0]","[5, 6, 7, 0, 2, 6, 5, 4, 5, 4, 7, 4, 3, 0]","[0, 30, 60, 135, 270, 330, 405, 435, 465, 495, 510, 570, 615, 660]"
2022-07-22,6933,669,"[3, 5, 5, 5, 4, 6, 5, 1, 6, 6, 5, 2, 5, 3, 5, 5, 6, 5, 0]","[3, 5, 4, 6, 5, 1, 6, 5, 2, 5, 3, 5, 6, 5, 0]","[0, 60, 105, 165, 225, 270, 375, 435, 450, 510, 525, 570, 585, 645, 660]"
2022-07-22,6973,660,"[5, 6, 6, 4, 6, 6, 1, 6, 4, 3, 5, 3, 5, 3, 5, 6, 4]","[5, 6, 4, 6, 1, 6, 4, 3, 5, 3, 5, 3, 5, 6, 4]","[0, 30, 60, 120, 195, 285, 345, 390, 435, 450, 510, 525, 570, 585, 645]"
2022-07-22,6134,644,"[7, 3, 3, 4, 7, 3, 2, 3, 4, 1, 4, 4, 5, 4, 4, 5]","[7, 3, 4, 7, 3, 2, 3, 4, 1, 4, 5, 4, 5]","[0, 45, 120, 165, 240, 285, 345, 390, 450, 540, 585, 600, 630]"
2022-07-22,6572,611,"[4, 6, 3, 4, 7, 6, 5, 4, 3, 5, 4, 3, 5, 4]","[4, 6, 3, 4, 7, 6, 5, 4, 3, 5, 4, 3, 5, 4]","[0, 45, 90, 150, 195, 270, 330, 390, 435, 480, 495, 525, 570, 585]"
2022-07-22,6052,593,"[5, 6, 6, 5, 3, 3, 5, 5, 1, 6, 2, 4, 5, 4, 3, 4]","[5, 6, 5, 3, 5, 1, 6, 2, 4, 5, 4, 3, 4]","[0, 30, 60, 105, 165, 210, 300, 360, 435, 480, 495, 525, 555]"
2022-07-22,6582,675,"[6, 4, 7, 4, 4, 4, 4, 5, 1, 5, 4, 5, 2, 4, 2, 4, 0]","[6, 4, 7, 4, 5, 1, 5, 4, 5, 2, 4, 2, 4, 0]","[0, 45, 105, 165, 210, 270, 360, 405, 450, 465, 525, 555, 630, 660]"
