日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-25,2,5653.0,710,"[3, 5, 5, 4, 3, 6, 0, 3, 4, 4, 0, 7, 6, 2, 0, 0, 2, 6, 4]","[3, 5, 4, 3, 6, 0, 3, 4, 0, 7, 6, 2]","[0, 30, 60, 135, 195, 255, 360, 435, 465, 555, 630, 705]"
2022-07-25,4,5184.0,707,"[4, 7, 4, 7, 3, 5, 5, 7, 1, 1, 5, 0, 2, 4, 7, 4, 2, 3]","[4, 7, 4, 7, 3, 5, 7, 1, 5, 0, 2]","[0, 45, 90, 150, 225, 285, 330, 405, 480, 525, 630]"
2022-07-25,2,5637.0,723,"[7, 5, 4, 3, 0, 4, 3, 4, 5, 5, 7, 5, 1, 2, 4, 2, 1, 4, 2]","[7, 5, 4, 3, 0, 4, 3, 4, 5, 7, 5, 1]","[0, 45, 105, 150, 210, 330, 390, 435, 480, 525, 600, 645]"
2022-07-25,9,4226.0,501,"[3, 6, 4, 0, 5, 4, 2, 2, 5, 4]","[3, 6, 4, 0, 5, 4, 2, 5, 4]","[0, 30, 75, 135, 255, 300, 345, 435, 465]"
2022-07-25,10,5655.0,725,"[3, 3, 0, 3, 6, 5, 6, 4, 4, 7, 7, 2, 7, 4, 3, 5, 7, 4, 3, 5]","[3, 0, 3, 6, 5, 6, 4, 7, 2, 7, 4, 3]","[0, 30, 180, 240, 300, 345, 405, 450, 510, 585, 660, 690]"
2022-07-25,9,6059.0,734,"[5, 3, 2, 4, 7, 4, 6, 5, 5, 2, 5, 2, 2, 5, 6, 0, 0, 2, 5, 0]","[5, 3, 2, 4, 7, 4, 6, 5, 2, 5, 2, 5, 6]","[0, 30, 105, 210, 255, 315, 375, 450, 480, 555, 600, 675, 705]"
2022-07-25,7,4729.0,742,"[2, 7, 2, 3, 6, 7, 0, 0, 1, 4, 2, 3, 0, 1, 0, 2, 0, 1, 4]","[2, 7, 2, 3, 6, 7, 0, 1, 4, 2]","[0, 120, 180, 255, 315, 375, 450, 540, 630, 660]"
2022-07-25,2,5189.0,719,"[5, 2, 2, 0, 6, 4, 4, 3, 7, 6, 7, 4, 7, 2, 5, 0, 5]","[5, 2, 0, 6, 4, 3, 7, 6, 7, 4, 7]","[0, 30, 150, 255, 330, 375, 435, 510, 570, 630, 660]"
2022-07-25,10,5647.0,707,"[3, 0, 6, 7, 6, 2, 6, 4, 2, 5, 4, 1, 4, 2, 4, 4, 3, 5, 7]","[3, 0, 6, 7, 6, 2, 6, 4, 2, 5, 4, 4]","[0, 30, 180, 255, 315, 375, 450, 510, 555, 630, 675, 690]"
2022-07-25,7,5156.0,717,"[2, 7, 7, 6, 1, 4, 1, 3, 5, 4, 4, 5, 7, 4, 0, 1, 4]","[2, 7, 6, 1, 4, 1, 3, 5, 4, 5, 7]","[0, 120, 180, 240, 345, 405, 480, 540, 585, 615, 660]"
2022-07-25,5,5658.0,730,"[4, 4, 4, 7, 7, 4, 0, 2, 6, 5, 2, 4, 5, 4, 4, 2, 0, 6, 3]","[4, 7, 4, 0, 2, 6, 5, 2, 4, 5, 4, 2]","[0, 45, 90, 150, 270, 360, 420, 450, 525, 585, 615, 645]"
2022-07-25,4,5631.0,711,"[4, 4, 5, 3, 2, 3, 5, 0, 7, 5, 2, 7, 7, 1, 2, 3]","[4, 5, 3, 2, 3, 5, 0, 7, 5, 2, 7, 2]","[0, 45, 105, 165, 240, 315, 360, 465, 510, 555, 630, 705]"
2022-07-25,8,5210.0,709,"[7, 4, 6, 4, 2, 3, 2, 4, 0, 3, 1, 6, 0, 2, 4, 5, 1, 5, 2, 1]","[7, 4, 6, 4, 2, 3, 2, 4, 0, 3, 1]","[0, 45, 120, 180, 225, 315, 375, 450, 480, 585, 630]"
2022-07-25,10,5652.0,659,"[5, 5, 4, 7, 5, 3, 4, 4, 4, 5, 4, 0, 7, 3, 3, 3, 4]","[5, 4, 7, 5, 3, 4, 5, 4, 0, 7, 3, 4]","[0, 30, 75, 150, 210, 270, 315, 360, 420, 510, 585, 645]"
2022-07-25,2,5199.0,726,"[2, 7, 6, 6, 4, 1, 7, 3, 2, 7, 7, 6, 6, 4, 7, 5, 2, 5, 4, 6]","[2, 7, 6, 4, 1, 7, 3, 2, 7, 6, 4]","[0, 120, 180, 240, 300, 390, 465, 525, 600, 675, 705]"
2022-07-25,7,6111.0,740,"[3, 7, 3, 2, 6, 5, 3, 0, 4, 6, 4, 4, 6, 2, 3, 0, 2, 5, 3]","[3, 7, 3, 2, 6, 5, 3, 0, 4, 6, 4, 6, 2]","[0, 30, 75, 150, 225, 285, 315, 375, 465, 495, 555, 600, 660]"
2022-07-25,5,4724.0,614,"[4, 3, 7, 3, 6, 5, 7, 4, 2, 7]","[4, 3, 7, 3, 6, 5, 7, 4, 2, 7]","[0, 45, 120, 195, 240, 300, 345, 435, 480, 540]"
2022-07-25,9,6117.0,710,"[2, 7, 4, 7, 4, 5, 4, 7, 7, 5, 2, 5, 6, 4, 5, 1, 4, 7, 7, 4]","[2, 7, 4, 7, 4, 5, 4, 7, 5, 2, 5, 6, 4]","[0, 120, 180, 225, 285, 345, 390, 435, 510, 540, 630, 660, 690]"
2022-07-25,3,5201.0,709,"[2, 7, 4, 6, 4, 7, 2, 6, 3, 2, 3, 1, 7, 7, 7, 3, 7, 7, 5]","[2, 7, 4, 6, 4, 7, 2, 6, 3, 2, 3]","[0, 120, 180, 225, 285, 330, 420, 495, 555, 600, 675]"
2022-07-25,8,5185.0,728,"[5, 7, 1, 4, 6, 3, 7, 0, 7, 7, 3, 2, 5, 6]","[5, 7, 1, 4, 6, 3, 7, 0, 7, 3, 2]","[0, 30, 75, 180, 225, 285, 345, 420, 525, 600, 645]"
2022-07-25,9,5178.0,609,"[7, 4, 6, 6, 4, 7, 5, 3, 5, 2, 3, 4]","[7, 4, 6, 4, 7, 5, 3, 5, 2, 3, 4]","[0, 45, 120, 180, 225, 300, 345, 405, 450, 525, 585]"
