日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-18,8,6547.0,715,"[2, 5, 4, 5, 1, 6, 7, 4, 3, 5, 7, 3, 1, 4, 5, 4, 5, 0, 2, 7]","[2, 5, 4, 5, 1, 6, 7, 4, 3, 5, 7, 3, 4, 5]","[0, 150, 195, 240, 270, 360, 405, 480, 525, 555, 585, 645, 675, 705]"
2022-07-18,8,6606.0,721,"[4, 6, 3, 2, 5, 4, 1, 4, 2, 7, 4, 7, 2, 6, 2, 4, 4, 5, 3, 0]","[4, 6, 3, 2, 5, 4, 1, 4, 2, 7, 4, 7, 2, 6]","[0, 45, 90, 150, 210, 255, 300, 375, 420, 480, 540, 570, 630, 690]"
2022-07-18,7,6619.0,683,"[5, 7, 3, 4, 4, 4, 0, 4, 5, 4, 7, 4, 4, 3, 7, 6, 4]","[5, 7, 3, 4, 0, 4, 5, 4, 7, 4, 3, 7, 6, 4]","[0, 30, 75, 135, 180, 270, 300, 345, 390, 465, 510, 540, 600, 660]"
2022-07-18,9,6576.0,650,"[5, 3, 1, 1, 4, 5, 3, 6, 6, 4, 3, 4, 5, 4, 7, 4]","[5, 3, 1, 4, 5, 3, 6, 4, 3, 4, 5, 4, 7, 4]","[0, 30, 90, 180, 225, 270, 315, 375, 420, 465, 510, 540, 570, 630]"
2022-07-18,10,4266.0,470,"[4, 6, 7, 1, 3, 7, 4, 3, 4, 4]","[4, 6, 7, 1, 3, 7, 4, 3, 4]","[0, 45, 90, 150, 225, 285, 360, 390, 450]"
2022-07-18,3,6589.0,724,"[7, 3, 7, 2, 5, 1, 4, 7, 4, 0, 5, 2, 2, 5, 4, 4, 7, 3, 4]","[7, 3, 7, 2, 5, 1, 4, 7, 4, 0, 5, 2, 5, 4]","[0, 45, 120, 180, 255, 300, 390, 420, 480, 510, 600, 630, 690, 705]"
2022-07-18,2,6119.0,706,"[7, 3, 6, 7, 4, 7, 6, 0, 2, 4, 5, 7, 5, 4, 4, 5, 6]","[7, 3, 6, 7, 4, 7, 6, 0, 2, 4, 5, 7, 5]","[0, 45, 120, 180, 240, 285, 345, 420, 495, 555, 585, 630, 690]"
2022-07-18,5,6143.0,710,"[2, 7, 3, 5, 6, 3, 3, 4, 3, 4, 7, 4, 3, 2, 4, 3, 5, 1, 2]","[2, 7, 3, 5, 6, 3, 4, 3, 4, 7, 4, 3, 2]","[0, 150, 210, 270, 315, 375, 435, 465, 510, 540, 600, 615, 660]"
2022-07-18,5,6977.0,709,"[3, 5, 6, 2, 6, 2, 4, 1, 5, 6, 2, 5, 7, 7, 3, 5, 0, 0, 0]","[3, 5, 6, 2, 6, 2, 4, 1, 5, 6, 2, 5, 7, 3, 5]","[0, 30, 60, 120, 180, 240, 315, 345, 420, 465, 510, 570, 600, 660, 690]"
2022-07-18,3,6095.0,720,"[5, 0, 3, 5, 4, 5, 5, 3, 0, 4, 5, 2, 4, 7, 5, 4, 5, 6, 5, 7]","[5, 0, 3, 5, 4, 5, 3, 0, 4, 5, 2, 4, 7]","[0, 30, 210, 255, 300, 345, 390, 435, 525, 555, 585, 645, 660]"
