日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-08-24,6110,675,"[5, 7, 3, 2, 7, 5, 2, 4, 7, 2, 5, 2, 0]","[5, 7, 3, 2, 7, 5, 2, 4, 7, 2, 5, 2, 0]","[0, 30, 75, 150, 240, 285, 345, 420, 480, 525, 600, 645, 660]"
2022-08-24,6085,663,"[2, 7, 5, 3, 5, 6, 4, 5, 5, 7, 3, 3, 3, 6, 7, 0]","[2, 7, 5, 3, 5, 6, 4, 5, 7, 3, 6, 7, 0]","[0, 30, 75, 135, 210, 270, 330, 390, 450, 495, 555, 600, 645]"
2022-08-24,6106,674,"[3, 7, 6, 4, 6, 4, 6, 5, 5, 7, 3, 2, 1, 1, 2]","[3, 7, 6, 4, 6, 4, 6, 5, 7, 3, 2, 1, 2]","[0, 90, 135, 195, 240, 300, 345, 405, 450, 495, 555, 645, 660]"
2022-08-24,5601,675,"[5, 4, 5, 6, 2, 6, 3, 3, 4, 5, 1, 4, 2]","[5, 4, 5, 6, 2, 6, 3, 4, 5, 1, 4, 2]","[0, 30, 90, 165, 210, 300, 360, 420, 480, 525, 630, 660]"
2022-08-24,6068,673,"[5, 6, 6, 7, 4, 3, 5, 5, 7, 3, 3, 5, 6, 6, 3, 2, 1]","[5, 6, 7, 4, 3, 5, 7, 3, 5, 6, 3, 2, 1]","[0, 30, 60, 105, 180, 240, 300, 345, 420, 465, 525, 570, 660]"
2022-08-24,6136,666,"[2, 2, 7, 3, 5, 5, 7, 4, 7, 6, 0, 0, 4, 5, 5, 4, 0, 0]","[2, 7, 3, 5, 7, 4, 7, 6, 0, 4, 5, 4, 0]","[0, 30, 75, 150, 210, 255, 300, 345, 405, 510, 555, 615, 660]"
2022-08-24,5655,668,"[2, 4, 5, 4, 4, 6, 7, 0, 2, 6, 3, 0, 2, 2]","[2, 4, 5, 4, 6, 7, 0, 2, 6, 3, 0, 2]","[0, 30, 90, 165, 210, 285, 330, 435, 510, 585, 645, 660]"
2022-08-24,6091,664,"[5, 5, 4, 5, 7, 3, 6, 7, 6, 6, 4, 5, 4, 4, 4, 4, 3, 2, 0, 0]","[5, 4, 5, 7, 3, 6, 7, 6, 4, 5, 4, 3, 2]","[0, 30, 90, 165, 210, 270, 330, 375, 435, 495, 540, 600, 660]"
2022-08-24,6086,664,"[5, 5, 6, 3, 7, 5, 7, 6, 7, 7, 3, 3, 5, 3, 4, 7, 0, 0]","[5, 6, 3, 7, 5, 7, 6, 7, 3, 5, 3, 4, 7]","[0, 30, 60, 150, 195, 255, 300, 360, 405, 480, 525, 585, 630]"
2022-08-24,6113,667,"[5, 5, 3, 4, 7, 4, 5, 4, 7, 7, 5, 6, 3, 4, 0]","[5, 3, 4, 7, 4, 5, 4, 7, 5, 6, 3, 4, 0]","[0, 30, 105, 180, 225, 285, 330, 390, 435, 495, 555, 615, 660]"
