日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-11,7522,652,"[3, 3, 6, 5, 2, 7, 7, 4, 2, 3, 4, 0, 4, 6, 4, 4, 5, 4, 5]","[3, 6, 5, 2, 7, 4, 2, 3, 4, 0, 4, 6, 4, 5, 4, 5]","[0, 30, 75, 105, 180, 240, 270, 330, 375, 405, 465, 495, 540, 570, 600, 630]"
2022-07-11,7510,664,"[1, 3, 6, 1, 4, 6, 3, 3, 1, 6, 3, 4, 3, 4, 3, 4, 5]","[1, 3, 6, 1, 4, 6, 3, 1, 6, 3, 4, 3, 4, 3, 4, 5]","[0, 30, 90, 165, 210, 240, 300, 345, 420, 465, 510, 525, 555, 600, 630, 645]"
2022-07-11,7508,666,"[3, 4, 7, 6, 5, 3, 5, 5, 3, 0, 5, 3, 4, 6, 0, 4, 4, 3, 3]","[3, 4, 7, 6, 5, 3, 5, 3, 0, 5, 3, 4, 6, 0, 4, 3]","[0, 30, 60, 120, 180, 225, 255, 300, 330, 405, 435, 465, 495, 540, 615, 630]"
2022-07-11,7470,640,"[7, 4, 6, 5, 3, 5, 3, 6, 4, 2, 2, 6, 4, 3, 5, 3, 5]","[7, 4, 6, 5, 3, 5, 3, 6, 4, 2, 6, 4, 3, 5, 3, 5]","[0, 45, 90, 150, 195, 240, 270, 315, 375, 405, 450, 510, 525, 555, 585, 630]"
2022-07-11,7016,644,"[4, 4, 5, 3, 6, 5, 7, 5, 5, 3, 1, 0, 3, 4, 5, 3, 4]","[4, 5, 3, 6, 5, 7, 5, 3, 1, 0, 3, 4, 5, 3, 4]","[0, 45, 75, 135, 210, 240, 300, 330, 375, 435, 495, 540, 570, 600, 630]"
2022-07-11,7499,633,"[3, 4, 5, 4, 6, 4, 5, 6, 5, 2, 5, 5, 4, 3, 4, 3, 4]","[3, 4, 5, 4, 6, 4, 5, 6, 5, 2, 5, 4, 3, 4, 3, 4]","[0, 30, 60, 105, 165, 210, 255, 285, 345, 375, 450, 480, 510, 555, 585, 615]"
2022-07-11,7033,674,"[7, 6, 5, 3, 1, 4, 1, 3, 3, 7, 3, 2, 4, 5, 5, 3, 6, 0]","[7, 6, 5, 3, 1, 4, 1, 3, 7, 3, 2, 4, 5, 3, 6]","[0, 45, 90, 135, 180, 240, 270, 345, 390, 450, 495, 555, 585, 615, 645]"
2022-07-11,7485,663,"[5, 6, 1, 3, 2, 4, 3, 5, 4, 3, 6, 5, 4, 3, 4, 6]","[5, 6, 1, 3, 2, 4, 3, 5, 4, 3, 6, 5, 4, 3, 4, 6]","[0, 30, 60, 135, 195, 255, 285, 330, 360, 405, 450, 495, 525, 555, 585, 615]"
2022-07-11,7461,663,"[5, 4, 5, 1, 5, 3, 4, 5, 5, 7, 5, 0, 4, 1, 2, 5, 4]","[5, 4, 5, 1, 5, 3, 4, 5, 7, 5, 0, 4, 1, 2, 5, 4]","[0, 30, 60, 105, 165, 210, 255, 300, 330, 390, 420, 480, 510, 570, 630, 645]"
2022-07-11,7499,669,"[5, 0, 4, 4, 5, 1, 6, 4, 3, 4, 3, 4, 4, 3, 5, 2, 5, 4, 0]","[5, 0, 4, 5, 1, 6, 4, 3, 4, 3, 4, 3, 5, 2, 5, 4]","[0, 30, 120, 165, 210, 270, 330, 375, 420, 450, 480, 495, 540, 570, 630, 660]"
