日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-08-05,6571,668,"[3, 7, 4, 2, 2, 5, 5, 2, 5, 3, 7, 5, 4, 6, 6, 3, 0]","[3, 7, 4, 2, 5, 2, 5, 3, 7, 5, 4, 6, 3, 0]","[0, 30, 75, 120, 195, 225, 300, 345, 405, 480, 510, 555, 600, 660]"
2022-08-05,6555,670,"[7, 6, 3, 3, 2, 3, 5, 2, 6, 4, 5, 2, 5, 4, 0]","[7, 6, 3, 2, 3, 5, 2, 6, 4, 5, 2, 5, 4, 0]","[0, 45, 90, 165, 210, 285, 315, 390, 450, 495, 525, 585, 630, 660]"
2022-08-05,6602,669,"[1, 3, 3, 3, 3, 4, 5, 2, 3, 7, 5, 3, 4, 4, 4, 4, 7, 4, 3, 0]","[1, 3, 4, 5, 2, 3, 7, 5, 3, 4, 7, 4, 3, 0]","[0, 30, 45, 120, 180, 240, 300, 360, 420, 465, 510, 570, 615, 660]"
2022-08-05,6568,656,"[5, 5, 3, 3, 7, 2, 3, 7, 3, 7, 6, 5, 5, 3, 5, 4, 0]","[5, 3, 7, 2, 3, 7, 3, 7, 6, 5, 3, 5, 4, 0]","[0, 30, 45, 90, 180, 225, 285, 345, 420, 480, 510, 570, 615, 645]"
2022-08-05,6563,673,"[3, 3, 7, 3, 5, 5, 7, 2, 5, 5, 3, 5, 2, 2, 6, 3, 4, 4, 0]","[3, 7, 3, 5, 7, 2, 5, 3, 5, 2, 6, 3, 4, 0]","[0, 30, 75, 135, 180, 240, 315, 360, 420, 465, 540, 585, 630, 660]"
2022-08-05,6114,658,"[7, 6, 2, 7, 5, 7, 2, 3, 4, 4, 5, 4, 6, 0]","[7, 6, 2, 7, 5, 7, 2, 3, 4, 5, 4, 6, 0]","[0, 45, 90, 165, 240, 285, 345, 405, 465, 510, 540, 585, 645]"
2022-08-05,6512,668,"[1, 6, 6, 3, 6, 5, 3, 3, 3, 5, 0, 5, 4, 5, 5, 3, 4, 1]","[1, 6, 3, 6, 5, 3, 5, 0, 5, 4, 5, 3, 4, 1]","[0, 30, 75, 135, 210, 255, 315, 360, 450, 480, 525, 555, 615, 660]"
2022-08-05,6081,674,"[7, 6, 5, 5, 4, 5, 5, 2, 5, 5, 2, 6, 3, 2, 7, 0]","[7, 6, 5, 4, 5, 2, 5, 2, 6, 3, 2, 7, 0]","[0, 45, 90, 135, 195, 240, 315, 360, 435, 495, 540, 600, 660]"
2022-08-05,6515,661,"[1, 3, 3, 6, 5, 2, 5, 4, 6, 3, 6, 5, 2, 4, 6, 6]","[1, 3, 6, 5, 2, 5, 4, 6, 3, 6, 5, 2, 4, 6]","[0, 30, 45, 90, 135, 210, 255, 315, 360, 420, 480, 510, 570, 600]"
2022-08-05,6062,649,"[5, 3, 3, 4, 3, 2, 5, 3, 2, 6, 5, 2, 2, 7, 5]","[5, 3, 4, 3, 2, 5, 3, 2, 6, 5, 2, 7, 5]","[0, 30, 45, 120, 180, 240, 285, 345, 405, 465, 495, 570, 630]"
