日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-08-21,6119,667,"[2, 6, 5, 4, 3, 4, 2, 3, 3, 6, 4, 4, 7, 1, 1, 3, 0]","[2, 6, 5, 4, 3, 4, 2, 3, 6, 4, 7, 1, 3]","[0, 30, 60, 120, 165, 225, 270, 345, 360, 420, 465, 540, 615]"
2022-08-21,6555,654,"[7, 6, 6, 5, 4, 6, 2, 5, 3, 4, 6, 6, 2, 4, 5, 4]","[7, 6, 5, 4, 6, 2, 5, 3, 4, 6, 2, 4, 5, 4]","[0, 45, 90, 135, 195, 255, 330, 375, 390, 435, 495, 555, 585, 630]"
2022-08-21,6504,670,"[7, 6, 5, 4, 6, 6, 6, 4, 5, 3, 5, 6, 7, 5, 5, 2, 5]","[7, 6, 5, 4, 6, 4, 5, 3, 5, 6, 7, 5, 2, 5]","[0, 45, 90, 135, 195, 255, 285, 330, 345, 405, 450, 525, 570, 645]"
2022-08-21,6063,673,"[4, 5, 7, 6, 5, 3, 4, 5, 1, 1, 5, 4, 4, 6, 7, 7]","[4, 5, 7, 6, 5, 3, 4, 5, 1, 5, 4, 6, 7]","[0, 45, 90, 150, 210, 255, 300, 360, 405, 480, 525, 555, 615]"
2022-08-21,6584,663,"[5, 7, 4, 7, 7, 3, 5, 3, 5, 3, 7, 2, 3, 3, 2, 4, 0]","[5, 7, 4, 7, 3, 5, 3, 5, 3, 7, 2, 3, 2, 4]","[0, 30, 75, 135, 195, 255, 285, 315, 360, 375, 435, 510, 570, 645]"
2022-08-21,6560,642,"[2, 4, 6, 5, 4, 4, 3, 1, 3, 5, 4, 4, 6, 4, 5, 5, 5, 5, 4]","[2, 4, 6, 5, 4, 3, 1, 3, 5, 4, 6, 4, 5, 4]","[0, 30, 75, 135, 180, 225, 285, 375, 390, 435, 480, 540, 585, 615]"
2022-08-21,6569,666,"[5, 5, 4, 6, 4, 6, 4, 6, 4, 5, 3, 4, 7, 5, 4, 0]","[5, 4, 6, 4, 6, 4, 6, 4, 5, 3, 4, 7, 5, 4]","[0, 30, 75, 135, 195, 240, 285, 345, 405, 450, 510, 540, 615, 645]"
2022-08-21,6568,669,"[4, 3, 6, 1, 4, 5, 3, 4, 6, 3, 3, 4, 5, 4, 6]","[4, 3, 6, 1, 4, 5, 3, 4, 6, 3, 4, 5, 4, 6]","[0, 45, 120, 180, 255, 285, 330, 345, 405, 450, 510, 555, 600, 630]"
2022-08-21,6099,663,"[6, 5, 1, 3, 4, 3, 6, 3, 4, 4, 1, 6, 7, 4]","[6, 5, 1, 3, 4, 3, 6, 3, 4, 1, 6, 7, 4]","[0, 45, 90, 210, 270, 315, 330, 375, 405, 435, 510, 570, 645]"
2022-08-21,6590,673,"[2, 4, 5, 6, 3, 4, 3, 4, 4, 1, 4, 2, 6, 4, 6, 6]","[2, 4, 5, 6, 3, 4, 3, 4, 1, 4, 2, 6, 4, 6]","[0, 30, 75, 135, 180, 240, 285, 300, 345, 435, 480, 540, 600, 630]"
