日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-13,5149,642,"[5, 6, 2, 2, 3, 2, 4, 0, 5, 4, 7, 5]","[5, 6, 2, 3, 2, 4, 0, 5, 4, 7, 5]","[0, 30, 75, 150, 210, 285, 345, 435, 480, 540, 615]"
2023-08-13,5171,672,"[4, 6, 3, 2, 4, 4, 6, 7, 6, 2, 4, 4, 5, 1]","[4, 6, 3, 2, 4, 6, 7, 6, 2, 4, 5]","[0, 30, 75, 165, 255, 300, 375, 450, 525, 585, 645]"
2023-08-13,5149,672,"[2, 3, 6, 5, 2, 4, 5, 7, 7, 4, 5, 0]","[2, 3, 6, 5, 2, 4, 5, 7, 4, 5, 0]","[0, 75, 165, 225, 285, 360, 420, 480, 540, 615, 660]"
2023-08-13,5147,668,"[4, 6, 2, 7, 5, 7, 4, 4, 6, 5, 4, 5]","[4, 6, 2, 7, 5, 7, 4, 6, 5, 4, 5]","[0, 30, 75, 150, 225, 285, 360, 435, 510, 555, 630]"
2023-08-13,5148,669,"[4, 6, 2, 7, 2, 5, 4, 2, 6, 1, 1, 5, 0]","[4, 6, 2, 7, 2, 5, 4, 2, 6, 1, 5]","[0, 30, 75, 150, 225, 285, 345, 420, 480, 540, 645]"
2023-08-13,5186,669,"[6, 4, 3, 4, 3, 6, 5, 4, 3, 4, 0]","[6, 4, 3, 4, 3, 6, 5, 4, 3, 4, 0]","[0, 45, 135, 210, 285, 345, 420, 465, 540, 600, 660]"
2023-08-13,5189,673,"[4, 7, 7, 6, 2, 7, 4, 4, 2, 5, 2, 6, 4]","[4, 7, 6, 2, 7, 4, 2, 5, 2, 6, 4]","[0, 30, 105, 165, 255, 315, 405, 465, 510, 585, 630]"
2023-08-13,5194,666,"[4, 6, 3, 4, 6, 7, 4, 4, 1, 6, 4, 0, 0]","[4, 6, 3, 4, 6, 7, 4, 1, 6, 4, 0]","[0, 30, 75, 165, 225, 285, 360, 435, 540, 600, 660]"
2023-08-13,5574,667,"[5, 2, 5, 2, 5, 6, 5, 2, 7, 7, 5, 5, 4, 0]","[5, 2, 5, 2, 5, 6, 5, 2, 7, 5, 4, 0]","[0, 30, 120, 180, 255, 300, 360, 420, 480, 555, 600, 660]"
2023-08-13,5165,671,"[4, 6, 2, 6, 5, 2, 0, 7, 6, 7, 3]","[4, 6, 2, 6, 5, 2, 0, 7, 6, 7, 3]","[0, 30, 75, 150, 210, 270, 345, 435, 510, 585, 645]"
