日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-26,9,6981.0,720,"[6, 3, 6, 4, 5, 4, 4, 5, 6, 3, 4, 3, 5, 6, 1, 0, 2, 5]","[6, 3, 6, 4, 5, 4, 5, 6, 3, 4, 3, 5, 6, 2, 5]","[0, 45, 105, 165, 210, 255, 315, 360, 435, 480, 525, 570, 615, 675, 690]"
2022-07-26,7,5194.0,726,"[1, 7, 1, 3, 7, 3, 3, 7, 2, 4, 3, 6, 3, 2, 1, 5, 4, 1, 4, 5]","[1, 7, 1, 3, 7, 3, 7, 2, 4, 3, 6]","[0, 135, 210, 300, 360, 435, 495, 570, 630, 660, 690]"
2022-07-26,8,4190.0,419,"[5, 7, 5, 0, 0, 5, 3, 0, 5, 4]","[5, 7, 5, 0, 5, 3, 0, 5, 4]","[0, 30, 75, 120, 135, 180, 240, 345, 390]"
2022-07-26,3,5560.0,713,"[7, 7, 5, 5, 5, 5, 3, 6, 4, 6, 6, 5, 1, 6, 6, 5, 1, 6, 1, 3]","[7, 5, 3, 6, 4, 6, 5, 1, 6, 5, 1, 6]","[0, 45, 105, 165, 240, 285, 345, 390, 480, 555, 585, 675]"
2022-07-26,4,5625.0,719,"[5, 4, 3, 3, 3, 1, 6, 7, 7, 0, 4, 6, 5, 5, 5, 5, 5, 3, 0, 7]","[5, 4, 3, 1, 6, 7, 0, 4, 6, 5, 3, 0]","[0, 30, 75, 150, 240, 300, 360, 465, 495, 555, 600, 630]"
2022-07-26,4,4195.0,558,"[1, 0, 5, 5, 5, 2, 5, 5, 5, 2, 2, 5, 3, 4]","[1, 0, 5, 2, 5, 2, 5, 3, 4]","[0, 135, 195, 240, 315, 360, 435, 480, 525]"
2022-07-26,8,5639.0,726,"[4, 4, 0, 1, 5, 0, 5, 4, 2, 4, 3, 3, 6, 3, 1, 4, 5]","[4, 0, 1, 5, 0, 5, 4, 2, 4, 3, 6, 3]","[0, 30, 180, 270, 315, 420, 450, 495, 570, 615, 645, 690]"
2022-07-26,9,4760.0,706,"[2, 7, 4, 0, 4, 7, 4, 3, 1, 1, 1, 7, 7, 2, 4, 7, 4, 2, 3]","[2, 7, 4, 0, 4, 7, 4, 3, 1, 7]","[0, 120, 195, 240, 345, 405, 465, 510, 555, 660]"
2022-07-26,10,5642.0,707,"[3, 4, 6, 7, 1, 0, 0, 3, 1, 6, 4, 5, 4, 3, 2, 4, 2, 4, 5, 6]","[3, 4, 6, 7, 1, 0, 3, 1, 6, 4, 5, 4]","[0, 75, 120, 180, 240, 345, 435, 495, 585, 645, 660, 690]"
2022-07-26,8,5186.0,757,"[0, 6, 7, 5, 2, 7, 3, 2, 3, 2, 7, 7, 5, 3, 3, 1, 6, 2, 0, 3]","[0, 6, 7, 5, 2, 7, 3, 2, 3, 2, 7]","[0, 150, 210, 285, 330, 420, 480, 525, 585, 630, 705]"
2022-07-26,4,5598.0,721,"[6, 5, 4, 1, 0, 2, 5, 2, 5, 4, 2, 6, 3, 5, 2, 3, 1]","[6, 5, 4, 1, 0, 2, 5, 2, 5, 4, 2, 6]","[0, 45, 90, 150, 225, 330, 420, 450, 525, 570, 615, 690]"
2022-07-26,8,4739.0,710,"[3, 7, 4, 7, 1, 7, 1, 7, 4, 1, 3, 4, 2]","[3, 7, 4, 7, 1, 7, 1, 7, 4, 1]","[0, 75, 135, 195, 255, 345, 420, 510, 585, 630]"
2022-07-26,6,5597.0,717,"[5, 0, 2, 6, 5, 2, 2, 2, 4, 3, 6, 5, 2, 3, 4, 1, 2]","[5, 0, 2, 6, 5, 2, 4, 3, 6, 5, 2, 3]","[0, 30, 180, 240, 300, 345, 420, 465, 510, 570, 615, 675]"
2022-07-26,9,5578.0,719,"[6, 1, 7, 2, 6, 5, 2, 1, 2, 5, 2, 5, 4, 2, 5, 5]","[6, 1, 7, 2, 6, 5, 2, 1, 2, 5, 2, 5]","[0, 45, 165, 225, 315, 375, 435, 495, 585, 645, 675, 690]"
2022-07-26,2,5138.0,574,"[4, 5, 4, 7, 5, 6, 6, 6, 3, 6, 7, 5, 3]","[4, 5, 4, 7, 5, 6, 3, 6, 7, 5, 3]","[0, 30, 60, 120, 195, 225, 300, 360, 420, 495, 540]"
2022-07-26,7,6606.0,700,"[6, 6, 3, 5, 0, 4, 2, 5, 4, 3, 3, 3, 4, 3, 7, 4, 7, 7]","[6, 3, 5, 0, 4, 2, 5, 4, 3, 4, 3, 7, 4, 7]","[0, 45, 105, 135, 195, 255, 330, 375, 420, 480, 510, 555, 630, 645]"
2022-07-26,9,6571.0,708,"[7, 5, 0, 0, 2, 5, 3, 4, 3, 6, 5, 2, 7, 3, 4, 7, 6, 5, 1, 7]","[7, 5, 0, 2, 5, 3, 4, 3, 6, 5, 2, 7, 3, 4]","[0, 45, 105, 120, 195, 240, 285, 345, 390, 465, 495, 570, 645, 675]"
2022-07-26,6,5633.0,726,"[5, 3, 4, 5, 3, 3, 2, 6, 0, 4, 3, 7, 1, 4, 1, 3, 5]","[5, 3, 4, 5, 3, 2, 6, 0, 4, 3, 7, 1]","[0, 30, 90, 150, 180, 240, 315, 390, 495, 525, 570, 645]"
2022-07-26,7,5636.0,708,"[6, 4, 4, 3, 2, 1, 4, 5, 3, 4, 5, 2, 0, 1, 2, 4]","[6, 4, 3, 2, 1, 4, 5, 3, 4, 5, 2, 0]","[0, 45, 105, 165, 225, 330, 390, 435, 495, 510, 555, 630]"
2022-07-26,6,6154.0,728,"[4, 6, 3, 7, 7, 7, 4, 3, 5, 2, 3, 4, 4, 4, 7, 4, 0, 3, 2, 1]","[4, 6, 3, 7, 4, 3, 5, 2, 3, 4, 7, 4, 0]","[0, 30, 75, 135, 210, 255, 315, 360, 435, 480, 525, 600, 645]"
