日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-08-26,6112,673,"[2, 7, 4, 7, 5, 5, 6, 7, 4, 5, 4, 4, 3, 3, 3, 5, 0, 1]","[2, 7, 4, 7, 5, 6, 7, 4, 5, 4, 3, 5, 0]","[0, 135, 180, 225, 270, 330, 375, 420, 480, 525, 570, 630, 660]"
2022-08-26,5636,655,"[4, 4, 4, 6, 6, 3, 7, 1, 1, 5, 7, 6, 6, 3, 3, 6, 4, 0]","[4, 6, 3, 7, 1, 5, 7, 6, 3, 6, 4, 0]","[0, 75, 135, 195, 240, 345, 390, 435, 495, 555, 600, 645]"
2022-08-26,6499,672,"[5, 6, 4, 2, 5, 3, 5, 7, 6, 4, 5, 6, 5, 2]","[5, 6, 4, 2, 5, 3, 5, 7, 6, 4, 5, 6, 5, 2]","[0, 30, 60, 135, 210, 255, 315, 360, 405, 465, 510, 555, 615, 660]"
2022-08-26,6118,659,"[3, 3, 7, 5, 5, 7, 7, 3, 6, 7, 5, 7, 3, 2, 3, 4, 4]","[3, 7, 5, 7, 3, 6, 7, 5, 7, 3, 2, 3, 4]","[0, 30, 75, 120, 165, 240, 285, 330, 375, 420, 480, 570, 630]"
2022-08-26,6110,664,"[6, 6, 4, 5, 2, 2, 7, 5, 5, 4, 7, 6, 7, 6, 4, 0]","[6, 4, 5, 2, 7, 5, 4, 7, 6, 7, 6, 4, 0]","[0, 45, 120, 165, 255, 300, 360, 405, 450, 510, 555, 615, 645]"
2022-08-26,6591,675,"[3, 6, 6, 4, 2, 6, 4, 6, 6, 6, 6, 7, 3, 7, 3, 7, 5, 5, 2]","[3, 6, 4, 2, 6, 4, 6, 7, 3, 7, 3, 7, 5, 2]","[0, 30, 60, 120, 210, 255, 315, 375, 420, 480, 525, 585, 630, 660]"
2022-08-26,6116,666,"[5, 4, 7, 6, 3, 4, 7, 5, 2, 2, 4, 7, 4, 5]","[5, 4, 7, 6, 3, 4, 7, 5, 2, 4, 7, 4, 5]","[0, 30, 90, 135, 195, 270, 330, 375, 420, 510, 555, 600, 630]"
2022-08-26,6125,675,"[5, 7, 3, 7, 3, 7, 3, 7, 3, 4, 5, 6, 4, 4]","[5, 7, 3, 7, 3, 7, 3, 7, 3, 4, 5, 6, 4]","[0, 30, 75, 150, 195, 270, 315, 375, 420, 480, 525, 570, 645]"
2022-08-26,5653,662,"[3, 4, 7, 6, 1, 3, 5, 4, 1, 3, 4, 0]","[3, 4, 7, 6, 1, 3, 5, 4, 1, 3, 4, 0]","[0, 30, 90, 135, 195, 300, 360, 420, 465, 555, 615, 645]"
2022-08-26,6102,670,"[6, 5, 7, 3, 2, 3, 4, 4, 7, 5, 7, 5, 7, 0]","[6, 5, 7, 3, 2, 3, 4, 7, 5, 7, 5, 7, 0]","[0, 45, 105, 150, 210, 300, 375, 435, 480, 525, 570, 615, 660]"
