日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-08-27,6129,669,"[4, 6, 4, 2, 5, 5, 5, 4, 4, 3, 4, 5, 3, 2, 2, 7, 7, 0]","[4, 6, 4, 2, 5, 4, 3, 4, 5, 3, 2, 7, 0]","[0, 45, 90, 150, 240, 285, 345, 390, 450, 510, 525, 615, 660]"
2022-08-27,5634,670,"[7, 5, 7, 7, 5, 4, 2, 3, 3, 4, 3, 5, 2, 3]","[7, 5, 7, 5, 4, 2, 3, 4, 3, 5, 2, 3]","[0, 45, 105, 150, 195, 255, 330, 390, 450, 465, 510, 600]"
2022-08-27,6137,663,"[6, 3, 7, 7, 4, 7, 4, 4, 7, 7, 4, 6, 7, 5, 7, 6]","[6, 3, 7, 4, 7, 4, 7, 4, 6, 7, 5, 7, 6]","[0, 45, 120, 165, 225, 270, 330, 375, 420, 480, 525, 570, 615]"
2022-08-27,5589,667,"[5, 6, 6, 5, 1, 4, 3, 5, 2, 3, 2, 6, 0, 0, 1]","[5, 6, 5, 1, 4, 3, 5, 2, 3, 2, 6, 0]","[0, 30, 60, 120, 225, 285, 345, 405, 480, 495, 585, 660]"
2022-08-27,6135,625,"[4, 7, 6, 5, 2, 2, 7, 7, 3, 6, 3, 7, 3, 4, 7]","[4, 7, 6, 5, 2, 7, 3, 6, 3, 7, 3, 4, 7]","[0, 45, 90, 150, 195, 285, 330, 390, 465, 480, 525, 540, 585]"
2022-08-27,6081,659,"[5, 3, 5, 3, 4, 5, 6, 4, 4, 5, 3, 7, 7, 4, 7, 7]","[5, 3, 5, 3, 4, 5, 6, 4, 5, 3, 7, 4, 7]","[0, 30, 105, 165, 240, 300, 345, 405, 450, 510, 525, 570, 615]"
2022-08-27,6083,669,"[6, 3, 5, 7, 4, 4, 7, 6, 3, 2, 3, 5, 4, 5]","[6, 3, 5, 7, 4, 7, 6, 3, 2, 3, 5, 4, 5]","[0, 45, 120, 165, 210, 270, 315, 375, 435, 510, 525, 570, 630]"
2022-08-27,6022,674,"[5, 3, 6, 5, 3, 1, 5, 7, 7, 5, 4, 5, 5, 6, 2, 2]","[5, 3, 6, 5, 3, 1, 5, 7, 5, 4, 5, 6, 2]","[0, 30, 105, 165, 210, 270, 360, 420, 465, 510, 555, 615, 660]"
2022-08-27,6565,668,"[5, 7, 7, 5, 6, 1, 7, 6, 4, 5, 5, 7, 3, 7, 4, 7, 7]","[5, 7, 5, 6, 1, 7, 6, 4, 5, 7, 3, 7, 4, 7]","[0, 30, 75, 135, 180, 270, 315, 375, 420, 480, 525, 540, 585, 630]"
2022-08-27,5631,642,"[7, 5, 3, 6, 7, 6, 4, 7, 6, 6, 5, 5, 7, 4]","[7, 5, 3, 6, 7, 6, 4, 7, 6, 5, 7, 4]","[0, 45, 105, 180, 240, 285, 345, 405, 450, 525, 570, 615]"
