日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-05,10,5213.0,523,"[3, 2, 6, 4, 3, 7, 4, 1, 4, 3, 3, 4]","[3, 2, 6, 4, 3, 7, 4, 1, 4, 3, 4]","[0, 30, 105, 150, 210, 255, 315, 360, 435, 465, 495]"
2022-07-05,9,6596.0,706,"[7, 3, 3, 6, 3, 0, 4, 6, 3, 4, 7, 5, 6, 4, 2, 2, 2]","[7, 3, 6, 3, 0, 4, 6, 3, 4, 7, 5, 6, 4, 2]","[0, 45, 105, 165, 195, 285, 330, 375, 435, 465, 525, 555, 630, 645]"
2022-07-05,9,6646.0,718,"[4, 6, 3, 3, 7, 4, 7, 4, 0, 4, 4, 2, 2, 4, 5, 4, 0, 5, 0, 3]","[4, 6, 3, 7, 4, 7, 4, 0, 4, 2, 4, 5, 4, 0]","[0, 45, 90, 135, 195, 240, 315, 345, 435, 465, 540, 585, 615, 630]"
2022-07-05,2,6583.0,665,"[7, 5, 4, 4, 5, 7, 3, 7, 4, 4, 4, 5, 0, 4, 2, 4, 5, 5, 1]","[7, 5, 4, 5, 7, 3, 7, 4, 5, 0, 4, 2, 4, 5]","[0, 45, 90, 135, 180, 240, 300, 360, 405, 450, 525, 555, 630, 645]"
2022-07-05,4,6639.0,710,"[6, 7, 4, 6, 4, 7, 4, 4, 4, 4, 2, 7, 4, 2, 3, 4, 1, 3, 3]","[6, 7, 4, 6, 4, 7, 4, 2, 7, 4, 2, 3, 4, 1]","[0, 45, 90, 135, 210, 255, 315, 360, 420, 495, 510, 585, 630, 645]"
2022-07-05,2,6565.0,733,"[3, 5, 0, 2, 4, 6, 3, 1, 1, 5, 4, 3, 1, 3, 2, 3, 0, 2, 7, 1]","[3, 5, 0, 2, 4, 6, 3, 1, 5, 4, 3, 1, 3, 2]","[0, 30, 60, 165, 225, 270, 315, 375, 435, 480, 510, 555, 615, 660]"
2022-07-05,10,6105.0,698,"[4, 2, 7, 5, 6, 6, 1, 4, 5, 4, 3, 2, 6, 6, 6, 7, 1]","[4, 2, 7, 5, 6, 1, 4, 5, 4, 3, 2, 6, 7]","[0, 45, 120, 180, 225, 285, 360, 390, 435, 465, 510, 570, 645]"
2022-07-05,3,6644.0,711,"[6, 4, 0, 0, 7, 2, 4, 6, 3, 3, 4, 7, 4, 3, 2, 2, 4, 5]","[6, 4, 0, 7, 2, 4, 6, 3, 4, 7, 4, 3, 2, 4]","[0, 45, 75, 165, 225, 300, 345, 405, 450, 480, 555, 585, 630, 690]"
2022-07-05,8,7045.0,706,"[6, 3, 7, 3, 7, 4, 7, 5, 1, 1, 5, 3, 4, 2, 5, 4]","[6, 3, 7, 3, 7, 4, 7, 5, 1, 5, 3, 4, 2, 5, 4]","[0, 45, 105, 165, 210, 270, 315, 375, 420, 495, 525, 570, 600, 675, 690]"
2022-07-05,3,6575.0,706,"[4, 3, 1, 2, 0, 6, 5, 2, 3, 5, 7, 4, 6, 4, 5, 4, 5, 7, 7, 1]","[4, 3, 1, 2, 0, 6, 5, 2, 3, 5, 7, 4, 6, 4]","[0, 45, 105, 165, 225, 285, 345, 390, 465, 495, 540, 600, 615, 690]"
2022-07-05,4,7061.0,728,"[4, 6, 7, 3, 5, 6, 4, 5, 3, 4, 7, 4, 3, 1, 7, 7, 4, 3, 4, 6]","[4, 6, 7, 3, 5, 6, 4, 5, 3, 4, 7, 4, 3, 1, 7]","[0, 45, 90, 150, 195, 240, 285, 330, 375, 435, 465, 525, 555, 600, 675]"
