日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-07-18,6075,667,"[5, 5, 4, 4, 1, 6, 5, 5, 6, 0, 5, 2, 3, 2, 4, 4, 7, 0, 0]","[5, 4, 1, 6, 5, 6, 0, 5, 2, 3, 2, 4, 7]","[0, 30, 75, 90, 150, 210, 270, 285, 345, 405, 495, 570, 615]"
2023-07-18,6079,666,"[2, 5, 5, 4, 1, 2, 0, 5, 3, 6, 5, 2, 7, 3]","[2, 5, 4, 1, 2, 0, 5, 3, 6, 5, 2, 7, 3]","[0, 30, 60, 120, 150, 225, 240, 285, 375, 435, 480, 540, 600]"
2023-07-18,6576,661,"[4, 4, 5, 5, 1, 5, 1, 7, 0, 0, 4, 2, 7, 5, 5, 5, 2, 4, 3]","[4, 5, 1, 5, 1, 7, 0, 4, 2, 7, 5, 2, 4, 3]","[0, 30, 60, 90, 135, 165, 225, 255, 300, 375, 435, 480, 555, 600]"
2023-07-18,5664,671,"[4, 3, 1, 2, 4, 2, 3, 2, 2, 2, 5, 3, 4, 3]","[4, 3, 1, 2, 4, 2, 3, 2, 5, 3, 4, 3]","[0, 30, 105, 120, 195, 255, 315, 390, 450, 495, 555, 615]"
2023-07-18,6103,667,"[0, 5, 4, 1, 1, 1, 4, 4, 3, 0, 0, 0, 5, 2, 3, 4, 2, 5, 0]","[0, 5, 4, 1, 4, 3, 0, 5, 2, 3, 4, 2, 5]","[0, 30, 60, 120, 150, 210, 285, 300, 345, 420, 495, 555, 630]"
2023-07-18,6111,652,"[4, 6, 7, 1, 1, 4, 6, 4, 7, 6, 7, 7, 7, 3, 1, 5]","[4, 6, 7, 1, 4, 6, 4, 7, 6, 7, 3, 1, 5]","[0, 30, 60, 135, 165, 225, 270, 330, 405, 450, 510, 600, 615]"
2023-07-18,6125,613,"[3, 4, 4, 4, 1, 4, 5, 0, 4, 2, 7, 3, 5, 4, 1]","[3, 4, 1, 4, 5, 0, 4, 2, 7, 3, 5, 4, 1]","[0, 30, 75, 90, 150, 210, 225, 285, 360, 435, 495, 555, 600]"
2023-07-18,6095,631,"[0, 5, 5, 1, 6, 4, 4, 0, 6, 6, 5, 5, 6, 4, 2, 7, 4]","[0, 5, 1, 6, 4, 0, 6, 5, 6, 4, 2, 7, 4]","[0, 30, 60, 90, 150, 210, 225, 285, 330, 390, 465, 525, 585]"
2023-07-18,6103,670,"[0, 7, 1, 3, 4, 6, 4, 6, 6, 3, 5, 4, 1, 6]","[0, 7, 1, 3, 4, 6, 4, 6, 3, 5, 4, 1, 6]","[0, 30, 90, 120, 195, 240, 300, 360, 420, 495, 540, 600, 615]"
2023-07-18,6111,674,"[0, 5, 3, 6, 4, 0, 6, 7, 2, 7, 3, 3, 5, 4, 4]","[0, 5, 3, 6, 4, 0, 6, 7, 2, 7, 3, 5, 4]","[0, 30, 60, 150, 210, 270, 285, 345, 405, 480, 540, 615, 660]"
